list,source,native,name,term_size,query_size,hits,domain,p_raw,p_adj,significant,genes,genes_ensg,calibrated_p
all,GO:MF,GO:0099534,calcium ion binding involved in regulation of presynaptic cytosolic calcium ion concentration,2,30,2,5622,2.753054609021627e-05,0.005175742664960661,True,"CALB1, CALB2","ENSG00000104327, ENSG00000172137",0.019801980198019802
all,GO:CC,GO:0060076,excitatory synapse,43,30,4,5622,7.038449653344448e-05,0.015554973733891258,True,"ADGRB3, PLXNC1, PPFIA4, CALB2","ENSG00000135298, ENSG00000136040, ENSG00000143847, ENSG00000172137",0.06930693069306931
all,GO:CC,GO:0150053,cerebellar climbing fiber to Purkinje cell synapse,4,30,2,5622,0.00016408795089093383,0.018131718573448228,True,"ADGRB3, PLXNC1","ENSG00000135298, ENSG00000136040",0.07920792079207921
all,GO:BP,GO:1905806,regulation of synapse pruning,2,30,2,5622,2.753054609021627e-05,0.028218809742471686,True,"ADGRB3, PLXNC1","ENSG00000135298, ENSG00000136040",0.1485148514851485
all,GO:CC,GO:0098978,glutamatergic synapse,311,30,7,5622,0.0009997344233141443,0.06665181265707408,False,"FUS, CALB1, DNAJB1, ADGRB3, PLXNC1, SH3GL3, PPFIA4","ENSG00000089280, ENSG00000104327, ENSG00000132002, ENSG00000135298, ENSG00000136040, ENSG00000140600, ENSG00000143847",0.32673267326732675
all,GO:CC,GO:0098985,"asymmetric, glutamatergic, excitatory synapse",10,30,2,5622,0.0012063676499017926,0.06665181265707408,False,"ADGRB3, PLXNC1","ENSG00000135298, ENSG00000136040",0.32673267326732675
all,GO:MF,GO:0004197,cysteine-type endopeptidase activity,34,30,3,5622,0.0007339999091801493,0.06899599146293416,False,"CFLAR, LGMN, USP12","ENSG00000003402, ENSG00000100600, ENSG00000152484",0.32673267326732675
all,GO:BP,GO:0098883,synapse pruning,4,30,2,5622,0.00016408795089093383,0.08409507483160376,False,"ADGRB3, PLXNC1","ENSG00000135298, ENSG00000136040",0.32673267326732675
all,GO:MF,GO:0003712,transcription coregulator activity,241,30,6,5622,0.001453960218464964,0.0911148403571375,False,"FUS, ZMYND8, BCL11A, DNAJB1, SCAI, TRRAP","ENSG00000089280, ENSG00000101040, ENSG00000119866, ENSG00000132002, ENSG00000173611, ENSG00000196367",0.32673267326732675
all,GO:CC,GO:0099524,postsynaptic cytosol,18,30,2,5622,0.003994270868963263,0.10941189462947971,False,"FUS, CALB1","ENSG00000089280, ENSG00000104327",0.32673267326732675
all,GO:CC,GO:0097342,ripoptosome,1,30,1,5622,0.005336179295624333,0.10941189462947971,False,CFLAR,ENSG00000003402,0.32673267326732675
all,GO:CC,GO:0099523,presynaptic cytosol,18,30,2,5622,0.003994270868963263,0.10941189462947971,False,"FUS, CALB1","ENSG00000089280, ENSG00000104327",0.32673267326732675
all,GO:CC,GO:0098984,neuron to neuron synapse,223,30,5,5622,0.005940917355446853,0.10941189462947971,False,"CALB1, DNAJB1, ADGRB3, PLXNC1, SH3GL3","ENSG00000104327, ENSG00000132002, ENSG00000135298, ENSG00000136040, ENSG00000140600",0.32673267326732675
all,GO:CC,GO:0030054,cell junction,1056,30,12,5622,0.0055477240323742695,0.10941189462947971,False,"CPNE3, FUS, ZMYND8, CALB1, PRKAR2A, DNAJB1, ADGRB3, PLXNC1, SH3GL3, PPFIA4, CNTN4, CALB2","ENSG00000085719, ENSG00000089280, ENSG00000101040, ENSG00000104327, ENSG00000114302, ENSG00000132002, ENSG00000135298, ENSG00000136040, ENSG00000140600, ENSG00000143847, ENSG00000144619, ENSG00000172137",0.32673267326732675
all,GO:CC,GO:0098688,parallel fiber to Purkinje cell synapse,17,30,2,5622,0.003562243973711684,0.10941189462947971,False,"PPFIA4, CALB2","ENSG00000143847, ENSG00000172137",0.32673267326732675
all,GO:CC,GO:0043195,terminal bouton,21,30,2,5622,0.005428150696707433,0.10941189462947971,False,"CALB1, CALB2","ENSG00000104327, ENSG00000172137",0.32673267326732675
all,GO:CC,GO:0061827,sperm head,1,30,1,5622,0.005336179295624333,0.10941189462947971,False,DNAJB1,ENSG00000132002,0.32673267326732675
all,GO:BP,GO:0021529,spinal cord oligodendrocyte cell differentiation,1,30,1,5622,0.005336179295624333,0.11890399517422351,False,SOX6,ENSG00000110693,0.32673267326732675
all,GO:BP,GO:0090026,positive regulation of monocyte chemotaxis,1,30,1,5622,0.005336179295624333,0.11890399517422351,False,LGMN,ENSG00000100600,0.32673267326732675
all,GO:BP,GO:0030334,regulation of cell migration,276,30,6,5622,0.0029015332026030606,0.11890399517422351,False,"CPNE3, LGMN, ZMYND8, PLXNC1, GPNMB, SCAI","ENSG00000085719, ENSG00000100600, ENSG00000101040, ENSG00000136040, ENSG00000136235, ENSG00000173611",0.32673267326732675
all,GO:BP,GO:1901740,negative regulation of myoblast fusion,1,30,1,5622,0.005336179295624333,0.11890399517422351,False,CFLAR,ENSG00000003402,0.32673267326732675
all,GO:BP,GO:1904646,cellular response to amyloid-beta,18,30,2,5622,0.003994270868963263,0.11890399517422351,False,"LGMN, CACNA1A","ENSG00000100600, ENSG00000141837",0.32673267326732675
all,GO:BP,GO:0048519,negative regulation of biological process,1794,30,17,5622,0.004300226514948399,0.11890399517422351,False,"CFLAR, IBTK, FUS, LGMN, ZMYND8, SOX6, PRKAR2A, BCL11A, DNAJB1, ADGRB3, PLXNC1, GPNMB, SSTR1, SH3GL3, CNTN4, SCAI, L3MBTL1","ENSG00000003402, ENSG00000005700, ENSG00000089280, ENSG00000100600, ENSG00000101040, ENSG00000110693, ENSG00000114302, ENSG00000119866, ENSG00000132002, ENSG00000135298, ENSG00000136040, ENSG00000136235, ENSG00000139874, ENSG00000140600, ENSG00000144619, ENSG00000173611, ENSG00000185513",0.32673267326732675
all,GO:BP,GO:1905168,positive regulation of double-strand break repair via homologous recombination,19,30,2,5622,0.004449425542333239,0.11890399517422351,False,"FUS, TRRAP","ENSG00000089280, ENSG00000196367",0.32673267326732675
all,GO:BP,GO:0014732,skeletal muscle atrophy,1,30,1,5622,0.005336179295624333,0.11890399517422351,False,CFLAR,ENSG00000003402,0.32673267326732675
all,GO:BP,GO:0000768,syncytium formation by plasma membrane fusion,12,30,2,5622,0.0017576335223865838,0.11890399517422351,False,"CFLAR, ADGRB3","ENSG00000003402, ENSG00000135298",0.32673267326732675
all,GO:BP,GO:1902952,positive regulation of dendritic spine maintenance,1,30,1,5622,0.005336179295624333,0.11890399517422351,False,ZMYND8,ENSG00000101040,0.32673267326732675
all,GO:BP,GO:0072235,metanephric distal tubule development,1,30,1,5622,0.005336179295624333,0.11890399517422351,False,CALB1,ENSG00000104327,0.32673267326732675
all,GO:BP,GO:0000724,double-strand break repair via homologous recombination,59,30,3,5622,0.0036449206945436932,0.11890399517422351,False,"FUS, ZMYND8, TRRAP","ENSG00000089280, ENSG00000101040, ENSG00000196367",0.32673267326732675
all,GO:BP,GO:0099509,regulation of presynaptic cytosolic calcium ion concentration,7,30,2,5622,0.0005686090156345362,0.11890399517422351,False,"CALB1, CALB2","ENSG00000104327, ENSG00000172137",0.32673267326732675
all,GO:BP,GO:0072286,metanephric connecting tubule development,1,30,1,5622,0.005336179295624333,0.11890399517422351,False,CALB1,ENSG00000104327,0.32673267326732675
all,GO:BP,GO:1901724,positive regulation of cell proliferation involved in kidney development,1,30,1,5622,0.005336179295624333,0.11890399517422351,False,CFLAR,ENSG00000003402,0.32673267326732675
all,GO:BP,GO:1904645,response to amyloid-beta,20,30,2,5622,0.004927465667432041,0.11890399517422351,False,"LGMN, CACNA1A","ENSG00000100600, ENSG00000141837",0.32673267326732675
all,GO:BP,GO:0000725,recombinational repair,60,30,3,5622,0.0038230151361510257,0.11890399517422351,False,"FUS, ZMYND8, TRRAP","ENSG00000089280, ENSG00000101040, ENSG00000196367",0.32673267326732675
all,GO:BP,GO:0072221,metanephric distal convoluted tubule development,1,30,1,5622,0.005336179295624333,0.11890399517422351,False,CALB1,ENSG00000104327,0.32673267326732675
all,GO:BP,GO:0072025,distal convoluted tubule development,1,30,1,5622,0.005336179295624333,0.11890399517422351,False,CALB1,ENSG00000104327,0.32673267326732675
all,GO:BP,GO:0009890,negative regulation of biosynthetic process,763,30,10,5622,0.004625093961630014,0.11890399517422351,False,"CFLAR, FUS, LGMN, ZMYND8, SOX6, BCL11A, DNAJB1, GPNMB, SCAI, L3MBTL1","ENSG00000003402, ENSG00000089280, ENSG00000100600, ENSG00000101040, ENSG00000110693, ENSG00000119866, ENSG00000132002, ENSG00000136235, ENSG00000173611, ENSG00000185513",0.32673267326732675
all,GO:BP,GO:0051480,regulation of cytosolic calcium ion concentration,19,30,2,5622,0.004449425542333239,0.11890399517422351,False,"CALB1, CALB2","ENSG00000104327, ENSG00000172137",0.32673267326732675
all,GO:BP,GO:0050808,synapse organization,289,30,6,5622,0.0036519725739299464,0.11890399517422351,False,"LGMN, ZMYND8, ADGRB3, PLXNC1, PPFIA4, CNTN4","ENSG00000100600, ENSG00000101040, ENSG00000135298, ENSG00000136040, ENSG00000143847, ENSG00000144619",0.32673267326732675
all,GO:BP,GO:0051093,negative regulation of developmental process,255,30,6,5622,0.0019431635071457216,0.11890399517422351,False,"CFLAR, LGMN, SOX6, BCL11A, ADGRB3, CNTN4","ENSG00000003402, ENSG00000100600, ENSG00000110693, ENSG00000119866, ENSG00000135298, ENSG00000144619",0.32673267326732675
all,GO:BP,GO:0007520,myoblast fusion,9,30,2,5622,0.0009683039006639908,0.11890399517422351,False,"CFLAR, ADGRB3","ENSG00000003402, ENSG00000135298",0.32673267326732675
all,GO:BP,GO:2000145,regulation of cell motility,293,30,6,5622,0.0039098493366398045,0.11890399517422351,False,"CPNE3, LGMN, ZMYND8, PLXNC1, GPNMB, SCAI","ENSG00000085719, ENSG00000100600, ENSG00000101040, ENSG00000136040, ENSG00000136235, ENSG00000173611",0.32673267326732675
all,GO:BP,GO:1903845,negative regulation of cellular response to transforming growth factor beta stimulus,1,30,1,5622,0.005336179295624333,0.11890399517422351,False,CFLAR,ENSG00000003402,0.32673267326732675
all,GO:BP,GO:2000741,positive regulation of mesenchymal stem cell differentiation,1,30,1,5622,0.005336179295624333,0.11890399517422351,False,SOX6,ENSG00000110693,0.32673267326732675
all,GO:BP,GO:0050793,regulation of developmental process,800,30,11,5622,0.001858457219297267,0.11890399517422351,False,"CFLAR, LGMN, ZMYND8, SOX6, BCL11A, ADGRB3, PLXNC1, GPNMB, SH3GL3, CNTN4, L3MBTL1","ENSG00000003402, ENSG00000100600, ENSG00000101040, ENSG00000110693, ENSG00000119866, ENSG00000135298, ENSG00000136040, ENSG00000136235, ENSG00000140600, ENSG00000144619, ENSG00000185513",0.32673267326732675
all,GO:BP,GO:0072126,positive regulation of glomerular mesangial cell proliferation,1,30,1,5622,0.005336179295624333,0.11890399517422351,False,CFLAR,ENSG00000003402,0.32673267326732675
all,GO:BP,GO:0034242,negative regulation of syncytium formation by plasma membrane fusion,1,30,1,5622,0.005336179295624333,0.11890399517422351,False,CFLAR,ENSG00000003402,0.32673267326732675
all,GO:BP,GO:0032332,positive regulation of chondrocyte differentiation,1,30,1,5622,0.005336179295624333,0.11890399517422351,False,SOX6,ENSG00000110693,0.32673267326732675
all,GO:BP,GO:0140253,cell-cell fusion,12,30,2,5622,0.0017576335223865838,0.11890399517422351,False,"CFLAR, ADGRB3","ENSG00000003402, ENSG00000135298",0.32673267326732675
all,GO:BP,GO:0150146,cell junction disassembly,11,30,2,5622,0.0014695631784802123,0.11890399517422351,False,"ADGRB3, PLXNC1","ENSG00000135298, ENSG00000136040",0.32673267326732675
all,GO:BP,GO:0071392,cellular response to estradiol stimulus,12,30,2,5622,0.0017576335223865838,0.11890399517422351,False,"CFLAR, SSTR1","ENSG00000003402, ENSG00000139874",0.32673267326732675
all,GO:BP,GO:0001980,regulation of systemic arterial blood pressure by ischemic conditions,1,30,1,5622,0.005336179295624333,0.11890399517422351,False,MANF,ENSG00000145050,0.32673267326732675
all,GO:BP,GO:0040012,regulation of locomotion,310,30,6,5622,0.005160929890501715,0.11890399517422351,False,"CPNE3, LGMN, ZMYND8, PLXNC1, GPNMB, SCAI","ENSG00000085719, ENSG00000100600, ENSG00000101040, ENSG00000136040, ENSG00000136235, ENSG00000173611",0.32673267326732675
all,GO:BP,GO:0038170,somatostatin signaling pathway,1,30,1,5622,0.005336179295624333,0.11890399517422351,False,SSTR1,ENSG00000139874,0.32673267326732675
all,GO:BP,GO:0038169,somatostatin receptor signaling pathway,1,30,1,5622,0.005336179295624333,0.11890399517422351,False,SSTR1,ENSG00000139874,0.32673267326732675
all,GO:BP,GO:0002014,vasoconstriction of artery involved in ischemic response to lowering of systemic arterial blood pressure,1,30,1,5622,0.005336179295624333,0.11890399517422351,False,MANF,ENSG00000145050,0.32673267326732675
all,GO:BP,GO:0072124,regulation of glomerular mesangial cell proliferation,1,30,1,5622,0.005336179295624333,0.11890399517422351,False,CFLAR,ENSG00000003402,0.32673267326732675
all,GO:BP,GO:0072027,connecting tubule development,1,30,1,5622,0.005336179295624333,0.11890399517422351,False,CALB1,ENSG00000104327,0.32673267326732675
all,GO:BP,GO:0006949,syncytium formation,13,30,2,5622,0.0020703235874688143,0.11890399517422351,False,"CFLAR, ADGRB3","ENSG00000003402, ENSG00000135298",0.32673267326732675
all,GO:BP,GO:0072110,glomerular mesangial cell proliferation,1,30,1,5622,0.005336179295624333,0.11890399517422351,False,CFLAR,ENSG00000003402,0.32673267326732675
all,GO:BP,GO:0072109,glomerular mesangium development,1,30,1,5622,0.005336179295624333,0.11890399517422351,False,CFLAR,ENSG00000003402,0.32673267326732675
all,GO:MF,GO:0004994,somatostatin receptor activity,1,30,1,5622,0.005336179295624333,0.12540021344715668,False,SSTR1,ENSG00000139874,0.32673267326732675
all,GO:MF,GO:0032093,SAM domain binding,1,30,1,5622,0.005336179295624333,0.12540021344715668,False,L3MBTL1,ENSG00000185513,0.32673267326732675
all,GO:MF,GO:0099567,calcium ion binding involved in regulation of postsynaptic cytosolic calcium ion concentration,1,30,1,5622,0.005336179295624333,0.12540021344715668,False,CALB1,ENSG00000104327,0.32673267326732675
all,GO:MF,GO:0008234,cysteine-type peptidase activity,65,30,3,5622,0.0047931290061364,0.12540021344715668,False,"CFLAR, LGMN, USP12","ENSG00000003402, ENSG00000100600, ENSG00000152484",0.32673267326732675
all,GO:MF,GO:0005499,vitamin D binding,1,30,1,5622,0.005336179295624333,0.12540021344715668,False,CALB1,ENSG00000104327,0.32673267326732675
all,GO:MF,GO:0030292,protein tyrosine kinase inhibitor activity,2,30,1,5622,0.01064482804515845,0.14332449221051485,False,IBTK,ENSG00000005700,0.32673267326732675
all,GO:MF,GO:0045545,syndecan binding,2,30,1,5622,0.01064482804515845,0.14332449221051485,False,GPNMB,ENSG00000136235,0.32673267326732675
all,GO:MF,GO:0140110,transcription regulator activity,475,30,7,5622,0.010785999971188821,0.14332449221051485,False,"FUS, ZMYND8, SOX6, BCL11A, DNAJB1, SCAI, TRRAP","ENSG00000089280, ENSG00000101040, ENSG00000110693, ENSG00000119866, ENSG00000132002, ENSG00000173611, ENSG00000196367",0.32673267326732675
all,GO:MF,GO:0140677,molecular function activator activity,334,30,6,5622,0.007404839279496678,0.14332449221051485,False,"CFLAR, LGMN, DNAJB1, ADGRB3, GPNMB, MANF","ENSG00000003402, ENSG00000100600, ENSG00000132002, ENSG00000135298, ENSG00000136235, ENSG00000145050",0.32673267326732675
all,GO:MF,GO:0008188,neuropeptide receptor activity,2,30,1,5622,0.01064482804515845,0.14332449221051485,False,SSTR1,ENSG00000139874,0.32673267326732675
all,GO:MF,GO:0004175,endopeptidase activity,77,30,3,5622,0.007689094392981537,0.14332449221051485,False,"CFLAR, LGMN, USP12","ENSG00000003402, ENSG00000100600, ENSG00000152484",0.32673267326732675
all,GO:MF,GO:0003714,transcription corepressor activity,89,30,3,5622,0.011435464804030418,0.14332449221051485,False,"ZMYND8, DNAJB1, SCAI","ENSG00000101040, ENSG00000132002, ENSG00000173611",0.32673267326732675
all,GO:CC,GO:0035363,histone locus body,2,30,1,5622,0.01064482804515845,0.14703168737375386,False,ICE1,ENSG00000164151,0.32673267326732675
all,GO:CC,GO:0031265,CD95 death-inducing signaling complex,2,30,1,5622,0.01064482804515845,0.14703168737375386,False,CFLAR,ENSG00000003402,0.32673267326732675
all,GO:CC,GO:0045202,synapse,833,30,10,5622,0.0086899628107948,0.14703168737375386,False,"FUS, ZMYND8, CALB1, DNAJB1, ADGRB3, PLXNC1, SH3GL3, PPFIA4, CNTN4, CALB2","ENSG00000089280, ENSG00000101040, ENSG00000104327, ENSG00000132002, ENSG00000135298, ENSG00000136040, ENSG00000140600, ENSG00000143847, ENSG00000144619, ENSG00000172137",0.32673267326732675
all,GO:CC,GO:0031264,death-inducing signaling complex,2,30,1,5622,0.01064482804515845,0.14703168737375386,False,CFLAR,ENSG00000003402,0.32673267326732675
all,GO:MF,GO:0004860,protein kinase inhibitor activity,33,30,2,5622,0.01311749441692076,0.1541305593988191,False,"IBTK, PRKAR2A","ENSG00000005700, ENSG00000114302",0.32673267326732675
all,GO:BP,GO:2000726,negative regulation of cardiac muscle cell differentiation,2,30,1,5622,0.01064482804515845,0.16168985203375782,False,SOX6,ENSG00000110693,0.32673267326732675
all,GO:BP,GO:2000347,positive regulation of hepatocyte proliferation,2,30,1,5622,0.01064482804515845,0.16168985203375782,False,CFLAR,ENSG00000003402,0.32673267326732675
all,GO:BP,GO:0051146,striated muscle cell differentiation,84,30,3,5622,0.009767862852580982,0.16168985203375782,False,"CFLAR, SOX6, ADGRB3","ENSG00000003402, ENSG00000110693, ENSG00000135298",0.32673267326732675
all,GO:BP,GO:0051253,negative regulation of RNA metabolic process,473,30,7,5622,0.010548726000366155,0.16168985203375782,False,"FUS, ZMYND8, SOX6, BCL11A, DNAJB1, SCAI, L3MBTL1","ENSG00000089280, ENSG00000101040, ENSG00000110693, ENSG00000119866, ENSG00000132002, ENSG00000173611, ENSG00000185513",0.32673267326732675
all,GO:BP,GO:0010569,regulation of double-strand break repair via homologous recombination,30,30,2,5622,0.010914512655695213,0.16168985203375782,False,"FUS, TRRAP","ENSG00000089280, ENSG00000196367",0.32673267326732675
all,GO:BP,GO:0009892,negative regulation of metabolic process,954,30,11,5622,0.007583941875588972,0.16168985203375782,False,"CFLAR, IBTK, FUS, LGMN, ZMYND8, SOX6, BCL11A, DNAJB1, GPNMB, SCAI, L3MBTL1","ENSG00000003402, ENSG00000005700, ENSG00000089280, ENSG00000100600, ENSG00000101040, ENSG00000110693, ENSG00000119866, ENSG00000132002, ENSG00000136235, ENSG00000173611, ENSG00000185513",0.32673267326732675
all,GO:BP,GO:0072017,distal tubule development,2,30,1,5622,0.01064482804515845,0.16168985203375782,False,CALB1,ENSG00000104327,0.32673267326732675
all,GO:BP,GO:0061437,renal system vasculature development,2,30,1,5622,0.01064482804515845,0.16168985203375782,False,CFLAR,ENSG00000003402,0.32673267326732675
all,GO:BP,GO:0006624,vacuolar protein processing,2,30,1,5622,0.01064482804515845,0.16168985203375782,False,LGMN,ENSG00000100600,0.32673267326732675
all,GO:BP,GO:0006310,DNA recombination,86,30,3,5622,0.010416404004618393,0.16168985203375782,False,"FUS, ZMYND8, TRRAP","ENSG00000089280, ENSG00000101040, ENSG00000196367",0.32673267326732675
all,GO:BP,GO:0048523,negative regulation of cellular process,1726,30,16,5622,0.007983205424869926,0.16168985203375782,False,"CFLAR, IBTK, FUS, LGMN, ZMYND8, SOX6, PRKAR2A, BCL11A, DNAJB1, PLXNC1, GPNMB, SSTR1, SH3GL3, CNTN4, SCAI, L3MBTL1","ENSG00000003402, ENSG00000005700, ENSG00000089280, ENSG00000100600, ENSG00000101040, ENSG00000110693, ENSG00000114302, ENSG00000119866, ENSG00000132002, ENSG00000136040, ENSG00000136235, ENSG00000139874, ENSG00000140600, ENSG00000144619, ENSG00000173611, ENSG00000185513",0.32673267326732675
all,GO:BP,GO:0050804,modulation of chemical synaptic transmission,259,30,5,5622,0.01104223379742735,0.16168985203375782,False,"LGMN, ZMYND8, CALB1, CACNA1A, CNTN4","ENSG00000100600, ENSG00000101040, ENSG00000104327, ENSG00000141837, ENSG00000144619",0.32673267326732675
all,GO:BP,GO:0014891,striated muscle atrophy,2,30,1,5622,0.01064482804515845,0.16168985203375782,False,CFLAR,ENSG00000003402,0.32673267326732675
all,GO:BP,GO:0035502,metanephric part of ureteric bud development,2,30,1,5622,0.01064482804515845,0.16168985203375782,False,CALB1,ENSG00000104327,0.32673267326732675
all,GO:BP,GO:0099177,regulation of trans-synaptic signaling,259,30,5,5622,0.01104223379742735,0.16168985203375782,False,"LGMN, ZMYND8, CALB1, CACNA1A, CNTN4","ENSG00000100600, ENSG00000101040, ENSG00000104327, ENSG00000141837, ENSG00000144619",0.32673267326732675
all,GO:BP,GO:0032460,negative regulation of protein oligomerization,2,30,1,5622,0.01064482804515845,0.16168985203375782,False,BCL11A,ENSG00000119866,0.32673267326732675
all,GO:BP,GO:0032463,negative regulation of protein homooligomerization,2,30,1,5622,0.01064482804515845,0.16168985203375782,False,BCL11A,ENSG00000119866,0.32673267326732675
all,GO:BP,GO:0040011,locomotion,343,30,6,5622,0.008407446889249794,0.16168985203375782,False,"CPNE3, LGMN, ZMYND8, PLXNC1, GPNMB, SCAI","ENSG00000085719, ENSG00000100600, ENSG00000101040, ENSG00000136040, ENSG00000136235, ENSG00000173611",0.32673267326732675
all,GO:BP,GO:0072012,glomerulus vasculature development,2,30,1,5622,0.01064482804515845,0.16168985203375782,False,CFLAR,ENSG00000003402,0.32673267326732675
all,GO:BP,GO:0072205,metanephric collecting duct development,2,30,1,5622,0.01064482804515845,0.16168985203375782,False,CALB1,ENSG00000104327,0.32673267326732675
all,GO:BP,GO:0042359,vitamin D metabolic process,2,30,1,5622,0.01064482804515845,0.16168985203375782,False,LGMN,ENSG00000100600,0.32673267326732675
all,GO:BP,GO:0072044,collecting duct development,2,30,1,5622,0.01064482804515845,0.16168985203375782,False,CALB1,ENSG00000104327,0.32673267326732675
all,GO:BP,GO:0061440,kidney vasculature development,2,30,1,5622,0.01064482804515845,0.16168985203375782,False,CFLAR,ENSG00000003402,0.32673267326732675
all,GO:BP,GO:0045911,positive regulation of DNA recombination,26,30,2,5622,0.00826295336748624,0.16168985203375782,False,"FUS, TRRAP","ENSG00000089280, ENSG00000196367",0.32673267326732675
all,GO:BP,GO:1905208,negative regulation of cardiocyte differentiation,3,30,1,5622,0.015926083411465432,0.162011820490906,False,SOX6,ENSG00000110693,0.32673267326732675
all,GO:BP,GO:0000018,regulation of DNA recombination,41,30,2,5622,0.019842126287506156,0.162011820490906,False,"FUS, TRRAP","ENSG00000089280, ENSG00000196367",0.32673267326732675
all,GO:BP,GO:0014857,regulation of skeletal muscle cell proliferation,3,30,1,5622,0.015926083411465432,0.162011820490906,False,CFLAR,ENSG00000003402,0.32673267326732675
all,GO:BP,GO:0048640,negative regulation of developmental growth,34,30,2,5622,0.013891462823654553,0.162011820490906,False,"LGMN, BCL11A","ENSG00000100600, ENSG00000119866",0.32673267326732675
all,GO:BP,GO:0022008,neurogenesis,741,30,9,5622,0.012430788806156874,0.162011820490906,False,"CFLAR, ZMYND8, SOX6, BCL11A, ADGRB3, PLXNC1, SH3GL3, CNTN4, MANF","ENSG00000003402, ENSG00000101040, ENSG00000110693, ENSG00000119866, ENSG00000135298, ENSG00000136040, ENSG00000140600, ENSG00000144619, ENSG00000145050",0.32673267326732675
all,GO:BP,GO:0030182,neuron differentiation,626,30,8,5622,0.014274656818071038,0.162011820490906,False,"CFLAR, ZMYND8, BCL11A, ADGRB3, PLXNC1, SH3GL3, CNTN4, MANF","ENSG00000003402, ENSG00000101040, ENSG00000119866, ENSG00000135298, ENSG00000136040, ENSG00000140600, ENSG00000144619, ENSG00000145050",0.32673267326732675
all,GO:BP,GO:0019368,"fatty acid elongation, unsaturated fatty acid",4,30,1,5622,0.021180081898323593,0.162011820490906,False,ELOVL7,ENSG00000164181,0.32673267326732675
all,GO:BP,GO:0030030,cell projection organization,654,30,8,5622,0.018285550907921732,0.162011820490906,False,"CFLAR, LGMN, ZMYND8, BCL11A, ADGRB3, PLXNC1, CNTN4, MANF","ENSG00000003402, ENSG00000100600, ENSG00000101040, ENSG00000119866, ENSG00000135298, ENSG00000136040, ENSG00000144619, ENSG00000145050",0.32673267326732675
all,GO:BP,GO:0048699,generation of neurons,653,30,8,5622,0.018129397601561868,0.162011820490906,False,"CFLAR, ZMYND8, BCL11A, ADGRB3, PLXNC1, SH3GL3, CNTN4, MANF","ENSG00000003402, ENSG00000101040, ENSG00000119866, ENSG00000135298, ENSG00000136040, ENSG00000140600, ENSG00000144619, ENSG00000145050",0.32673267326732675
all,GO:BP,GO:1902897,regulation of postsynaptic density protein 95 clustering,4,30,1,5622,0.021180081898323593,0.162011820490906,False,ZMYND8,ENSG00000101040,0.32673267326732675
all,GO:BP,GO:0031346,positive regulation of cell projection organization,177,30,4,5622,0.013726528940760265,0.162011820490906,False,"CFLAR, ZMYND8, BCL11A, PLXNC1","ENSG00000003402, ENSG00000101040, ENSG00000119866, ENSG00000136040",0.32673267326732675
all,GO:BP,GO:0045934,negative regulation of nucleobase-containing compound metabolic process,507,30,7,5622,0.015144047316226966,0.162011820490906,False,"FUS, ZMYND8, SOX6, BCL11A, DNAJB1, SCAI, L3MBTL1","ENSG00000089280, ENSG00000101040, ENSG00000110693, ENSG00000119866, ENSG00000132002, ENSG00000173611, ENSG00000185513",0.32673267326732675
all,GO:BP,GO:0032355,response to estradiol,33,30,2,5622,0.01311749441692076,0.162011820490906,False,"CFLAR, SSTR1","ENSG00000003402, ENSG00000139874",0.32673267326732675
all,GO:BP,GO:0032459,regulation of protein oligomerization,4,30,1,5622,0.021180081898323593,0.162011820490906,False,BCL11A,ENSG00000119866,0.32673267326732675
all,GO:BP,GO:0034330,cell junction organization,375,30,6,5622,0.012781148087042732,0.162011820490906,False,"LGMN, ZMYND8, ADGRB3, PLXNC1, PPFIA4, CNTN4","ENSG00000100600, ENSG00000101040, ENSG00000135298, ENSG00000136040, ENSG00000143847, ENSG00000144619",0.32673267326732675
all,GO:BP,GO:0042796,snRNA transcription by RNA polymerase III,4,30,1,5622,0.021180081898323593,0.162011820490906,False,ICE1,ENSG00000164151,0.32673267326732675
all,GO:BP,GO:0034625,"fatty acid elongation, monounsaturated fatty acid",4,30,1,5622,0.021180081898323593,0.162011820490906,False,ELOVL7,ENSG00000164181,0.32673267326732675
all,GO:BP,GO:0034626,"fatty acid elongation, polyunsaturated fatty acid",4,30,1,5622,0.021180081898323593,0.162011820490906,False,ELOVL7,ENSG00000164181,0.32673267326732675
all,GO:BP,GO:0098743,cell aggregation,4,30,1,5622,0.021180081898323593,0.162011820490906,False,SOX6,ENSG00000110693,0.32673267326732675
all,GO:BP,GO:0032462,regulation of protein homooligomerization,3,30,1,5622,0.015926083411465432,0.162011820490906,False,BCL11A,ENSG00000119866,0.32673267326732675
all,GO:BP,GO:0090025,regulation of monocyte chemotaxis,3,30,1,5622,0.015926083411465432,0.162011820490906,False,LGMN,ENSG00000100600,0.32673267326732675
all,GO:BP,GO:0043954,cellular component maintenance,37,30,2,5622,0.01632925650048582,0.162011820490906,False,"ZMYND8, ADGRB3","ENSG00000101040, ENSG00000135298",0.32673267326732675
all,GO:BP,GO:0031175,neuron projection development,480,30,7,5622,0.01139650375753668,0.162011820490906,False,"CFLAR, ZMYND8, BCL11A, ADGRB3, PLXNC1, CNTN4, MANF","ENSG00000003402, ENSG00000101040, ENSG00000119866, ENSG00000135298, ENSG00000136040, ENSG00000144619, ENSG00000145050",0.32673267326732675
