gene,g_original,g_composition_removed,lineage,panel
ENSG00000008056,0.26148825034905077,0.2665690153173502,-0.8616841964274036,False
ENSG00000008083,0.05776575688874733,-0.009586214274937483,-1.3929974155597942,False
ENSG00000008256,-0.29948747245211343,-0.1804477599661765,0.0,False
ENSG00000008277,0.3852848148449111,0.3336213466354701,-1.15176966536233,False
ENSG00000008282,-0.03504879797224036,-0.3022986936862952,0.0,False
ENSG00000008283,-0.10969563484717702,0.1292505692897237,-0.1361568471778729,False
ENSG00000008294,-0.031314884292900795,-0.24128203140931362,0.0,False
ENSG00000008300,-0.15504475243707197,-0.10658986532567737,1.4615372233336654,False
ENSG00000008324,0.16842376829785816,0.23535195365895745,0.34611234557982,False
ENSG00000008394,-0.5321447527228034,-0.49384785351309074,-10.096274874572448,False
ENSG00000008513,-0.24912840945945827,0.2476768939677663,-13.478415345257437,False
ENSG00000008735,-0.1569950381973392,0.16824431477380208,-2.1537162405461454,False
ENSG00000008869,-0.18731091350566392,-0.1262014212952937,0.0,False
ENSG00000008952,0.03525712970641524,0.056262998696873984,-1.2602447523938312,False
ENSG00000009307,0.10923240368304891,0.2986164576787575,-1.70783949492889,False
ENSG00000009335,-0.359840964905913,-0.19388155505717714,-2.361242317654457,False
ENSG00000009413,0.24411625408801665,-0.11316101480069336,-0.43766512105692423,False
ENSG00000009694,0.20934613106281127,0.09813805016926408,-0.7946455650647257,False
ENSG00000009844,-0.11758206349126508,-0.08113447729548727,0.0,False
ENSG00000009954,0.359351563992626,0.43877503008524826,0.37626230034315666,False
ENSG00000010017,-0.17719316481997505,0.04330928792573483,-2.604686865351521,False
ENSG00000010244,-0.39568217565199865,-0.3312006218066299,-0.698654018772365,False
ENSG00000010270,-0.05565127562874721,-0.024525785127714278,-1.445149731532736,False
ENSG00000010295,-0.11465503756806238,0.05260858988519518,-1.85014463200169,False
ENSG00000010322,-0.07503058406665557,0.20134867945374474,1.3581336998148716,False
ENSG00000010810,0.09459764928581176,-0.15112839382342322,-0.5119589122432877,False
ENSG00000010818,0.32274084303134004,0.25413204549928686,-1.1627715398311578,False
ENSG00000011009,-0.05860501737630103,-0.08437392158950616,-0.5159459402053475,False
