gene,symbol,metric,panel
ENSG00000152904,GGPS1,0.18181713,False
ENSG00000060491,OGFR,0.18160507,False
ENSG00000162910,MRPL55,0.18155812,False
ENSG00000063660,GPC1,0.18128398,False
ENSG00000069956,MAPK6,0.18128386,False
ENSG00000143384,MCL1,0.18116042,False
ENSG00000081154,PCNP,0.1811093,False
ENSG00000110330,BIRC2,0.18110162,False
ENSG00000128731,HERC2,0.18099208,False
ENSG00000143198,MGST3,0.18087296,False
ENSG00000187231,SESTD1,0.18057896,False
ENSG00000143157,POGK,0.18046775,False
ENSG00000136436,CALCOCO2,0.18043207,False
ENSG00000062598,ELMO2,0.18019162,False
ENSG00000005448,WDR54,0.18004517,False
ENSG00000173409,ARV1,0.17957196,False
ENSG00000171843,MLLT3,0.17925471,False
ENSG00000124588,NQO2,0.17908867,False
ENSG00000187239,FNBP1,0.17898987,False
ENSG00000114646,CSPG5,0.17883424,False
ENSG00000101966,XIAP,0.17829056,False
ENSG00000050438,SLC4A8,0.17809525,False
ENSG00000127124,HIVEP3,0.17808042,False
ENSG00000116497,S100PBP,0.17800555,False
ENSG00000189337,KAZN,0.17785254,False
ENSG00000074706,IPCEF1,0.17778516,False
ENSG00000171720,HDAC3,0.17757702,False
ENSG00000149100,EIF3M,0.17755204,False
ENSG00000151276,MAGI1,0.1774833,False
ENSG00000101347,SAMHD1,0.17747943,False
ENSG00000175130,MARCKSL1,0.17742746,False
ENSG00000104884,ERCC2,0.17718166,False
ENSG00000136891,TEX10,0.17716499,False
ENSG00000164916,FOXK1,0.17698748,False
ENSG00000163872,YEATS2,0.17665823,False
ENSG00000109065,NAT9,0.176535,False
ENSG00000057663,ATG5,0.17648421,False
ENSG00000123240,OPTN,0.1763862,False
ENSG00000198856,OSTC,0.17617993,False
ENSG00000196730,DAPK1,0.17595348,False
ENSG00000114107,CEP70,0.17564327,False
ENSG00000184007,PTP4A2,0.17525485,False
ENSG00000124788,ATXN1,0.17512657,False
ENSG00000124194,GDAP1L1,0.17501079,False
ENSG00000167380,ZNF226,0.17487198,False
ENSG00000114648,KLHL18,0.17477387,False
ENSG00000126756,UXT,0.17456217,False
ENSG00000130204,TOMM40,0.17445944,False
ENSG00000167113,COQ4,0.17444901,False
ENSG00000114982,KANSL3,0.1743921,False
ENSG00000170889,RPS9,0.174383,False
ENSG00000152944,MED21,0.17434897,False
ENSG00000185880,TRIM69,0.17410003,False
ENSG00000164111,ANXA5,0.1739728,False
ENSG00000129194,SOX15,0.17393512,False
ENSG00000143549,TPM3,0.1738073,False
ENSG00000075785,RAB7A,0.17376775,False
ENSG00000163644,PPM1K,0.17354164,False
ENSG00000172922,RNASEH2C,0.17346865,False
ENSG00000090097,PCBP4,0.17341247,False
ENSG00000101544,ADNP2,0.17327909,False
ENSG00000101187,SLCO4A1,0.17321588,False
ENSG00000182903,ZNF721,0.17304817,False
ENSG00000203880,PCMTD2,0.17302482,False
ENSG00000143515,ATP8B2,0.17255343,False
ENSG00000100796,PPP4R3A,0.17236596,False
ENSG00000162613,FUBP1,0.17217678,False
ENSG00000100380,ST13,0.17201756,False
ENSG00000198932,GPRASP1,0.17188369,False
ENSG00000117450,PRDX1,0.17164785,False
ENSG00000133606,MKRN1,0.17147703,False
ENSG00000114019,AMOTL2,0.17141184,False
ENSG00000171951,SCG2,0.17140956,False
ENSG00000110768,GTF2H1,0.17105189,False
ENSG00000100461,RBM23,0.17061526,False
ENSG00000102103,PQBP1,0.17044343,False
ENSG00000158604,TMED4,0.17017625,False
ENSG00000152492,CCDC50,0.16999267,False
ENSG00000164070,HSPA4L,0.1695249,False
ENSG00000113578,FGF1,0.16936621,False
ENSG00000155085,AK9,0.16924681,False
ENSG00000132471,WBP2,0.16924232,False
ENSG00000129460,NGDN,0.16910718,False
ENSG00000168481,LGI3,0.1690528,False
ENSG00000077312,SNRPA,0.16901468,False
ENSG00000130826,DKC1,0.16884094,False
ENSG00000133961,NUMB,0.16878806,False
ENSG00000184677,ZBTB40,0.1687486,False
ENSG00000189227,C15orf61,0.16855232,False
ENSG00000169976,SF3B5,0.1684509,False
ENSG00000008324,SS18L2,0.16842374,False
ENSG00000108671,PSMD11,0.16839772,False
ENSG00000148019,CEP78,0.16836533,False
ENSG00000149541,B3GAT3,0.16826963,False
ENSG00000141664,ZCCHC2,0.16811393,False
ENSG00000132182,NUP210,0.16804953,False
ENSG00000071553,ATP6AP1,0.16781905,False
ENSG00000113657,DPYSL3,0.167678,False
ENSG00000164463,CREBRF,0.16754232,False
ENSG00000204070,SYS1,0.16752103,False
ENSG00000071537,SEL1L,0.16744584,False
ENSG00000164038,SLC9B2,0.16742685,False
ENSG00000161813,LARP4,0.16736308,False
ENSG00000081307,UBA5,0.16723372,False
ENSG00000126067,PSMB2,0.16719466,False
ENSG00000231721,LINC-PINT,0.16716538,False
ENSG00000218739,CEBPZOS,0.16713235,False
ENSG00000213619,NDUFS3,0.16692886,False
ENSG00000198301,SDAD1,0.1665358,False
ENSG00000163346,PBXIP1,0.16650358,False
ENSG00000181090,EHMT1,0.16632664,False
ENSG00000159164,SV2A,0.16631512,False
ENSG00000198585,NUDT16,0.16630979,False
ENSG00000214548,MEG3,0.1662961,False
ENSG00000040731,CDH10,0.16621158,False
ENSG00000137055,PLAA,0.16597603,False
ENSG00000120333,MRPS14,0.16564488,False
ENSG00000125995,ROMO1,0.16557556,False
ENSG00000097021,ACOT7,0.16544242,False
ENSG00000169504,CLIC4,0.16535392,False
ENSG00000154277,UCHL1,0.16513892,False
ENSG00000138709,LARP1B,0.16504882,False
ENSG00000112685,EXOC2,0.16504787,False
ENSG00000001561,ENPP4,0.16468523,False
ENSG00000137575,SDCBP,0.16438448,False
ENSG00000182199,SHMT2,0.16435902,False
ENSG00000162409,PRKAA2,0.1640787,False
ENSG00000108797,CNTNAP1,0.16397144,False
ENSG00000111640,GAPDH,0.16387732,False
ENSG00000020129,NCDN,0.16386138,False
ENSG00000129757,CDKN1C,0.16379271,False
ENSG00000050165,DKK3,0.16373283,False
ENSG00000136156,ITM2B,0.16370967,False
ENSG00000135655,USP15,0.16370314,False
ENSG00000146701,MDH2,0.1632495,False
ENSG00000115446,UNC50,0.16321711,False
ENSG00000110713,NUP98,0.1628921,False
ENSG00000137500,CCDC90B,0.16248888,False
ENSG00000185808,PIGP,0.16248676,False
ENSG00000173482,PTPRM,0.1623571,False
ENSG00000120053,GOT1,0.16234137,False
ENSG00000166181,API5,0.16234006,False
ENSG00000100014,SPECC1L,0.16233137,False
ENSG00000198130,HIBCH,0.16217965,False
ENSG00000065150,IPO5,0.16217804,False
ENSG00000170456,DENND5B,0.16212991,False
ENSG00000121579,NAA50,0.16197923,False
ENSG00000133026,MYH10,0.16182114,False
ENSG00000102981,PARD6A,0.16174147,False
ENSG00000080819,CPOX,0.16140181,False
ENSG00000091542,ALKBH5,0.16140145,False
ENSG00000205629,LCMT1,0.16125506,False
ENSG00000144228,SPOPL,0.16102593,False
ENSG00000130749,ZC3H4,0.16097364,False
ENSG00000124140,SLC12A5,0.16063954,False
ENSG00000187189,TSPYL4,0.16058442,False
ENSG00000142168,SOD1,0.16032082,False
ENSG00000112320,SOBP,0.16023628,False
ENSG00000086065,CHMP5,0.16003248,False
ENSG00000196814,MVB12B,0.15984325,False
ENSG00000169554,ZEB2,0.1596546,False
ENSG00000146416,AIG1,0.15950392,False
ENSG00000157869,RAB28,0.1594933,False
ENSG00000141429,GALNT1,0.15939002,False
ENSG00000117133,RPF1,0.15931784,False
ENSG00000142599,RERE,0.15931031,False
ENSG00000120675,DNAJC15,0.15929975,False
ENSG00000152377,SPOCK1,0.15912138,False
ENSG00000108395,TRIM37,0.15910918,False
ENSG00000156990,RPUSD3,0.1590623,False
ENSG00000171435,KSR2,0.1584395,False
ENSG00000186310,NAP1L3,0.15831243,False
ENSG00000100823,APEX1,0.15801905,False
ENSG00000122257,RBBP6,0.1579268,False
ENSG00000183317,EPHA10,0.15790595,False
ENSG00000102468,HTR2A,0.15782377,False
ENSG00000232119,MCTS1,0.15779749,False
ENSG00000184388,PABPC1L2B,0.15779045,False
ENSG00000143862,ARL8A,0.15778048,False
ENSG00000102144,PGK1,0.15775603,False
ENSG00000139644,TMBIM6,0.15732823,False
ENSG00000103150,MLYCD,0.15717526,False
ENSG00000111669,TPI1,0.1569295,False
ENSG00000177885,GRB2,0.15688713,False
ENSG00000136888,ATP6V1G1,0.15669188,False
ENSG00000182916,TCEAL7,0.15626977,False
ENSG00000153933,DGKE,0.15592964,False
ENSG00000130939,UBE4B,0.15564647,False
ENSG00000115756,HPCAL1,0.15548031,False
ENSG00000146021,KLHL3,0.15547971,False
ENSG00000170540,ARL6IP1,0.1553925,False
ENSG00000145824,CXCL14,0.15516719,False
ENSG00000104738,MCM4,0.15460975,False
ENSG00000172534,HCFC1,0.15455697,False
ENSG00000028839,TBPL1,0.15431441,False
ENSG00000177098,SCN4B,0.15431362,False
ENSG00000105357,MYH14,0.15411097,False
ENSG00000160214,RRP1,0.15401308,False
ENSG00000142507,PSMB6,0.15380286,False
ENSG00000146067,FAM193B,0.15358917,False
ENSG00000168090,COPS6,0.15347952,False
ENSG00000261824,LINC00662,0.1534189,False
ENSG00000116005,PCYOX1,0.15332508,False
ENSG00000120696,KBTBD7,0.15292183,False
ENSG00000170954,ZNF415,0.15291841,False
ENSG00000108309,RUNDC3A,0.15269502,False
ENSG00000204130,RUFY2,0.15263854,False
ENSG00000072110,ACTN1,0.15233906,False
ENSG00000114554,PLXNA1,0.15227877,False
ENSG00000141447,OSBPL1A,0.15225792,False
ENSG00000165434,PGM2L1,0.15193151,False
ENSG00000158987,RAPGEF6,0.15192872,False
ENSG00000149577,SIDT2,0.1517665,False
ENSG00000109180,OCIAD1,0.15172559,False
ENSG00000109756,RAPGEF2,0.15127333,False
ENSG00000152818,UTRN,0.15116513,False
ENSG00000198625,MDM4,0.15108286,False
ENSG00000152661,GJA1,0.15106848,False
ENSG00000173065,FAM222B,0.15104246,False
ENSG00000103460,TOX3,0.15089653,False
ENSG00000214078,CPNE1,0.15070127,False
ENSG00000104517,UBR5,0.15062921,False
ENSG00000145242,EPHA5,0.15055017,False
ENSG00000108424,KPNB1,0.15049487,False
ENSG00000184752,NDUFA12,0.15033203,False
ENSG00000121073,SLC35B1,0.15027098,False
ENSG00000150867,PIP4K2A,0.1502327,False
ENSG00000147419,CCDC25,0.15021172,False
ENSG00000137513,NARS2,0.15016386,False
ENSG00000176595,KBTBD11,0.1499533,False
ENSG00000213585,VDAC1,0.1498806,False
ENSG00000071994,PDCD2,0.14982039,False
ENSG00000148090,AUH,0.1495861,False
ENSG00000101557,USP14,0.14935452,False
ENSG00000133169,BEX1,0.14896831,False
ENSG00000126653,NSRP1,0.14883012,False
ENSG00000175931,UBE2O,0.14863391,False
ENSG00000147454,SLC25A37,0.14862752,False
ENSG00000134152,KATNBL1,0.14851354,False
ENSG00000145860,RNF145,0.14833307,False
ENSG00000137504,CREBZF,0.14828824,False
ENSG00000106266,SNX8,0.14815903,False
ENSG00000085511,MAP3K4,0.14811127,False
ENSG00000110675,ELMOD1,0.14808427,False
ENSG00000168397,ATG4B,0.14773442,False
ENSG00000133687,TMTC1,0.14768472,False
ENSG00000011523,CEP68,0.14755945,False
ENSG00000141543,EIF4A3,0.14719194,False
ENSG00000047597,XK,0.14701553,False
ENSG00000158457,TSPAN33,0.14663973,False
ENSG00000171603,CLSTN1,0.14651196,False
ENSG00000196876,SCN8A,0.14618093,False
ENSG00000163947,ARHGEF3,0.14617157,False
ENSG00000180185,FAHD1,0.14600743,False
ENSG00000132424,PNISR,0.1459042,False
ENSG00000203705,TATDN3,0.14581841,False
ENSG00000100678,SLC8A3,0.14579403,False
ENSG00000178691,SUZ12,0.14568353,False
ENSG00000160014,CALM3,0.14547321,False
ENSG00000136448,NMT1,0.1453016,False
ENSG00000107223,EDF1,0.14526097,False
ENSG00000075856,SART3,0.1449548,False
ENSG00000131626,PPFIA1,0.14483593,False
ENSG00000006704,GTF2IRD1,0.14461462,False
ENSG00000096092,TMEM14A,0.1441812,False
ENSG00000131368,MRPS25,0.14415902,False
ENSG00000119950,MXI1,0.14378686,False
ENSG00000187193,MT1X,0.14365825,False
ENSG00000136527,TRA2B,0.14360909,False
ENSG00000170315,UBB,0.14358523,False
ENSG00000146676,PURB,0.14349298,False
ENSG00000074201,CLNS1A,0.14317615,False
ENSG00000178965,ERICH3,0.14308493,False
ENSG00000005175,RPAP3,0.14304793,False
ENSG00000082212,ME2,0.14281933,False
ENSG00000081019,RSBN1,0.14281629,False
ENSG00000138663,COPS4,0.14279976,False
ENSG00000066654,THUMPD1,0.14275038,False
ENSG00000104722,NEFM,0.14245825,False
ENSG00000023191,RNH1,0.14245123,False
ENSG00000151474,FRMD4A,0.14242692,False
ENSG00000117691,NENF,0.14230931,False
ENSG00000112406,HECA,0.14229037,False
ENSG00000198900,TOP1,0.14217182,False
ENSG00000143569,UBAP2L,0.1419891,False
ENSG00000148798,INA,0.14169352,False
ENSG00000048544,MRPS10,0.1415799,False
ENSG00000004766,VPS50,0.14151186,False
ENSG00000153815,CMIP,0.14147554,False
ENSG00000083168,KAT6A,0.14116096,False
ENSG00000087263,OGFOD1,0.14098004,False
ENSG00000145734,BDP1,0.140903,False
ENSG00000179933,C14orf119,0.14078185,False
ENSG00000109099,PMP22,0.14053805,False
ENSG00000198740,ZNF652,0.14046296,False
ENSG00000182628,SKA2,0.14044784,False
ENSG00000143457,GOLPH3L,0.14033742,False
ENSG00000163380,LMOD3,0.1403256,False
ENSG00000108953,YWHAE,0.14029914,False
ENSG00000185608,MRPL40,0.14020725,False
ENSG00000142534,RPS11,0.14014633,False
ENSG00000145907,G3BP1,0.14010127,False
ENSG00000052723,SIKE1,0.14002052,False
ENSG00000106723,SPIN1,0.1396646,False
ENSG00000180879,SSR4,0.13951838,False
ENSG00000075391,RASAL2,0.1394846,False
ENSG00000105088,OLFM2,0.13948148,False
ENSG00000105793,GTPBP10,0.13947417,False
ENSG00000162664,ZNF326,0.13916118,False
ENSG00000071626,DAZAP1,0.13906476,False
ENSG00000136631,VPS45,0.13899681,False
ENSG00000139291,TMEM19,0.138963,False
ENSG00000171766,GATM,0.13885196,False
ENSG00000187601,MAGEH1,0.1386799,False
ENSG00000131979,GCH1,0.13863361,False
ENSG00000106144,CASP2,0.13856332,False
ENSG00000172331,BPGM,0.138346,False
ENSG00000041353,RAB27B,0.13818029,False
ENSG00000113580,NR3C1,0.13802268,False
ENSG00000064787,BCAS1,0.13779257,False
ENSG00000114956,DGUOK,0.137753,False
ENSG00000103111,MON1B,0.13774562,False
ENSG00000170145,SIK2,0.13772969,False
ENSG00000100425,BRD1,0.1376294,False
ENSG00000107937,GTPBP4,0.13760228,False
ENSG00000153406,NMRAL1,0.13756241,False
ENSG00000197959,DNM3,0.13747047,False
ENSG00000134909,ARHGAP32,0.13745342,False
ENSG00000116337,AMPD2,0.13722432,False
ENSG00000125447,GGA3,0.13686098,False
ENSG00000100116,GCAT,0.13677806,False
ENSG00000129315,CCNT1,0.13667156,False
ENSG00000023572,GLRX2,0.13667119,False
ENSG00000153561,RMND5A,0.13666695,False
ENSG00000125991,ERGIC3,0.13664067,False
ENSG00000188938,FAM120AOS,0.13650715,False
ENSG00000166226,CCT2,0.1362014,False
ENSG00000149313,AASDHPPT,0.13600037,False
ENSG00000100379,KCTD17,0.13598585,False
ENSG00000156515,HK1,0.13590392,False
ENSG00000102078,SLC25A14,0.1358916,False
ENSG00000077254,USP33,0.13586082,False
ENSG00000137266,SLC22A23,0.13576198,False
ENSG00000072195,SPEG,0.1357389,False
ENSG00000129518,EAPP,0.13539618,False
ENSG00000121964,GTDC1,0.13523443,False
ENSG00000138385,SSB,0.13504447,False
ENSG00000176049,JAKMIP2,0.1349951,False
ENSG00000225733,FGD5-AS1,0.1345046,False
ENSG00000100099,HPS4,0.13436784,False
ENSG00000013275,PSMC4,0.13423756,False
ENSG00000123095,BHLHE41,0.13420582,False
ENSG00000100523,DDHD1,0.13379881,False
ENSG00000146463,ZMYM4,0.13367711,False
ENSG00000092847,AGO1,0.1334812,False
ENSG00000130560,UBAC1,0.13340397,False
ENSG00000107130,NCS1,0.13326794,False
ENSG00000132432,SEC61G,0.13298656,False
ENSG00000167191,GPRC5B,0.13282755,False
ENSG00000197930,ERO1A,0.13230807,False
ENSG00000059804,SLC2A3,0.13217695,False
ENSG00000069248,NUP133,0.132127,False
ENSG00000160075,SSU72,0.13211179,False
ENSG00000117394,SLC2A1,0.13186073,False
ENSG00000167645,YIF1B,0.1318442,False
ENSG00000101745,ANKRD12,0.13182537,False
ENSG00000103042,SLC38A7,0.13171902,False
ENSG00000166900,STX3,0.13134104,False
ENSG00000135837,CEP350,0.13121773,False
ENSG00000148341,SH3GLB2,0.1311076,False
ENSG00000133872,SARAF,0.13110241,False
ENSG00000152767,FARP1,0.13100013,False
ENSG00000198815,FOXJ3,0.13054913,False
ENSG00000165525,NEMF,0.13039625,False
ENSG00000100348,TXN2,0.13001385,False
ENSG00000114650,SCAP,0.12983346,False
ENSG00000153201,RANBP2,0.12979062,False
ENSG00000140320,BAHD1,0.12975425,False
ENSG00000103723,AP3B2,0.12972806,False
ENSG00000173120,KDM2A,0.12967394,False
ENSG00000059691,GATB,0.12957187,False
ENSG00000182247,UBE2E2,0.12954196,False
ENSG00000154144,TBRG1,0.1294603,False
ENSG00000173575,CHD2,0.12936091,False
ENSG00000184575,XPOT,0.12933785,False
ENSG00000171310,CHST11,0.1290765,False
ENSG00000153395,LPCAT1,0.12895207,False
ENSG00000141002,TCF25,0.12884922,False
ENSG00000162065,TBC1D24,0.1288287,False
ENSG00000172500,FIBP,0.12861253,False
ENSG00000133059,DSTYK,0.12847446,False
ENSG00000172889,EGFL7,0.12843561,False
ENSG00000108773,KAT2A,0.1283706,False
ENSG00000049245,VAMP3,0.12824525,False
ENSG00000188229,TUBB4B,0.12820728,False
ENSG00000110925,CSRNP2,0.12803118,False
ENSG00000187446,CHP1,0.12802196,False
ENSG00000152413,HOMER1,0.12784056,False
ENSG00000075618,FSCN1,0.12762876,False
ENSG00000186462,NAP1L2,0.12708183,False
ENSG00000087053,MTMR2,0.12703459,False
ENSG00000003509,NDUFAF7,0.1268743,False
ENSG00000107829,FBXW4,0.12684795,False
ENSG00000125354,SEPTIN6,0.1268422,False
ENSG00000163344,PMVK,0.12681213,False
ENSG00000160789,LMNA,0.1268018,False
ENSG00000006712,PAF1,0.1265155,False
ENSG00000058799,YIPF1,0.12641938,False
ENSG00000088448,ANKRD10,0.12622157,False
ENSG00000050393,MCUR1,0.12606251,False
ENSG00000134108,ARL8B,0.1260368,False
ENSG00000129515,SNX6,0.12580907,False
ENSG00000100330,MTMR3,0.12570861,False
ENSG00000075914,EXOSC7,0.12558782,False
ENSG00000141349,G6PC3,0.12526268,False
ENSG00000135636,DYSF,0.12518811,False
ENSG00000087087,SRRT,0.12515949,False
ENSG00000184983,NDUFA6,0.12512901,False
ENSG00000143442,POGZ,0.12500288,False
ENSG00000167323,STIM1,0.12470772,False
ENSG00000082258,CCNT2,0.12443958,False
ENSG00000169047,IRS1,0.12436476,False
ENSG00000168286,THAP11,0.12408752,False
ENSG00000185745,IFIT1,0.12385004,False
ENSG00000135069,PSAT1,0.12376144,False
ENSG00000090263,MRPS33,0.12367372,False
ENSG00000106635,BCL7B,0.12331063,False
ENSG00000064393,HIPK2,0.12316804,False
ENSG00000146083,RNF44,0.12291498,False
ENSG00000104805,NUCB1,0.12265136,False
ENSG00000144746,ARL6IP5,0.12255661,False
ENSG00000188725,SMIM15,0.12247662,False
ENSG00000204922,UQCC3,0.12239489,False
ENSG00000188191,PRKAR1B,0.12228757,False
ENSG00000131831,RAI2,0.12227855,False
ENSG00000144647,POMGNT2,0.12223513,False
ENSG00000134504,KCTD1,0.12210255,False
ENSG00000086300,SNX10,0.12182242,False
ENSG00000005483,KMT2E,0.121767394,False
ENSG00000065809,FAM107B,0.12169119,False
ENSG00000118263,KLF7,0.121186785,False
ENSG00000100528,CNIH1,0.12107054,False
ENSG00000048649,RSF1,0.12106742,False
ENSG00000163032,VSNL1,0.12099532,False
ENSG00000103876,FAH,0.12087336,False
ENSG00000106028,SSBP1,0.120846756,False
ENSG00000172493,AFF1,0.12047332,False
ENSG00000113734,BNIP1,0.120411806,False
ENSG00000102030,NAA10,0.12041025,False
ENSG00000184014,DENND5A,0.120376825,False
ENSG00000186298,PPP1CC,0.120315924,False
ENSG00000141522,ARHGDIA,0.12018182,False
ENSG00000110880,CORO1C,0.120171584,False
ENSG00000163635,ATXN7,0.120164946,False
ENSG00000183092,BEGAIN,0.12009464,False
ENSG00000160113,NR2F6,0.119725294,False
ENSG00000100815,TRIP11,0.11967106,False
ENSG00000132824,SERINC3,0.119473845,False
ENSG00000144848,ATG3,0.11936672,False
ENSG00000100417,PMM1,0.119108975,False
ENSG00000122882,ECD,0.11895164,False
ENSG00000135211,TMEM60,0.11872376,False
ENSG00000072364,AFF4,0.11869051,False
ENSG00000119878,CRIPT,0.11820002,False
ENSG00000143183,TMCO1,0.1180499,False
ENSG00000112081,SRSF3,0.1178768,False
ENSG00000188895,MSL1,0.117678076,False
ENSG00000085433,WDR47,0.11760652,False
ENSG00000072210,ALDH3A2,0.11745393,False
ENSG00000139697,SBNO1,0.117305145,False
ENSG00000070761,CFAP20,0.117196515,False
ENSG00000068383,INPP5A,0.117169894,False
ENSG00000152518,ZFP36L2,0.117151804,False
ENSG00000185950,IRS2,0.11710198,False
ENSG00000006740,ARHGAP44,0.117017336,False
ENSG00000147416,ATP6V1B2,0.11669594,False
ENSG00000159256,MORC3,0.116361655,False
ENSG00000124356,STAMBP,0.11634474,False
ENSG00000184349,EFNA5,0.11632591,False
ENSG00000171451,DSEL,0.11623955,False
ENSG00000074319,TSG101,0.11618627,False
ENSG00000164631,ZNF12,0.11608873,False
ENSG00000078699,CBFA2T2,0.11606316,False
ENSG00000141338,ABCA8,0.11605812,False
ENSG00000146457,WTAP,0.11594981,False
ENSG00000108599,AKAP10,0.11593759,False
ENSG00000154222,CC2D1B,0.115905285,False
ENSG00000180881,CAPS2,0.11585549,False
ENSG00000137210,TMEM14B,0.11575017,False
ENSG00000168610,STAT3,0.11532599,False
ENSG00000169018,FEM1B,0.11524098,False
ENSG00000171033,PKIA,0.11519616,False
ENSG00000096384,HSP90AB1,0.11511089,False
ENSG00000163655,GMPS,0.11505281,False
ENSG00000174405,LIG4,0.11502691,False
ENSG00000152137,HSPB8,0.11491526,False
ENSG00000198862,LTN1,0.11486061,False
ENSG00000179364,PACS2,0.11481583,False
ENSG00000169255,B3GALNT1,0.11465314,False
ENSG00000170027,YWHAG,0.114326164,False
ENSG00000119402,FBXW2,0.11400651,False
ENSG00000132792,CTNNBL1,0.11392146,False
ENSG00000109790,KLHL5,0.11362123,False
ENSG00000117395,EBNA1BP2,0.11269953,False
ENSG00000070718,AP3M2,0.11250691,False
ENSG00000170266,GLB1,0.11249989,False
ENSG00000167733,HSD11B1L,0.11242808,False
ENSG00000085365,SCAMP1,0.11240327,False
ENSG00000176410,DNAJC30,0.1123316,False
ENSG00000167792,NDUFV1,0.11203724,False
ENSG00000119335,SET,0.11190696,False
ENSG00000126698,DNAJC8,0.111852095,False
ENSG00000183283,DAZAP2,0.11180833,False
ENSG00000080371,RAB21,0.11176135,False
ENSG00000196531,NACA,0.1115948,False
ENSG00000068796,KIF2A,0.11127942,False
ENSG00000153879,CEBPG,0.1112332,False
ENSG00000038219,BOD1L1,0.111070886,False
ENSG00000108551,RASD1,0.110997155,False
ENSG00000130177,CDC16,0.11093639,False
ENSG00000177971,IMP3,0.110866286,False
ENSG00000189369,GSPT2,0.110768124,False
ENSG00000005022,SLC25A5,0.11054086,False
ENSG00000160194,NDUFV3,0.11046785,False
ENSG00000176533,GNG7,0.11042769,False
ENSG00000136383,ALPK3,0.110239066,False
ENSG00000159842,ABR,0.11015186,False
ENSG00000086475,SEPHS1,0.10990788,False
ENSG00000156261,CCT8,0.10990447,False
ENSG00000170915,PAQR8,0.10989247,False
ENSG00000159423,ALDH4A1,0.1097532,False
ENSG00000166272,WBP1L,0.10975129,False
ENSG00000117410,ATP6V0B,0.10964573,False
ENSG00000125863,MKKS,0.10962896,False
ENSG00000164346,NSA2,0.10958633,False
ENSG00000124507,PACSIN1,0.10944543,False
ENSG00000033867,SLC4A7,0.10943649,False
ENSG00000164587,RPS14,0.10930482,False
ENSG00000009307,CSDE1,0.1092324,False
ENSG00000104833,TUBB4A,0.109102026,False
ENSG00000131242,RAB11FIP4,0.108953215,False
ENSG00000171552,BCL2L1,0.10894762,False
ENSG00000148606,POLR3A,0.10887785,False
ENSG00000159111,MRPL10,0.10885689,False
ENSG00000099940,SNAP29,0.108849525,False
ENSG00000176340,COX8A,0.108765826,False
ENSG00000156052,GNAQ,0.108550474,False
ENSG00000178163,ZNF518B,0.108493425,False
ENSG00000175573,C11orf68,0.10849003,False
ENSG00000167549,CORO6,0.1084472,False
ENSG00000173852,DPY19L1,0.10819102,False
ENSG00000185896,LAMP1,0.10809686,False
ENSG00000101190,TCFL5,0.108003005,False
ENSG00000090565,RAB11FIP3,0.10787268,False
ENSG00000134717,BTF3L4,0.10778967,False
ENSG00000203930,LINC00632,0.107787766,False
ENSG00000005981,ASB4,0.10771406,False
ENSG00000157193,LRP8,0.10767919,False
ENSG00000167642,SPINT2,0.10735297,False
ENSG00000148335,NTMT1,0.10734223,False
ENSG00000068024,HDAC4,0.107043006,False
ENSG00000168615,ADAM9,0.10697668,False
ENSG00000161202,DVL3,0.10693127,False
ENSG00000116560,SFPQ,0.10686523,False
ENSG00000173692,PSMD1,0.10650116,False
ENSG00000185658,BRWD1,0.1063295,False
ENSG00000138764,CCNG2,0.10630911,False
ENSG00000100083,GGA1,0.106113195,False
ENSG00000173545,ZNF622,0.10610772,False
ENSG00000068438,FTSJ1,0.10570041,False
ENSG00000084112,SSH1,0.10562381,False
ENSG00000130558,OLFM1,0.10560922,False
ENSG00000188677,PARVB,0.10547397,False
ENSG00000128335,APOL2,0.105432935,False
ENSG00000173402,DAG1,0.105352744,False
ENSG00000124767,GLO1,0.10526068,False
ENSG00000099864,PALM,0.10516659,False
ENSG00000134001,EIF2S1,0.10499066,False
ENSG00000135472,FAIM2,0.104933456,False
ENSG00000168175,MAPK1IP1L,0.10449612,False
ENSG00000159363,ATP13A2,0.10448249,False
ENSG00000106628,POLD2,0.104476035,False
ENSG00000170633,RNF34,0.10445726,False
ENSG00000198513,ATL1,0.1044221,False
ENSG00000140262,TCF12,0.10440747,False
ENSG00000170832,USP32,0.10416204,False
ENSG00000102760,RGCC,0.10384191,False
ENSG00000103381,CPPED1,0.10357721,False
ENSG00000070087,PFN2,0.10354436,False
ENSG00000169933,FRMPD4,0.10345303,False
ENSG00000057608,GDI2,0.10344784,False
ENSG00000196428,TSC22D2,0.1033487,False
ENSG00000013374,NUB1,0.10329185,False
ENSG00000085449,WDFY1,0.10311447,False
ENSG00000134186,PRPF38B,0.10310366,False
ENSG00000099910,KLHL22,0.10291514,False
ENSG00000153560,UBP1,0.10283525,False
ENSG00000197548,ATG7,0.102821976,False
ENSG00000136546,SCN7A,0.102735735,False
ENSG00000236287,ZBED5,0.10254976,False
ENSG00000104915,STX10,0.10250118,False
ENSG00000213190,MLLT11,0.10248534,False
ENSG00000117906,RCN2,0.102340914,False
ENSG00000124126,PREX1,0.10197409,False
ENSG00000179981,TSHZ1,0.101770535,False
ENSG00000128050,PAICS,0.10155613,False
ENSG00000115145,STAM2,0.10155502,False
ENSG00000122729,ACO1,0.10150649,False
ENSG00000119986,AVPI1,0.10147935,False
ENSG00000117477,CCDC181,0.101385206,False
