gene,symbol,metric,panel
ENSG00000066933,MYO9A,0.010280803,False
ENSG00000176171,BNIP3,0.0102654565,False
ENSG00000182827,ACBD3,0.010183763,False
ENSG00000151376,ME3,0.01016461,False
ENSG00000137267,TUBB2A,0.010131439,False
ENSG00000102804,TSC22D1,0.010102054,False
ENSG00000186468,RPS23,0.010069908,False
ENSG00000015171,ZMYND11,0.01006265,False
ENSG00000054118,THRAP3,0.0098262215,False
ENSG00000152556,PFKM,0.009655558,False
ENSG00000165795,NDRG2,0.009623385,False
ENSG00000172794,RAB37,0.009422397,False
ENSG00000107902,LHPP,0.009388276,False
ENSG00000145592,RPL37,0.008982544,False
ENSG00000116251,RPL22,0.008367937,False
ENSG00000142784,WDTC1,0.008168901,False
ENSG00000127980,PEX1,0.008081149,False
ENSG00000077616,NAALAD2,0.007947636,False
ENSG00000168917,SLC35G2,0.0078577725,False
ENSG00000215301,DDX3X,0.007856857,False
ENSG00000166326,TRIM44,0.0077901934,False
ENSG00000183172,SMDT1,0.0077312565,False
ENSG00000105254,TBCB,0.007676515,False
ENSG00000136485,DCAF7,0.007491388,False
ENSG00000175416,CLTB,0.0073110727,False
ENSG00000111144,LTA4H,0.00725294,False
ENSG00000029725,RABEP1,0.0072418656,False
ENSG00000101577,LPIN2,0.0071184905,False
ENSG00000166446,CDYL2,0.0069674277,False
ENSG00000240344,PPIL3,0.0069560856,False
ENSG00000163468,CCT3,0.0067841196,False
ENSG00000163053,SLC16A14,0.0067699244,False
ENSG00000078114,NEBL,0.0065860143,False
ENSG00000151923,TIAL1,0.0065348945,False
ENSG00000198931,APRT,0.006531955,False
ENSG00000158526,TSR2,0.00644384,False
ENSG00000181827,RFX7,0.006381333,False
ENSG00000121064,SCPEP1,0.006325843,False
ENSG00000135241,PNPLA8,0.005911396,False
ENSG00000140319,SRP14,0.0055681644,False
ENSG00000141127,PRPSAP2,0.0055663567,False
ENSG00000003393,ALS2,0.0052158423,False
ENSG00000100580,TMED8,0.005122079,False
ENSG00000047849,MAP4,0.0049700043,False
ENSG00000164778,EN2,0.004635882,False
ENSG00000102309,PIN4,0.0045927335,False
ENSG00000189221,MAOA,0.0044814884,False
ENSG00000144021,CIAO1,0.0044756318,False
ENSG00000173875,ZNF791,0.004311594,False
ENSG00000171566,PLRG1,0.004181982,False
ENSG00000196482,ESRRG,0.004115683,False
ENSG00000174456,C12orf76,0.004110748,False
ENSG00000184545,DUSP8,0.0040233633,False
ENSG00000113916,BCL6,0.0039117467,False
ENSG00000214113,LYRM4,0.0038497085,False
ENSG00000166471,TMEM41B,0.003833828,False
ENSG00000145332,KLHL8,0.003802972,False
ENSG00000147130,ZMYM3,0.003639508,False
ENSG00000182836,PLCXD3,0.0035338446,False
ENSG00000086189,DIMT1,0.0032969662,False
ENSG00000120509,PDZD11,0.003130085,False
ENSG00000000003,TSPAN6,0.003111722,False
ENSG00000161542,PRPSAP1,0.0030718986,False
ENSG00000130313,PGLS,0.0030498032,False
ENSG00000128573,FOXP2,0.0030489601,False
ENSG00000135709,KIAA0513,0.0027771601,False
ENSG00000004142,POLDIP2,0.002644082,False
ENSG00000141542,RAB40B,0.0025289394,False
ENSG00000108588,CCDC47,0.0025254004,False
ENSG00000115368,WDR75,0.002447706,False
ENSG00000152620,NADK2,0.0021706074,False
ENSG00000107331,ABCA2,0.0021469267,False
ENSG00000117174,ZNHIT6,0.0021167726,False
ENSG00000172915,NBEA,0.0020597505,False
ENSG00000180190,TDRP,0.0017782259,False
ENSG00000170745,KCNS3,0.0017517044,False
ENSG00000157542,KCNJ6,0.0017079648,False
ENSG00000036257,CUL3,0.0015675733,False
ENSG00000151893,CACUL1,0.0015015532,False
ENSG00000176390,CRLF3,0.00143323,False
ENSG00000143772,ITPKB,0.0013235196,False
ENSG00000101746,NOL4,0.0013035449,False
ENSG00000128567,PODXL,0.0013031518,False
ENSG00000171368,TPPP,0.0011396992,False
ENSG00000122042,UBL3,0.0010139653,False
ENSG00000136381,IREB2,0.0009505223,False
ENSG00000198876,DCAF12,0.0009499001,False
ENSG00000151025,GPR158,0.0008553386,False
ENSG00000181790,ADGRB1,0.00075755006,False
ENSG00000101940,WDR13,0.00054761226,False
ENSG00000140396,NCOA2,-0.00012466013,False
ENSG00000144815,NXPE3,-0.0005336394,False
ENSG00000121067,SPOP,-0.0005443288,False
ENSG00000119522,DENND1A,-0.0005494175,False
ENSG00000134759,ELP2,-0.0006456055,False
ENSG00000164754,RAD21,-0.0007387653,False
ENSG00000174136,RGMB,-0.0008235289,False
ENSG00000106052,TAX1BP1,-0.0010304756,False
ENSG00000159082,SYNJ1,-0.0010467445,False
ENSG00000178171,AMER3,-0.0012529504,False
ENSG00000070610,GBA2,-0.0012814415,False
ENSG00000160961,ZNF333,-0.0015071459,False
ENSG00000067840,PDZD4,-0.0015962648,False
ENSG00000196290,NIF3L1,-0.0019418359,False
ENSG00000159720,ATP6V0D1,-0.001991634,False
ENSG00000055211,GINM1,-0.0020271817,False
ENSG00000163618,CADPS,-0.0020968867,False
ENSG00000159592,GPBP1L1,-0.0022634303,False
ENSG00000108091,CCDC6,-0.0023474847,False
ENSG00000183570,PCBP3,-0.0026558167,False
ENSG00000181555,SETD2,-0.0026670198,False
ENSG00000100320,RBFOX2,-0.0026797901,False
ENSG00000161533,ACOX1,-0.0028430491,False
ENSG00000171150,SOCS5,-0.0030031914,False
ENSG00000178057,NDUFAF3,-0.0030079563,False
ENSG00000068323,TFE3,-0.003106058,False
ENSG00000108826,MRPL27,-0.0032046402,False
ENSG00000111358,GTF2H3,-0.0032169514,False
ENSG00000165476,REEP3,-0.0032426827,False
ENSG00000147649,MTDH,-0.003250362,False
ENSG00000032444,PNPLA6,-0.0034708781,False
ENSG00000084073,ZMPSTE24,-0.0036900528,False
ENSG00000011114,BTBD7,-0.0037419912,False
ENSG00000163328,GPR155,-0.0037895837,False
ENSG00000138604,GLCE,-0.0039058905,False
ENSG00000154803,FLCN,-0.003943949,False
ENSG00000164919,COX6C,-0.003996756,False
ENSG00000123472,ATPAF1,-0.0040381863,False
ENSG00000171302,CANT1,-0.0042603184,False
ENSG00000149218,ENDOD1,-0.0043827966,False
ENSG00000042317,SPATA7,-0.0045555113,False
ENSG00000151320,AKAP6,-0.0046754535,False
ENSG00000115762,PLEKHB2,-0.004711042,False
ENSG00000110435,PDHX,-0.0047238274,False
ENSG00000242808,SOX2-OT,-0.0049694907,False
ENSG00000167468,GPX4,-0.0050275153,False
ENSG00000131725,WDR44,-0.0052051684,False
ENSG00000182195,LDOC1,-0.0052807354,False
ENSG00000172992,DCAKD,-0.005450467,False
ENSG00000247556,OIP5-AS1,-0.005491302,False
ENSG00000133275,CSNK1G2,-0.005827313,False
ENSG00000087495,PHACTR3,-0.0058845556,False
ENSG00000165995,CACNB2,-0.0059181494,False
ENSG00000112304,ACOT13,-0.0063887946,False
ENSG00000137947,GTF2B,-0.006461656,False
ENSG00000100241,SBF1,-0.006466313,False
ENSG00000116396,KCNC4,-0.006546027,False
ENSG00000151612,ZNF827,-0.00661373,False
ENSG00000065989,PDE4A,-0.0067635668,False
ENSG00000100418,DESI1,-0.006810265,False
ENSG00000124422,USP22,-0.0068699243,False
ENSG00000163399,ATP1A1,-0.0069463216,False
ENSG00000136643,RPS6KC1,-0.0070808213,False
ENSG00000198171,DDRGK1,-0.007248665,False
ENSG00000067177,PHKA1,-0.0074406117,False
ENSG00000164830,OXR1,-0.007694281,False
ENSG00000143797,MBOAT2,-0.007721974,False
ENSG00000006744,ELAC2,-0.007875078,False
ENSG00000171824,EXOSC10,-0.0080060605,False
ENSG00000197380,DACT3,-0.008052697,False
ENSG00000113758,DBN1,-0.00812209,False
ENSG00000141560,FN3KRP,-0.008256895,False
ENSG00000138668,HNRNPD,-0.008491391,False
ENSG00000131236,CAP1,-0.008568576,False
ENSG00000180817,PPA1,-0.0086306445,False
ENSG00000047648,ARHGAP6,-0.00866315,False
ENSG00000105576,TNPO2,-0.008825026,False
ENSG00000235194,PPP1R3E,-0.008901009,False
ENSG00000116977,LGALS8,-0.00896752,False
ENSG00000149256,TENM4,-0.009007455,False
ENSG00000177054,ZDHHC13,-0.009283098,False
ENSG00000112130,RNF8,-0.0094188005,False
ENSG00000108175,ZMIZ1,-0.009727193,False
ENSG00000116406,EDEM3,-0.009784446,False
ENSG00000064999,ANKS1A,-0.009797406,False
ENSG00000089220,PEBP1,-0.009831771,False
ENSG00000184226,PCDH9,-0.009846902,False
ENSG00000198929,NOS1AP,-0.009895515,False
ENSG00000137941,TTLL7,-0.01003998,False
ENSG00000147421,HMBOX1,-0.010170296,False
ENSG00000089486,CDIP1,-0.010242657,False
ENSG00000021776,AQR,-0.01051777,False
ENSG00000166347,CYB5A,-0.010603434,False
ENSG00000166925,TSC22D4,-0.010645542,False
ENSG00000155158,TTC39B,-0.010902504,False
ENSG00000077380,DYNC1I2,-0.010954739,False
ENSG00000234741,GAS5,-0.01100274,False
ENSG00000172765,TMCC1,-0.0111629255,False
ENSG00000108306,FBXL20,-0.011422197,False
ENSG00000130165,ELOF1,-0.011422366,False
ENSG00000128268,MGAT3,-0.011581564,False
ENSG00000011295,TTC19,-0.011635371,False
ENSG00000180008,SOCS4,-0.011637699,False
ENSG00000160785,SLC25A44,-0.011704797,False
ENSG00000137100,DCTN3,-0.01172965,False
ENSG00000117448,AKR1A1,-0.01184123,False
ENSG00000125484,GTF3C4,-0.011859786,False
ENSG00000067842,ATP2B3,-0.011872993,False
ENSG00000136237,RAPGEF5,-0.011913185,False
ENSG00000163288,GABRB1,-0.0119924415,False
ENSG00000143190,POU2F1,-0.012064105,False
ENSG00000116604,MEF2D,-0.01209069,False
ENSG00000086232,EIF2AK1,-0.012141314,False
ENSG00000104671,DCTN6,-0.012211124,False
ENSG00000138386,NAB1,-0.012283473,False
ENSG00000174306,ZHX3,-0.012564296,False
ENSG00000148450,MSRB2,-0.01260418,False
ENSG00000066468,FGFR2,-0.012759838,False
ENSG00000159921,GNE,-0.012762045,False
ENSG00000115355,CCDC88A,-0.012778378,False
ENSG00000135905,DOCK10,-0.012852398,False
ENSG00000166200,COPS2,-0.013269979,False
ENSG00000178104,PDE4DIP,-0.01336396,False
ENSG00000127837,AAMP,-0.013473345,False
ENSG00000154229,PRKCA,-0.013481358,False
ENSG00000169902,TPST1,-0.013482379,False
ENSG00000135624,CCT7,-0.013519553,False
ENSG00000152578,GRIA4,-0.013881702,False
ENSG00000141424,SLC39A6,-0.013960962,False
ENSG00000151150,ANK3,-0.0140179945,False
ENSG00000136933,RABEPK,-0.014245838,False
ENSG00000180543,TSPYL5,-0.014282555,False
ENSG00000185559,DLK1,-0.014484853,False
ENSG00000082397,EPB41L3,-0.014580486,False
ENSG00000138032,PPM1B,-0.014935369,False
ENSG00000107362,ABHD17B,-0.015234592,False
ENSG00000105723,GSK3A,-0.015313516,False
ENSG00000081026,MAGI3,-0.015391806,False
ENSG00000164929,BAALC,-0.015394655,False
ENSG00000163156,SCNM1,-0.015516956,False
ENSG00000100225,FBXO7,-0.015625829,False
ENSG00000124702,KLHDC3,-0.015675817,False
ENSG00000164683,HEY1,-0.01576956,False
ENSG00000052126,PLEKHA5,-0.015806286,False
ENSG00000080503,SMARCA2,-0.015929174,False
ENSG00000180902,D2HGDH,-0.015958328,False
ENSG00000168297,PXK,-0.016067559,False
ENSG00000108176,DNAJC12,-0.016567942,False
ENSG00000162729,IGSF8,-0.016641874,False
ENSG00000138459,SLC35A5,-0.016668271,False
ENSG00000134313,KIDINS220,-0.016909804,False
ENSG00000148660,CAMK2G,-0.016990338,False
ENSG00000131051,RBM39,-0.01702856,False
ENSG00000235711,ANKRD34C,-0.01709497,False
ENSG00000124571,XPO5,-0.017227255,False
ENSG00000116752,BCAS2,-0.0172427,False
ENSG00000143493,INTS7,-0.017410982,False
ENSG00000136718,IMP4,-0.017564677,False
ENSG00000047410,TPR,-0.017773205,False
ENSG00000186866,POFUT2,-0.01836831,False
ENSG00000078140,UBE2K,-0.018610692,False
ENSG00000059915,PSD,-0.018776352,False
ENSG00000125870,SNRPB2,-0.019053834,False
ENSG00000110321,EIF4G2,-0.019281313,False
ENSG00000121766,ZCCHC17,-0.019484349,False
ENSG00000050820,BCAR1,-0.019522062,False
ENSG00000005007,UPF1,-0.019561788,False
ENSG00000135541,AHI1,-0.019581407,False
ENSG00000115827,DCAF17,-0.019602971,False
ENSG00000124383,MPHOSPH10,-0.019805599,False
ENSG00000099246,RAB18,-0.0198277,False
ENSG00000130830,MPP1,-0.020068727,False
ENSG00000128581,IFT22,-0.020153696,False
ENSG00000108001,EBF3,-0.020166261,False
ENSG00000163961,RNF168,-0.020181453,False
ENSG00000066697,MSANTD3,-0.020186959,False
ENSG00000104341,LAPTM4B,-0.020405425,False
ENSG00000111249,CUX2,-0.02041156,False
ENSG00000144524,COPS7B,-0.020461151,False
ENSG00000017797,RALBP1,-0.020681242,False
ENSG00000131238,PPT1,-0.020688867,False
ENSG00000163539,CLASP2,-0.020717708,False
ENSG00000130733,YIPF2,-0.020908175,False
ENSG00000204186,ZDBF2,-0.02096663,False
ENSG00000196998,WDR45,-0.021064522,False
ENSG00000187555,USP7,-0.021124268,False
ENSG00000198198,SZT2,-0.021164214,False
ENSG00000129103,SUMF2,-0.021544555,False
ENSG00000120688,WBP4,-0.021662867,False
ENSG00000109680,TBC1D19,-0.021761615,False
ENSG00000170989,S1PR1,-0.021766469,False
ENSG00000148842,CNNM2,-0.021888282,False
ENSG00000111011,RSRC2,-0.021989109,False
ENSG00000115419,GLS,-0.022287624,False
ENSG00000176222,ZNF404,-0.022411626,False
ENSG00000182253,SYNM,-0.022445913,False
ENSG00000089693,MLF2,-0.022455662,False
ENSG00000082515,MRPL22,-0.022501541,False
ENSG00000025800,KPNA6,-0.022606917,False
ENSG00000088205,DDX18,-0.022660196,False
ENSG00000115468,EFHD1,-0.022666266,False
ENSG00000114850,SSR3,-0.022679511,False
ENSG00000172336,POP7,-0.022725957,False
ENSG00000125356,NDUFA1,-0.022769833,False
ENSG00000173011,TADA2B,-0.022947691,False
ENSG00000184221,OLIG1,-0.023019563,False
ENSG00000116750,UCHL5,-0.023031715,False
ENSG00000110881,ASIC1,-0.023180606,False
ENSG00000134897,BIVM,-0.023313312,False
ENSG00000122484,RPAP2,-0.023397991,False
ENSG00000104863,LIN7B,-0.023541821,False
ENSG00000029534,ANK1,-0.023602875,False
ENSG00000196591,HDAC2,-0.023632001,False
ENSG00000160285,LSS,-0.023754999,False
ENSG00000198700,IPO9,-0.023854634,False
ENSG00000143502,SUSD4,-0.024005199,False
ENSG00000160570,DEDD2,-0.024031907,False
ENSG00000158092,NCK1,-0.024241583,False
ENSG00000137509,PRCP,-0.024318023,False
ENSG00000168159,RNF187,-0.024403417,False
ENSG00000198860,TSEN15,-0.024569027,False
ENSG00000105700,KXD1,-0.025000216,False
ENSG00000119471,HSDL2,-0.025012268,False
ENSG00000120802,TMPO,-0.025267128,False
ENSG00000140694,PARN,-0.025308464,False
ENSG00000169992,NLGN2,-0.02533725,False
ENSG00000139719,VPS33A,-0.025337502,False
ENSG00000085644,ZNF213,-0.025555242,False
ENSG00000106392,C1GALT1,-0.025772862,False
ENSG00000023171,GRAMD1B,-0.025784638,False
ENSG00000124120,TTPAL,-0.025799312,False
ENSG00000090013,BLVRB,-0.026058163,False
ENSG00000170873,MTSS1,-0.026276255,False
ENSG00000147162,OGT,-0.026341818,False
ENSG00000133812,SBF2,-0.026507732,False
ENSG00000145476,CYP4V2,-0.026512573,False
ENSG00000079308,TNS1,-0.026664319,False
ENSG00000243943,ZNF512,-0.02686022,False
ENSG00000074935,TUBE1,-0.027185312,False
ENSG00000119421,NDUFA8,-0.027519617,False
ENSG00000171885,AQP4,-0.027570391,False
ENSG00000185963,BICD2,-0.02759927,False
ENSG00000079459,FDFT1,-0.027815824,False
ENSG00000095321,CRAT,-0.027847482,False
ENSG00000106070,GRB10,-0.027904691,False
ENSG00000114573,ATP6V1A,-0.027961655,False
ENSG00000167685,ZNF444,-0.02804863,False
ENSG00000107262,BAG1,-0.02812008,False
ENSG00000136160,EDNRB,-0.028148199,False
ENSG00000141562,NARF,-0.028274976,False
ENSG00000151348,EXT2,-0.028465217,False
ENSG00000170921,TANC2,-0.028547147,False
ENSG00000172508,CARNS1,-0.02855231,False
ENSG00000169019,COMMD8,-0.028573643,False
ENSG00000116688,MFN2,-0.028586147,False
ENSG00000111670,GNPTAB,-0.02864561,False
ENSG00000197702,PARVA,-0.028752979,False
ENSG00000081087,OSTM1,-0.028949201,False
ENSG00000196562,SULF2,-0.029206432,False
ENSG00000177565,TBL1XR1,-0.02922978,False
ENSG00000099956,SMARCB1,-0.02925285,False
ENSG00000087365,SF3B2,-0.02933401,False
ENSG00000138468,SENP7,-0.029399281,False
ENSG00000105204,DYRK1B,-0.029410426,False
ENSG00000090020,SLC9A1,-0.029571725,False
ENSG00000162851,TFB2M,-0.029595375,False
ENSG00000176956,LY6H,-0.029620716,False
ENSG00000129083,COPB1,-0.029767025,False
ENSG00000107949,BCCIP,-0.029813964,False
ENSG00000139793,MBNL2,-0.029873157,False
ENSG00000111843,TMEM14C,-0.029873317,False
ENSG00000168003,SLC3A2,-0.029882971,False
ENSG00000129422,MTUS1,-0.030009927,False
ENSG00000124209,RAB22A,-0.030035863,False
ENSG00000115649,CNPPD1,-0.030183725,False
ENSG00000128463,EMC4,-0.030278783,False
ENSG00000227345,PARG,-0.030337822,False
ENSG00000166128,RAB8B,-0.030418413,False
ENSG00000104635,SLC39A14,-0.030587865,False
ENSG00000127022,CANX,-0.030600162,False
ENSG00000004961,HCCS,-0.030807013,False
ENSG00000155287,SLC25A28,-0.03090533,False
ENSG00000162545,CAMK2N1,-0.030937642,False
ENSG00000197580,BCO2,-0.031036437,False
ENSG00000160209,PDXK,-0.031088648,False
ENSG00000151240,DIP2C,-0.03120165,False
ENSG00000160799,CCDC12,-0.03125896,False
ENSG00000008294,SPAG9,-0.03131487,False
ENSG00000156256,USP16,-0.031327814,False
ENSG00000168710,AHCYL1,-0.031560916,False
ENSG00000179387,ELMOD2,-0.031577535,False
ENSG00000136003,ISCU,-0.0316133,False
ENSG00000157020,SEC13,-0.03163236,False
ENSG00000164187,LMBRD2,-0.03165992,False
ENSG00000164211,STARD4,-0.03175775,False
ENSG00000188647,PTAR1,-0.03179037,False
ENSG00000197147,LRRC8B,-0.031901173,False
ENSG00000185187,SIGIRR,-0.032732733,False
ENSG00000102882,MAPK3,-0.032788828,False
ENSG00000162378,ZYG11B,-0.032841876,False
ENSG00000072756,TRNT1,-0.033084806,False
ENSG00000041802,LSG1,-0.03327624,False
ENSG00000224032,EPB41L4A-AS1,-0.033318873,False
ENSG00000117643,MAN1C1,-0.03332574,False
ENSG00000140990,NDUFB10,-0.033355646,False
ENSG00000080345,RIF1,-0.033500418,False
ENSG00000198373,WWP2,-0.033736777,False
ENSG00000117115,PADI2,-0.0337409,False
ENSG00000117984,CTSD,-0.03379578,False
ENSG00000108384,RAD51C,-0.034205113,False
ENSG00000138071,ACTR2,-0.034232065,False
ENSG00000087274,ADD1,-0.03431166,False
ENSG00000134533,RERG,-0.034322523,False
ENSG00000162433,AK4,-0.034676462,False
ENSG00000130827,PLXNA3,-0.034750123,False
ENSG00000132429,POPDC3,-0.03477329,False
ENSG00000142188,TMEM50B,-0.03486895,False
ENSG00000150361,KLHL1,-0.034909878,False
ENSG00000172057,ORMDL3,-0.034942586,False
ENSG00000144597,EAF1,-0.034996256,False
ENSG00000008282,SYPL1,-0.03504877,False
ENSG00000166405,RIC3,-0.035179738,False
ENSG00000140577,CRTC3,-0.035262085,False
ENSG00000166012,TAF1D,-0.03531182,False
ENSG00000135631,RAB11FIP5,-0.03543139,False
ENSG00000132300,PTCD3,-0.03554267,False
ENSG00000156050,FAM161B,-0.03566599,False
ENSG00000124380,SNRNP27,-0.035709407,False
ENSG00000183978,COA3,-0.035935007,False
ENSG00000131828,PDHA1,-0.03636781,False
ENSG00000150768,DLAT,-0.03638098,False
ENSG00000127540,UQCR11,-0.036844015,False
ENSG00000118855,MFSD1,-0.036859117,False
ENSG00000183864,TOB2,-0.036879886,False
ENSG00000136451,VEZF1,-0.03689166,False
ENSG00000067798,NAV3,-0.037075732,False
ENSG00000145439,CBR4,-0.037140954,False
ENSG00000074416,MGLL,-0.037155244,False
ENSG00000171533,MAP6,-0.037220623,False
ENSG00000004799,PDK4,-0.03730668,False
ENSG00000145335,SNCA,-0.037614126,False
ENSG00000058404,CAMK2B,-0.037735146,False
ENSG00000037474,NSUN2,-0.037745614,False
ENSG00000116171,SCP2,-0.0381203,False
ENSG00000124207,CSE1L,-0.03815788,False
ENSG00000137364,TPMT,-0.038278908,False
ENSG00000144357,UBR3,-0.03842704,False
ENSG00000135916,ITM2C,-0.03844188,False
ENSG00000148948,LRRC4C,-0.03852931,False
ENSG00000139211,AMIGO2,-0.038857825,False
ENSG00000167555,ZNF528,-0.038878236,False
ENSG00000211456,SACM1L,-0.038920015,False
ENSG00000021762,OSBPL5,-0.038943358,False
ENSG00000213593,TMX2,-0.039109834,False
ENSG00000100934,SEC23A,-0.03911989,False
ENSG00000136531,SCN2A,-0.039178897,False
ENSG00000205423,CNEP1R1,-0.03920027,False
ENSG00000132591,ERAL1,-0.039479245,False
ENSG00000147400,CETN2,-0.03964409,False
ENSG00000144867,SRPRB,-0.03965879,False
ENSG00000139180,NDUFA9,-0.039667588,False
ENSG00000066651,TRMT11,-0.039936405,False
ENSG00000138802,SEC24B,-0.039940614,False
ENSG00000177189,RPS6KA3,-0.03995205,False
ENSG00000182902,SLC25A18,-0.04027632,False
ENSG00000176401,EID2B,-0.04049146,False
ENSG00000165487,MICU2,-0.040649276,False
ENSG00000081760,AACS,-0.040889245,False
ENSG00000063046,EIF4B,-0.041193068,False
ENSG00000145864,GABRB2,-0.041302882,False
ENSG00000126088,UROD,-0.041399557,False
ENSG00000177697,CD151,-0.04150856,False
ENSG00000005194,CIAPIN1,-0.04168655,False
ENSG00000087191,PSMC5,-0.04171323,False
ENSG00000137824,RMDN3,-0.041724704,False
ENSG00000160818,GPATCH4,-0.041768212,False
ENSG00000132842,AP3B1,-0.0419719,False
ENSG00000143106,PSMA5,-0.04225074,False
ENSG00000067208,EVI5,-0.042397615,False
ENSG00000166340,TPP1,-0.04249819,False
ENSG00000116679,IVNS1ABP,-0.042605005,False
ENSG00000240583,AQP1,-0.04275043,False
ENSG00000160695,VPS11,-0.042813238,False
ENSG00000163754,GYG1,-0.042841185,False
ENSG00000160716,CHRNB2,-0.04316205,False
ENSG00000118058,KMT2A,-0.043206736,False
ENSG00000185630,PBX1,-0.043405604,False
ENSG00000090905,TNRC6A,-0.043556493,False
ENSG00000158882,TOMM40L,-0.043654013,False
ENSG00000168118,RAB4A,-0.04395045,False
ENSG00000133134,BEX2,-0.044013184,False
ENSG00000135823,STX6,-0.04401845,False
ENSG00000172586,CHCHD1,-0.044270724,False
ENSG00000139163,ETNK1,-0.044349466,False
ENSG00000177311,ZBTB38,-0.044644073,False
ENSG00000119559,C19orf25,-0.044719923,False
ENSG00000107104,KANK1,-0.044736806,False
ENSG00000204843,DCTN1,-0.044754267,False
ENSG00000132467,UTP3,-0.04486093,False
ENSG00000126733,DACH2,-0.04501569,False
ENSG00000054523,KIF1B,-0.045139804,False
ENSG00000158186,MRAS,-0.045140013,False
ENSG00000078967,UBE2D4,-0.045261327,False
ENSG00000143179,UCK2,-0.045335554,False
ENSG00000137414,FAM8A1,-0.045411874,False
ENSG00000062725,APPBP2,-0.0456239,False
ENSG00000176978,DPP7,-0.045696523,False
ENSG00000136938,ANP32B,-0.045818005,False
ENSG00000139116,KIF21A,-0.0459049,False
ENSG00000138095,LRPPRC,-0.04591493,False
ENSG00000168066,SF1,-0.046210784,False
ENSG00000163517,HDAC11,-0.046246838,False
ENSG00000105339,DENND3,-0.0463003,False
ENSG00000087302,RTRAF,-0.04641198,False
ENSG00000163848,ZNF148,-0.04644918,False
ENSG00000084754,HADHA,-0.046594836,False
ENSG00000124155,PIGT,-0.046712264,False
ENSG00000055917,PUM2,-0.046750918,False
ENSG00000116857,TMEM9,-0.046891715,False
ENSG00000125170,DOK4,-0.04692374,False
ENSG00000204217,BMPR2,-0.047004823,False
ENSG00000172667,ZMAT3,-0.047137097,False
ENSG00000158850,B4GALT3,-0.04721641,False
ENSG00000175110,MRPS22,-0.047252934,False
ENSG00000117153,KLHL12,-0.047486566,False
ENSG00000184867,ARMCX2,-0.04762294,False
ENSG00000113312,TTC1,-0.047672704,False
ENSG00000025796,SEC63,-0.0477165,False
ENSG00000157540,DYRK1A,-0.04788964,False
ENSG00000184156,KCNQ3,-0.047988437,False
ENSG00000088833,NSFL1C,-0.048158597,False
ENSG00000143126,CELSR2,-0.048441272,False
ENSG00000131069,ACSS2,-0.04851529,False
ENSG00000004864,SLC25A13,-0.048515487,False
ENSG00000157657,ZNF618,-0.048707385,False
ENSG00000103051,COG4,-0.048777867,False
ENSG00000163444,TMEM183A,-0.04879195,False
ENSG00000163596,ICA1L,-0.048982073,False
ENSG00000184271,POU6F1,-0.049057227,False
ENSG00000141279,NPEPPS,-0.049241137,False
ENSG00000119242,CCDC92,-0.049348023,False
ENSG00000068903,SIRT2,-0.049382847,False
ENSG00000011275,RNF216,-0.049564976,False
ENSG00000148175,STOM,-0.049617715,False
ENSG00000172893,DHCR7,-0.049622633,False
ENSG00000155970,MICU3,-0.049670283,False
ENSG00000103647,CORO2B,-0.049715903,False
ENSG00000082996,RNF13,-0.049802225,False
ENSG00000085872,CHERP,-0.05011079,False
ENSG00000144161,ZC3H8,-0.050210454,False
ENSG00000151292,CSNK1G3,-0.05039868,False
ENSG00000174628,IQCK,-0.050448455,False
ENSG00000157778,PSMG3,-0.05052666,False
ENSG00000106829,TLE4,-0.0506293,False
ENSG00000196405,EVL,-0.050635718,False
ENSG00000085377,PREP,-0.05066116,False
ENSG00000102900,NUP93,-0.050768796,False
ENSG00000169439,SDC2,-0.05081037,False
ENSG00000100280,AP1B1,-0.05086673,False
ENSG00000102409,BEX4,-0.05090455,False
ENSG00000148926,ADM,-0.05100824,False
ENSG00000205279,CTXN3,-0.051083703,False
ENSG00000060709,RIMBP2,-0.051454537,False
ENSG00000162104,ADCY9,-0.05154588,False
ENSG00000141741,MIEN1,-0.051645335,False
ENSG00000204370,SDHD,-0.051734302,False
ENSG00000106682,EIF4H,-0.051777247,False
ENSG00000088808,PPP1R13B,-0.051844053,False
ENSG00000167378,IRGQ,-0.0519844,False
ENSG00000155189,AGPAT5,-0.05201781,False
ENSG00000164167,LSM6,-0.052072905,False
ENSG00000143376,SNX27,-0.052100174,False
ENSG00000097033,SH3GLB1,-0.052239273,False
ENSG00000158321,AUTS2,-0.052310403,False
ENSG00000118733,OLFM3,-0.052505895,False
ENSG00000184432,COPB2,-0.052533098,False
ENSG00000163719,MTMR14,-0.05254745,False
ENSG00000106049,HIBADH,-0.05263643,False
ENSG00000100095,SEZ6L,-0.05278884,False
ENSG00000154917,RAB6B,-0.05303328,False
ENSG00000142875,PRKACB,-0.053113773,False
ENSG00000070501,POLB,-0.053204525,False
ENSG00000132275,RRP8,-0.05330012,False
ENSG00000072954,TMEM38A,-0.053360406,False
ENSG00000196923,PDLIM7,-0.053443674,False
ENSG00000175283,DOLK,-0.053478677,False
ENSG00000163875,MEAF6,-0.05351121,False
ENSG00000113013,HSPA9,-0.05354507,False
ENSG00000022840,RNF10,-0.05365643,False
ENSG00000132341,RAN,-0.053918414,False
ENSG00000165264,NDUFB6,-0.05406891,False
ENSG00000067141,NEO1,-0.054206084,False
ENSG00000174915,PTDSS2,-0.054231927,False
ENSG00000144659,SLC25A38,-0.054564167,False
