gene,symbol,importance,rank,direction_rho,direction,top50_fold_frequency
ENSG00000132002,DNAJB1,0.00046482738894641047,1,0.6180783910764029,higher rank -> more PD-like,0.56
ENSG00000164434,FABP7,0.00033662600263617337,2,-0.4826228878647968,higher rank -> less PD-like,0.52
ENSG00000151929,BAG3,0.0003272822407424049,3,0.5345926290782741,higher rank -> more PD-like,0.2
ENSG00000175265,GOLGA8A,0.00030160787242090284,4,-0.32685291858677173,higher rank -> less PD-like,0.2
ENSG00000149743,TRPT1,0.00030159746620100246,5,-0.5020161290322306,higher rank -> less PD-like,0.28
ENSG00000148219,ASTN2,0.0002991663458993247,6,-0.4037538402457535,higher rank -> less PD-like,0.6
ENSG00000145934,TENM2,0.000295541617241844,7,0.31435189076631603,higher rank -> more PD-like,0.48
ENSG00000118946,PCDH17,0.00029225528976387766,8,-0.23219086021504107,higher rank -> less PD-like,0.48
ENSG00000182747,SLC35D3,0.0002835267982153638,9,-0.44138824884790206,higher rank -> less PD-like,0.48
ENSG00000171617,ENC1,0.00028241858349986604,10,0.420170890936997,higher rank -> more PD-like,0.6
ENSG00000127922,SEM1,0.00027753374750764996,11,-0.38560867895543194,higher rank -> less PD-like,0.36
ENSG00000188848,BEND4,0.0002757564671369215,12,0.24659178187402653,higher rank -> more PD-like,0.08
ENSG00000116741,RGS2,0.0002756691885571133,13,0.3950460235262118,higher rank -> more PD-like,0.36
ENSG00000170017,ALCAM,0.0002735436331200815,14,-0.3234927035330084,higher rank -> less PD-like,0.36
ENSG00000183166,CALN1,0.0002709981553915008,15,-0.5782279453654515,higher rank -> less PD-like,0.4
ENSG00000162413,KLHL21,0.00027040526315396686,16,0.40072964669736666,higher rank -> more PD-like,0.12
ENSG00000130766,SESN2,0.0002702558627395302,17,0.3675595238095036,higher rank -> more PD-like,0.28
ENSG00000111879,FAM184A,0.00026697784472078903,18,-0.2786098310291706,higher rank -> less PD-like,0.32
ENSG00000003402,CFLAR,0.000261426478743825,19,0.39549731182793535,higher rank -> more PD-like,0.24
ENSG00000101333,PLCB4,0.0002602988398572759,20,0.3832565284177977,higher rank -> more PD-like,0.4
ENSG00000103429,BFAR,0.0002592378243062165,21,0.34311019379585955,higher rank -> more PD-like,0.12
ENSG00000162374,ELAVL4,0.0002580919258634459,22,0.3750960061443726,higher rank -> more PD-like,0.16
ENSG00000145882,PCYOX1L,0.00025146271125578445,23,-0.4152745775729419,higher rank -> less PD-like,0.04
ENSG00000107651,SEC23IP,0.00025142556574599866,24,-0.33292930265095594,higher rank -> less PD-like,0.08
ENSG00000017427,IGF1,0.0002502256496386488,25,0.4029377880184112,higher rank -> more PD-like,0.4
ENSG00000105993,DNAJB6,0.00024926963479792233,26,0.28151739534230136,higher rank -> more PD-like,0.0
ENSG00000099622,CIRBP,0.0002485814933861229,27,-0.3211885560675708,higher rank -> less PD-like,0.08
ENSG00000048540,LMO3,0.0002483903362085417,28,-0.38388056835635387,higher rank -> less PD-like,0.2
ENSG00000132640,BTBD3,0.0002480369833370122,29,-0.4628936251919869,higher rank -> less PD-like,0.16
ENSG00000066933,MYO9A,0.0002474937538764791,30,0.3967501530401774,higher rank -> more PD-like,0.12
ENSG00000177311,ZBTB38,0.00024568642772109965,31,0.22959869431642374,higher rank -> more PD-like,0.12
ENSG00000100227,POLDIP3,0.00024525896661086876,32,0.1729832225734005,higher rank -> more PD-like,0.24
ENSG00000118507,AKAP7,0.00024416600935455867,33,-0.1838517665130468,higher rank -> less PD-like,0.08
ENSG00000136816,TOR1B,0.0002436008087077813,34,-0.3718317972350026,higher rank -> less PD-like,0.24
ENSG00000187398,LUZP2,0.00024260354662869737,35,-0.23051075268815938,higher rank -> less PD-like,0.32
ENSG00000196428,TSC22D2,0.00024238573829425523,36,0.30433947772655784,higher rank -> more PD-like,0.08
ENSG00000188811,NHLRC3,0.00024232969721475116,37,-0.33552149965811495,higher rank -> less PD-like,0.28
ENSG00000135541,AHI1,0.00024176548207335946,38,-0.21826996927802186,higher rank -> less PD-like,0.04
ENSG00000077782,FGFR1,0.00024097321498212405,39,0.3576228878648038,higher rank -> more PD-like,0.24
ENSG00000111912,NCOA7,0.00023945796132276263,40,0.3152399582595094,higher rank -> more PD-like,0.24
ENSG00000187094,CCK,0.00023825913694841913,41,-0.3066233033931196,higher rank -> less PD-like,0.4
ENSG00000147274,RBMX,0.00023747708917441695,42,-0.14823348694315622,higher rank -> less PD-like,0.0
ENSG00000115652,UXS1,0.0002368991844937923,43,0.4252592165898385,higher rank -> more PD-like,0.16
ENSG00000145990,GFOD1,0.0002359734461247131,44,0.36933563748077847,higher rank -> more PD-like,0.08
ENSG00000155849,ELMO1,0.0002356986671762382,45,-0.286098310291843,higher rank -> less PD-like,0.16
ENSG00000152137,HSPB8,0.00023500644966851638,46,0.3693836405529751,higher rank -> more PD-like,0.12
ENSG00000181192,DHTKD1,0.00023422843971844425,47,-0.2525441628264071,higher rank -> less PD-like,0.08
ENSG00000069248,NUP133,0.00023373218353696355,48,-0.10224654377879623,higher rank -> less PD-like,0.0
ENSG00000110172,CHORDC1,0.00023290448957638443,49,0.41743471582178965,higher rank -> more PD-like,0.12
ENSG00000043143,JADE2,0.00023262855161985068,50,0.28014592933946236,higher rank -> more PD-like,0.32
ENSG00000197448,GSTK1,0.00023095612201139298,51,0.4920853985256938,higher rank -> more PD-like,0.36
ENSG00000168002,POLR2G,0.00023079541173792658,52,-0.18620615168092536,higher rank -> less PD-like,0.0
ENSG00000113361,CDH6,0.00022885226162161823,53,0.3309131494231655,higher rank -> more PD-like,0.2
ENSG00000245532,NEAT1,0.00022875407406143397,54,0.38052035330259054,higher rank -> more PD-like,0.12
ENSG00000086589,RBM22,0.0002285692505949456,55,-0.328821044546833,higher rank -> less PD-like,0.08
ENSG00000175497,DPP10,0.00022851550644099246,56,-0.5313940092165608,higher rank -> less PD-like,0.28
ENSG00000089169,RPH3A,0.00022685565458677206,57,0.3822004608294721,higher rank -> more PD-like,0.2
ENSG00000108599,AKAP10,0.0002263523549914949,58,0.24102342549921874,higher rank -> more PD-like,0.16
ENSG00000077684,JADE1,0.00022249442711105418,59,0.383981182597505,higher rank -> more PD-like,0.16
ENSG00000172403,SYNPO2,0.00022223785412509397,60,0.3710157450076602,higher rank -> more PD-like,0.16
ENSG00000115271,GCA,0.0002218523122779665,61,-0.4478206605222489,higher rank -> less PD-like,0.12
ENSG00000113758,DBN1,0.000219478361047548,62,-0.208573348694305,higher rank -> less PD-like,0.16
ENSG00000171723,GPHN,0.00021885643082669804,63,-0.2753936251919972,higher rank -> less PD-like,0.08
ENSG00000156050,FAM161B,0.0002186604663378828,64,0.14895353302610553,higher rank -> more PD-like,0.28
ENSG00000047188,YTHDC2,0.00021784083334109824,65,-0.29349078341012214,higher rank -> less PD-like,0.12
ENSG00000166501,PRKCB,0.0002178127649408216,66,0.3691764876372239,higher rank -> more PD-like,0.12
ENSG00000134324,LPIN1,0.00021657394368106782,67,0.41618663594467764,higher rank -> more PD-like,0.08
ENSG00000117614,SYF2,0.00021584563023152275,68,-0.17674731182794728,higher rank -> less PD-like,0.0
ENSG00000165092,ALDH1A1,0.00021473351906911342,69,-0.34737840078345367,higher rank -> less PD-like,0.16
ENSG00000134283,PPHLN1,0.00021413621164784755,70,-0.46442972350227874,higher rank -> less PD-like,0.16
ENSG00000078328,RBFOX1,0.0002138316958982853,71,0.3293010752687991,higher rank -> more PD-like,0.04
ENSG00000101882,NKAP,0.0002137073533934353,72,-0.2821894464182315,higher rank -> less PD-like,0.04
ENSG00000157600,TMEM164,0.00021297048689216823,73,0.049203149001533386,higher rank -> more PD-like,0.04
ENSG00000136383,ALPK3,0.00021259549762920463,74,0.1952284946236452,higher rank -> more PD-like,0.0
ENSG00000164163,ABCE1,0.00021250783576825906,75,-0.3591109831028989,higher rank -> less PD-like,0.08
ENSG00000136367,ZFHX2,0.00021219816674073193,76,0.25009600614437966,higher rank -> more PD-like,0.16
ENSG00000131504,DIAPH1,0.00021052705211474566,77,0.23742319508447238,higher rank -> more PD-like,0.08
ENSG00000124831,LRRFIP1,0.00021042514856883565,78,0.3250366033146927,higher rank -> more PD-like,0.24
ENSG00000124785,NRN1,0.0002097340369146012,79,-0.3673479184682345,higher rank -> less PD-like,0.24
ENSG00000164330,EBF1,0.00020887545219654819,80,-0.1155433947772594,higher rank -> less PD-like,0.36
ENSG00000070495,JMJD6,0.00020833307427420403,81,0.38080837173577026,higher rank -> more PD-like,0.04
ENSG00000108684,ASIC2,0.00020631546977501502,82,0.02390552995391574,higher rank -> more PD-like,0.12
ENSG00000144619,CNTN4,0.00020610396286768425,83,-0.4207999808288199,higher rank -> less PD-like,0.36
ENSG00000185565,LSAMP,0.00020546732827599013,84,0.4519489247311581,higher rank -> more PD-like,0.0
ENSG00000168591,TMUB2,0.00020538602093424615,85,-0.30707933805178644,higher rank -> less PD-like,0.04
ENSG00000109920,FNBP4,0.0002046418296388799,86,-0.23761805898957997,higher rank -> less PD-like,0.0
ENSG00000022567,SLC45A4,0.00020451780963106847,87,0.3474264044317343,higher rank -> more PD-like,0.2
ENSG00000127527,EPS15L1,0.0002038373468251261,88,0.3642080504133175,higher rank -> more PD-like,0.08
ENSG00000144891,AGTR1,0.00020365346741621937,89,-0.28768241167433145,higher rank -> less PD-like,0.4
ENSG00000231721,LINC-PINT,0.00020343966934553657,90,0.2758529648451759,higher rank -> more PD-like,0.04
ENSG00000171735,CAMTA1,0.00020292156286988642,91,0.3937211981566605,higher rank -> more PD-like,0.24
ENSG00000135298,ADGRB3,0.00020282998785824068,92,-0.4144105222734028,higher rank -> less PD-like,0.16
ENSG00000134986,NREP,0.00020197229011121142,93,-0.22825460829491837,higher rank -> less PD-like,0.16
ENSG00000120697,ALG5,0.000200595368045371,94,-0.2451036866359312,higher rank -> less PD-like,0.0
ENSG00000143013,LMO4,0.00020049691398668293,95,0.4424923195084242,higher rank -> more PD-like,0.16
ENSG00000117625,RCOR3,0.00020032076145100306,96,-0.2025249615975312,higher rank -> less PD-like,0.04
ENSG00000135334,AKIRIN2,0.00020010239026599873,97,0.380328341013804,higher rank -> more PD-like,0.0
ENSG00000120694,HSPH1,0.0001999687523849944,98,0.44172957147921516,higher rank -> more PD-like,0.0
ENSG00000135597,REPS1,0.00019996243519811155,99,-0.19254263325398088,higher rank -> less PD-like,0.0
ENSG00000120885,CLU,0.0001996211232151331,100,0.43217165898615145,higher rank -> more PD-like,0.12
ENSG00000135549,PKIB,0.00019939545757556313,101,0.1923003072196515,higher rank -> more PD-like,0.0
ENSG00000144647,POMGNT2,0.00019913506304988058,102,0.15927419354837835,higher rank -> more PD-like,0.0
ENSG00000033122,LRRC7,0.00019877523029363374,103,-0.21764592933946578,higher rank -> less PD-like,0.04
ENSG00000142892,PIGK,0.00019820743300272633,104,-0.15380184331796393,higher rank -> less PD-like,0.0
ENSG00000117115,PADI2,0.0001980668658401081,105,-0.12720814132103758,higher rank -> less PD-like,0.04
ENSG00000157152,SYN2,0.0001980029519661483,106,0.3227726574500592,higher rank -> more PD-like,0.24
ENSG00000162434,JAK1,0.00019776319302053965,107,0.3299731182795517,higher rank -> more PD-like,0.08
ENSG00000114770,ABCC5,0.00019769597979794063,108,0.2982466667681334,higher rank -> more PD-like,0.12
ENSG00000116918,TSNAX,0.00019760178210080339,109,-0.11011904761904155,higher rank -> less PD-like,0.08
ENSG00000166295,ANAPC16,0.00019689060161669824,110,0.25338725744979756,higher rank -> more PD-like,0.28
ENSG00000184226,PCDH9,0.00019595043273062647,111,-0.1547619047618963,higher rank -> less PD-like,0.12
ENSG00000049759,NEDD4L,0.00019591196690545002,112,0.1815956221198057,higher rank -> more PD-like,0.04
ENSG00000118473,SGIP1,0.00019563495864268526,113,-0.4971198156681755,higher rank -> less PD-like,0.0
ENSG00000137200,CMTR1,0.0001956208894574181,114,-0.329205069124406,higher rank -> less PD-like,0.04
ENSG00000165271,NOL6,0.00019539609426509733,115,-0.3109639016896912,higher rank -> less PD-like,0.04
ENSG00000138036,DYNC2LI1,0.00019494759260602602,116,-0.18269969278032797,higher rank -> less PD-like,0.4
ENSG00000136235,GPNMB,0.00019479381371983293,117,0.505238398154612,higher rank -> more PD-like,0.08
ENSG00000076513,ANKRD13A,0.00019477381186544122,118,-0.24222350230413417,higher rank -> less PD-like,0.16
ENSG00000110958,PTGES3,0.00019465460867284782,119,0.33021313364053484,higher rank -> more PD-like,0.08
ENSG00000110315,RNF141,0.00019387744488241152,120,-0.16345242239586255,higher rank -> less PD-like,0.04
ENSG00000101040,ZMYND8,0.00019266618214893512,121,0.4587653609830779,higher rank -> more PD-like,0.44
ENSG00000150627,WDR17,0.00019144162656335977,122,-0.34713838254205,higher rank -> less PD-like,0.04
ENSG00000009335,UBE3C,0.0001913171552339927,123,-0.18164362519200233,higher rank -> less PD-like,0.04
ENSG00000158555,GDPD5,0.0001910025276721795,124,-0.3881048387096561,higher rank -> less PD-like,0.28
ENSG00000064042,LIMCH1,0.00019021553687922292,125,0.29750261021978225,higher rank -> more PD-like,0.0
ENSG00000156253,RWDD2B,0.00019012457901852178,126,-0.27508490647268447,higher rank -> less PD-like,0.0
ENSG00000115128,SF3B6,0.00018993580895235212,127,-0.18922811059906797,higher rank -> less PD-like,0.0
ENSG00000124535,WRNIP1,0.00018960422169833873,128,0.2382872503840115,higher rank -> more PD-like,0.0
ENSG00000110318,CEP126,0.00018911595838494604,129,0.3808129418109773,higher rank -> more PD-like,0.16
ENSG00000103351,CLUAP1,0.0001884789730388451,130,-0.2637768817204156,higher rank -> less PD-like,0.0
ENSG00000182901,RGS7,0.00018754706061953184,131,-0.3392857142856956,higher rank -> less PD-like,0.08
ENSG00000132164,SLC6A11,0.0001870271676736959,132,-0.06427688504788838,higher rank -> less PD-like,0.08
ENSG00000165813,CCDC186,0.00018695887299633888,133,-0.26972926267279634,higher rank -> less PD-like,0.0
ENSG00000153406,NMRAL1,0.00018665293319334306,134,-0.11151113671274351,higher rank -> less PD-like,0.0
ENSG00000170088,TMEM192,0.00018648359068284458,135,-0.2206221198156561,higher rank -> less PD-like,0.08
ENSG00000198231,DDX42,0.0001863987201241227,136,-0.2632008448540562,higher rank -> less PD-like,0.0
ENSG00000124225,PMEPA1,0.0001857357215565999,137,0.34490207373269993,higher rank -> more PD-like,0.0
ENSG00000153561,RMND5A,0.0001856953913369933,138,0.28526167990819784,higher rank -> more PD-like,0.0
ENSG00000136936,XPA,0.00018540385554435942,139,-0.32104454685098094,higher rank -> less PD-like,0.12
ENSG00000152127,MGAT5,0.00018521859384222855,140,-0.3044834869431477,higher rank -> less PD-like,0.04
ENSG00000160753,RUSC1,0.00018429916839960388,141,0.25591052019947214,higher rank -> more PD-like,0.04
ENSG00000047648,ARHGAP6,0.00018368928264976528,142,0.15245775729645863,higher rank -> more PD-like,0.0
ENSG00000118263,KLF7,0.00018345199951918509,143,0.16278037131993245,higher rank -> more PD-like,0.08
ENSG00000173120,KDM2A,0.00018333208953023175,144,0.2274865591397725,higher rank -> more PD-like,0.0
ENSG00000187098,MITF,0.00018295067224745857,145,0.27424155145927837,higher rank -> more PD-like,0.08
ENSG00000147408,CSGALNACT1,0.00018258835860116387,146,-0.31864439324115,higher rank -> less PD-like,0.28
ENSG00000163630,SYNPR,0.00018255479855240207,147,-0.3852726574500557,higher rank -> less PD-like,0.28
ENSG00000147526,TACC1,0.00018203870382201972,148,0.2265264976958401,higher rank -> more PD-like,0.0
ENSG00000089057,SLC23A2,0.00018159772616556643,149,-0.4022657450076585,higher rank -> less PD-like,0.08
ENSG00000113269,RNF130,0.00018154242721375277,150,0.3368375576036682,higher rank -> more PD-like,0.12
ENSG00000154822,PLCL2,0.00018142344266584563,151,0.39098502304145316,higher rank -> more PD-like,0.0
ENSG00000124596,OARD1,0.0001813920665865472,152,-0.27998127859731825,higher rank -> less PD-like,0.0
ENSG00000140403,DNAJA4,0.00018137305139872618,153,0.25518433179722105,higher rank -> more PD-like,0.0
ENSG00000131323,TRAF3,0.00018133626602949828,154,0.29277425086413095,higher rank -> more PD-like,0.16
ENSG00000162630,B3GALT2,0.00018124731536866897,155,0.25772849462364184,higher rank -> more PD-like,0.08
ENSG00000165655,ZNF503,0.00018117700465865682,156,-0.20958141321043405,higher rank -> less PD-like,0.28
ENSG00000168314,MOBP,0.00018087971144378474,157,-0.22211021505375125,higher rank -> less PD-like,0.0
ENSG00000125144,MT1G,0.0001808312684054266,158,0.3605030721966008,higher rank -> more PD-like,0.04
ENSG00000151461,UPF2,0.00018058394932617326,159,0.23982334869430327,higher rank -> more PD-like,0.08
ENSG00000170899,GSTA4,0.00018037449297738978,160,-0.36847158218123943,higher rank -> less PD-like,0.0
ENSG00000162616,DNAJB4,0.00017960208427045477,161,0.40006240477154736,higher rank -> more PD-like,0.0
ENSG00000164904,ALDH7A1,0.00017958342516971097,162,-0.04195468509984409,higher rank -> less PD-like,0.0
ENSG00000196968,FUT11,0.0001794453550252029,163,-0.16738671274960681,higher rank -> less PD-like,0.0
ENSG00000138386,NAB1,0.00017919591768731868,164,0.24366359447003272,higher rank -> more PD-like,0.04
ENSG00000153234,NR4A2,0.00017850361290975498,165,-0.010752817214881976,higher rank -> less PD-like,0.12
ENSG00000081803,CADPS2,0.00017845784140581468,166,0.4291526156296656,higher rank -> more PD-like,0.08
ENSG00000135838,NPL,0.00017828430624171904,167,-0.20929339477725423,higher rank -> less PD-like,0.08
ENSG00000143321,HDGF,0.00017824663297094428,168,0.4222830261136481,higher rank -> more PD-like,0.0
ENSG00000147324,MFHAS1,0.00017776414308290939,169,0.2824980798770967,higher rank -> more PD-like,0.0
ENSG00000153904,DDAH1,0.00017774000525530473,170,-0.17648541290407893,higher rank -> less PD-like,0.0
ENSG00000100504,PYGL,0.00017721949375699557,171,-0.3282450076804736,higher rank -> less PD-like,0.04
ENSG00000121579,NAA50,0.00017721583141319406,172,0.16853878648232568,higher rank -> more PD-like,0.04
ENSG00000109501,WFS1,0.00017718554704928812,173,0.10973502304146865,higher rank -> more PD-like,0.0
ENSG00000182919,C11orf54,0.00017690544073124156,174,-0.2988671274961433,higher rank -> less PD-like,0.04
ENSG00000066557,LRRC40,0.00017573371544044706,175,-0.446433929010726,higher rank -> less PD-like,0.16
ENSG00000184349,EFNA5,0.00017571041124509094,176,0.29488287250382406,higher rank -> more PD-like,0.04
ENSG00000112294,ALDH5A1,0.0001752208814080383,177,-0.10325460829492525,higher rank -> less PD-like,0.04
ENSG00000019995,ZRANB1,0.00017520235432620605,178,0.31355606758830856,higher rank -> more PD-like,0.2
ENSG00000151806,GUF1,0.00017505982191728348,179,-0.12639208909369504,higher rank -> less PD-like,0.24
ENSG00000177054,ZDHHC13,0.00017480002455573122,180,-0.05393209884339255,higher rank -> less PD-like,0.04
ENSG00000113141,IK,0.0001747632466059404,181,-0.3349174347158035,higher rank -> less PD-like,0.0
ENSG00000130224,LRCH2,0.0001747427968991596,182,-0.2907546082949149,higher rank -> less PD-like,0.04
ENSG00000166073,GPR176,0.00017461342400421442,183,-0.06019585253455889,higher rank -> less PD-like,0.0
ENSG00000145390,USP53,0.00017369186068503964,184,-0.23007872503838983,higher rank -> less PD-like,0.0
ENSG00000110693,SOX6,0.0001736878887961318,185,-0.34658218125958157,higher rank -> less PD-like,0.32
ENSG00000059145,UNKL,0.00017352451198534034,186,0.1783314132104357,higher rank -> more PD-like,0.08
ENSG00000183114,FAM43B,0.00017329676806116702,187,0.06101190476190141,higher rank -> more PD-like,0.0
ENSG00000123178,SPRYD7,0.00017317221290360585,188,-0.3714957757296265,higher rank -> less PD-like,0.04
ENSG00000135503,ACVR1B,0.00017307806693868776,189,-0.05438748079876813,higher rank -> less PD-like,0.0
ENSG00000119707,RBM25,0.00017304018375640393,190,0.018193382698394107,higher rank -> more PD-like,0.0
ENSG00000119938,PPP1R3C,0.00017291877401637276,191,0.23867127496158444,higher rank -> more PD-like,0.04
ENSG00000063322,MED29,0.00017291749450508784,192,-0.3096678187403824,higher rank -> less PD-like,0.0
ENSG00000079156,OSBPL6,0.00017278276423624326,193,0.25945971895730907,higher rank -> more PD-like,0.0
ENSG00000165300,SLITRK5,0.00017256889199172476,194,-0.4244962617464355,higher rank -> less PD-like,0.04
ENSG00000213079,SCAF8,0.00017228599585559915,195,-0.191868279569882,higher rank -> less PD-like,0.0
ENSG00000139174,PRICKLE1,0.00017209823301189922,196,0.3328052995391522,higher rank -> more PD-like,0.28
ENSG00000116754,SRSF11,0.0001720292027075712,197,-0.2308467741935357,higher rank -> less PD-like,0.04
ENSG00000151490,PTPRO,0.00017201821129177755,198,0.2440505478591969,higher rank -> more PD-like,0.04
ENSG00000069509,FUNDC1,0.00017130648684833037,199,-0.3545026881720236,higher rank -> less PD-like,0.0
ENSG00000148672,GLUD1,0.00017121479071460674,200,-0.26219278033792726,higher rank -> less PD-like,0.16
ENSG00000022355,GABRA1,0.00017076710985850432,201,-0.16421850998463,higher rank -> less PD-like,0.12
ENSG00000137766,UNC13C,0.00017020608358189,202,-0.39280913978492465,higher rank -> less PD-like,0.12
ENSG00000111249,CUX2,0.00017018316310803036,203,0.09125384024577074,higher rank -> more PD-like,0.24
ENSG00000139874,SSTR1,0.00016985325189115092,204,-0.5314420122887574,higher rank -> less PD-like,0.4
ENSG00000168264,IRF2BP2,0.00016968648283074904,205,0.14384465837135968,higher rank -> more PD-like,0.0
ENSG00000129128,SPCS3,0.00016966693624316664,206,-0.31044331910147943,higher rank -> less PD-like,0.04
ENSG00000155827,RNF20,0.00016939685499456648,207,-0.31859639016895336,higher rank -> less PD-like,0.04
ENSG00000117152,RGS4,0.00016938215259201448,208,0.03684280005545507,higher rank -> more PD-like,0.08
ENSG00000100100,PIK3IP1,0.00016920571290260012,209,-0.062476748237361275,higher rank -> less PD-like,0.0
ENSG00000101391,CDK5RAP1,0.00016901895497699484,210,-0.23846384653918087,higher rank -> less PD-like,0.0
ENSG00000168214,RBPJ,0.0001689063336351912,211,0.34019777265743145,higher rank -> more PD-like,0.04
ENSG00000065911,MTHFD2,0.00016883806906556415,212,0.25828362957443135,higher rank -> more PD-like,0.04
ENSG00000101464,PIGU,0.00016867697931943878,213,-0.3205645161290147,higher rank -> less PD-like,0.04
ENSG00000100908,EMC9,0.00016820034489732437,214,-0.2043970814131993,higher rank -> less PD-like,0.0
ENSG00000127334,DYRK2,0.0001680561701953245,215,0.09735023041474121,higher rank -> more PD-like,0.04
ENSG00000127952,STYXL1,0.0001675894345414086,216,0.0935579877112084,higher rank -> more PD-like,0.0
ENSG00000120533,ENY2,0.00016753310113333357,217,-0.3131720430107355,higher rank -> less PD-like,0.0
ENSG00000124160,NCOA5,0.00016750664561591004,218,0.27762909983156275,higher rank -> more PD-like,0.04
ENSG00000166908,PIP4K2C,0.0001674913113940307,219,0.3317492319508267,higher rank -> more PD-like,0.0
ENSG00000112419,PHACTR2,0.00016734411090852904,220,0.3837411643561015,higher rank -> more PD-like,0.0
ENSG00000196470,SIAH1,0.00016723730482751602,221,0.22806259600613182,higher rank -> more PD-like,0.0
ENSG00000114805,PLCH1,0.0001671691163777334,222,-0.13181643625191292,higher rank -> less PD-like,0.0
ENSG00000176055,MBLAC2,0.0001670845121378489,223,-0.39290514592931797,higher rank -> less PD-like,0.12
ENSG00000134905,CARS2,0.0001667051417755117,224,0.3205645161290148,higher rank -> more PD-like,0.08
ENSG00000169375,SIN3A,0.00016651277777647585,225,-0.2533602150537495,higher rank -> less PD-like,0.04
ENSG00000137815,RTF1,0.00016623894835059757,226,-0.34524223843496143,higher rank -> less PD-like,0.04
ENSG00000164742,ADCY1,0.00016619252213289737,227,0.06202071357869439,higher rank -> more PD-like,0.0
ENSG00000143106,PSMA5,0.00016608918601505532,228,-0.32390461677418003,higher rank -> less PD-like,0.04
ENSG00000119820,YIPF4,0.00016576558196997808,229,-0.024721878864572486,higher rank -> less PD-like,0.12
ENSG00000243156,MICAL3,0.00016528749912568107,230,0.14064900153609056,higher rank -> more PD-like,0.0
ENSG00000178425,NT5DC1,0.00016514169442771536,231,-0.24495967741934146,higher rank -> less PD-like,0.24
ENSG00000103264,FBXO31,0.00016509475012214736,232,0.08184622031863312,higher rank -> more PD-like,0.08
ENSG00000105793,GTPBP10,0.00016469224557118554,233,-0.14151305683562976,higher rank -> less PD-like,0.0
ENSG00000152223,EPG5,0.00016449203470488287,234,-0.08842165898617026,higher rank -> less PD-like,0.04
ENSG00000215218,UBE2QL1,0.00016444347158899793,235,0.20778379158311047,higher rank -> more PD-like,0.0
ENSG00000100632,ERH,0.00016432793666820676,236,0.0004800307219661719,higher rank -> more PD-like,0.0
ENSG00000145242,EPHA5,0.0001640839968643738,237,0.038306451612901096,higher rank -> more PD-like,0.08
ENSG00000127980,PEX1,0.0001639584355023938,238,-0.15337165625691065,higher rank -> less PD-like,0.0
ENSG00000164751,PEX2,0.00016389105665791853,239,-0.22472907942620576,higher rank -> less PD-like,0.0
ENSG00000168395,ING5,0.0001637374055208923,240,-0.23689800426536908,higher rank -> less PD-like,0.04
ENSG00000167614,TTYH1,0.00016367065944761388,241,-0.05409946236558843,higher rank -> less PD-like,0.04
ENSG00000117676,RPS6KA1,0.00016365861807347823,242,-0.1937403993855501,higher rank -> less PD-like,0.0
ENSG00000110713,NUP98,0.00016360422521106277,243,0.24301846942116134,higher rank -> more PD-like,0.0
ENSG00000113068,PFDN1,0.00016352721518306286,244,-0.22619047619046379,higher rank -> less PD-like,0.0
ENSG00000100591,AHSA1,0.00016328860454415967,245,0.5042242703532751,higher rank -> more PD-like,0.0
ENSG00000144724,PTPRG,0.00016324110706618638,246,0.22652921623673294,higher rank -> more PD-like,0.04
ENSG00000186432,KPNA4,0.00016299796826075384,247,0.2153417818740281,higher rank -> more PD-like,0.0
ENSG00000166228,PCBD1,0.00016286730038071298,248,0.20967741935482723,higher rank -> more PD-like,0.0
ENSG00000137177,KIF13A,0.00016275451440959002,249,-0.052876653160705035,higher rank -> less PD-like,0.04
ENSG00000134294,SLC38A2,0.00016274477472974494,250,0.38656874039936434,higher rank -> more PD-like,0.04
ENSG00000145864,GABRB2,0.00016262213095515933,251,-0.087701612903221,higher rank -> less PD-like,0.32
ENSG00000128581,IFT22,0.00016212689293300378,252,-0.13796248515879853,higher rank -> less PD-like,0.0
ENSG00000263753,LINC00667,0.0001620391795033631,253,-0.2075172811059794,higher rank -> less PD-like,0.04
ENSG00000169641,LUZP1,0.00016185012635807597,254,0.24294354838708346,higher rank -> more PD-like,0.04
ENSG00000140374,ETFA,0.00016175389712778793,255,-0.2718959269198669,higher rank -> less PD-like,0.0
ENSG00000153187,HNRNPU,0.00016113212879302432,256,0.35834293394775296,higher rank -> more PD-like,0.0
ENSG00000165732,DDX21,0.00016090690933492037,257,0.10114247311827405,higher rank -> more PD-like,0.04
ENSG00000144218,AFF3,0.00016089545346546018,258,-0.218125960061432,higher rank -> less PD-like,0.08
ENSG00000128573,FOXP2,0.000160787967942143,259,0.1724750384024483,higher rank -> more PD-like,0.0
ENSG00000116147,TNR,0.00016057683337331282,260,-0.07718986643540296,higher rank -> less PD-like,0.0
ENSG00000069667,RORA,0.0001603269060546746,261,0.005136328725038133,higher rank -> more PD-like,0.08
ENSG00000173065,FAM222B,0.0001601903204721098,262,0.07666090629799886,higher rank -> more PD-like,0.0
ENSG00000168280,KIF5C,0.00016004790368750373,263,0.3304051459293214,higher rank -> more PD-like,0.0
ENSG00000100811,YY1,0.00015972192009601157,264,0.4169066820276269,higher rank -> more PD-like,0.0
ENSG00000173114,LRRN3,0.00015968463091796566,265,-0.25412826420889545,higher rank -> less PD-like,0.04
ENSG00000114439,BBX,0.00015963452849142895,266,0.29680299539168886,higher rank -> more PD-like,0.0
