auc,acc_0.5,acc_oob,bal_oob
0.5757575757575758,0.5714285714285714,0.49206349206349204,0.48484848484848486
0.43232323232323233,0.4126984126984127,0.5238095238095238,0.5045454545454545
0.40606060606060607,0.4603174603174603,0.47619047619047616,0.46818181818181814
0.6368686868686868,0.5714285714285714,0.5555555555555556,0.5454545454545454
0.4666666666666667,0.5079365079365079,0.5555555555555556,0.5378787878787878
0.5621212121212121,0.5714285714285714,0.5396825396825397,0.5257575757575758
0.5464646464646465,0.4444444444444444,0.5238095238095238,0.5318181818181817
0.5393939393939394,0.5714285714285714,0.3968253968253968,0.3909090909090909
0.30858585858585863,0.38095238095238093,0.42857142857142855,0.4242424242424242
0.609090909090909,0.5555555555555556,0.47619047619047616,0.4772727272727273
0.5535353535353535,0.5714285714285714,0.5396825396825397,0.5424242424242425
0.44696969696969696,0.49206349206349204,0.4444444444444444,0.44999999999999996
0.36969696969696964,0.42857142857142855,0.4603174603174603,0.4575757575757576
0.4333333333333333,0.49206349206349204,0.3492063492063492,0.353030303030303
0.5196969696969697,0.5238095238095238,0.49206349206349204,0.47727272727272724
0.4313131313131313,0.5079365079365079,0.42857142857142855,0.42878787878787883
0.37878787878787873,0.38095238095238093,0.49206349206349204,0.47575757575757577
0.3974747474747475,0.47619047619047616,0.42857142857142855,0.42878787878787883
0.5156565656565656,0.5238095238095238,0.49206349206349204,0.5015151515151515
0.5166666666666666,0.5396825396825397,0.42857142857142855,0.4318181818181818
0.502020202020202,0.49206349206349204,0.47619047619047616,0.47575757575757577
0.3257575757575757,0.3492063492063492,0.4603174603174603,0.4484848484848485
0.5722222222222222,0.5714285714285714,0.47619047619047616,0.47424242424242424
0.3606060606060606,0.42857142857142855,0.38095238095238093,0.3787878787878788
0.6414141414141414,0.5714285714285714,0.5714285714285714,0.5606060606060606
0.6196969696969696,0.6031746031746031,0.5555555555555556,0.5484848484848486
0.5136363636363637,0.5555555555555556,0.4444444444444444,0.44696969696969696
0.5414141414141413,0.49206349206349204,0.5079365079365079,0.509090909090909
0.5606060606060606,0.6031746031746031,0.4603174603174603,0.4606060606060606
0.4828282828282828,0.49206349206349204,0.4444444444444444,0.44545454545454544
0.6166666666666667,0.6349206349206349,0.6031746031746031,0.5954545454545455
0.5409090909090909,0.47619047619047616,0.5079365079365079,0.4863636363636364
0.4363636363636364,0.4603174603174603,0.4444444444444444,0.4363636363636364
0.4116161616161616,0.3968253968253968,0.4126984126984127,0.40303030303030307
0.46111111111111114,0.49206349206349204,0.49206349206349204,0.4833333333333333
0.502020202020202,0.5396825396825397,0.5079365079365079,0.4909090909090909
0.5121212121212121,0.49206349206349204,0.4603174603174603,0.45151515151515154
0.3883838383838384,0.4603174603174603,0.42857142857142855,0.4257575757575758
0.39343434343434347,0.4603174603174603,0.3968253968253968,0.3939393939393939
0.5545454545454546,0.5555555555555556,0.5238095238095238,0.503030303030303
0.5606060606060607,0.5555555555555556,0.5079365079365079,0.5
0.5464646464646464,0.49206349206349204,0.49206349206349204,0.4939393939393939
0.46060606060606063,0.42857142857142855,0.4603174603174603,0.4545454545454546
0.5166666666666666,0.5238095238095238,0.4603174603174603,0.4575757575757576
0.5792929292929293,0.5555555555555556,0.5396825396825397,0.5272727272727272
0.5202020202020201,0.5396825396825397,0.5396825396825397,0.5348484848484849
