,Oligodendrocytes,Astrocytes,Microglia,Excitatory,OPCs,Endothelial cells,Inhibitory,Pericytes,Ependymal,GABA,CADPS2+ neurons,DaNs
ENSG00000189275,0.011256164,0.0,0.0,0.056287896,0.0,0.0,0.0,0.16408044,5.1410823,0.0,0.0,0.0
ENSG00000189283,1456.6359,1094.0082,1361.8497,695.9563,872.43713,437.6004,725.3954,344.98767,1058.8645,269.5749,133.18666,818.1872
ENSG00000189292,1.8875523,0.18417224,0.89754045,0.62898964,0.23356314,0.14888567,0.20346507,0.07886625,0.0,0.0,2.0515513,0.7543731
ENSG00000189298,5.175441,4.473119,4.9300795,6.8460536,3.5302737,5.579646,6.4474826,4.4990954,5.0855336,6.256089,1.2567804,6.832273
ENSG00000189306,22.036982,15.189581,20.92331,18.472769,13.035953,33.83975,18.140375,33.339394,14.457922,17.388918,1.2567804,19.06341
ENSG00000189308,73.8209,30.04087,40.312805,31.885658,24.289099,40.022327,36.24434,34.69039,17.693367,33.074757,47.58655,37.57653
ENSG00000189316,0.03772794,0.95843524,0.41372177,0.9369064,0.09505561,0.05933514,2.6511993,0.0,0.45824283,0.6733262,0.0,0.37718654
ENSG00000189320,0.19967645,0.08531011,0.1553572,0.16281326,0.18333808,0.33051372,0.08718706,0.74651617,0.41086453,0.09953587,0.0,0.0
ENSG00000189325,0.011256164,0.03445344,0.0,0.08041128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000189334,0.14872043,0.61324,0.0,0.0,0.0,0.14888567,0.12567909,0.0,3.5404186,0.0,0.0,0.0
ENSG00000189337,432.92755,507.7072,69.022804,2150.4182,1986.0802,40.2157,2466.515,215.65767,1836.2051,1715.8547,1574.6697,2362.5186
ENSG00000189339,26.085632,27.06584,19.927631,27.372093,19.363874,14.952712,25.766691,18.579353,24.60699,19.557095,39.610622,12.349797
ENSG00000189350,1.3367363,265.37186,3.8593066,17.633253,34.706455,2.610418,16.072071,15.9996395,809.8477,15.76389,0.0,14.429727
ENSG00000189362,5.304262,3.0892243,11.570872,0.95016056,10.922032,6.2939606,1.8334458,17.444382,3.0522616,1.9872668,0.0,1.6382135
ENSG00000189366,0.4829428,0.852295,0.08339408,1.5174793,0.6371688,0.0,0.8304861,0.039433125,0.0,1.5622112,0.0,0.0
ENSG00000189369,2.8169043,4.312183,3.7722251,11.463393,10.645715,3.7892494,13.256845,7.970657,2.5854635,7.124082,2.5135608,13.513058
ENSG00000189375,0.3182375,0.17231093,0.47815427,0.31368876,0.0,0.089550525,0.31144682,0.40159866,0.23448887,0.053813983,0.0,0.0
ENSG00000189376,5.7119765,9.490211,7.770244,5.200344,7.0745225,12.118081,6.775224,8.675007,16.224768,14.411267,3.3083317,7.381434
ENSG00000189377,0.66905904,0.98525167,1.171706,0.88252157,1.1552078,0.15477213,0.9420084,0.0,2.2570653,0.7104484,0.0,0.37718654
ENSG00000189401,0.0,0.021546518,0.013899013,0.008793748,0.0,0.0,0.01038001,0.0,0.0,0.0,0.0,0.0
ENSG00000189403,298.5119,369.35886,160.31334,313.15396,255.09068,207.93846,312.49908,240.45314,459.5751,337.86667,266.4542,275.48203
ENSG00000189409,0.95830745,2.1041646,0.9527659,3.6225271,0.38607883,0.70409524,4.365149,0.8798164,0.9137478,3.9626908,0.0,1.5087461
ENSG00000189410,0.10404534,0.25697258,0.11737671,8.467183,0.33759916,0.0,7.934575,0.070252694,0.0,8.2490635,0.0,2.446309
ENSG00000189419,0.24492626,0.81041545,0.16834804,1.1644241,1.9228517,0.06362467,0.693346,2.0895662,0.2683944,0.30953056,0.0,1.2610269
ENSG00000189420,0.09632612,1.0572255,0.93643224,1.7874761,2.1780317,1.6511455,2.1140273,15.000708,0.7480855,8.286167,0.0,4.138245
ENSG00000189430,0.17180592,0.14092955,0.07670591,0.1112592,0.15916838,0.031812336,0.1464391,0.0,0.10273205,0.37191552,0.0,0.0
ENSG00000189431,0.0,0.20748544,0.34194818,0.008793748,0.0,0.0,0.0,0.0,1.9471658,0.0,0.0,0.0
ENSG00000196071,3.4585557,0.10336032,0.14147194,3.6563537,0.74991244,0.031812336,4.2602606,0.0,0.0,1.6459458,0.0,3.631591
ENSG00000196072,16.566986,9.44307,21.265123,17.700525,13.233845,11.454232,19.47331,13.619784,4.8652897,16.205097,11.848759,18.782862
ENSG00000196074,8.889654,38.421116,14.737696,15.606915,26.514673,40.459854,13.050007,27.979876,9.42049,23.92014,25.979343,15.023341
ENSG00000196081,0.7626488,0.74467885,0.71424305,0.45161894,0.3696043,0.92657715,0.83040637,0.16408044,0.22375397,0.7386223,2.0515513,1.1852821
ENSG00000196083,2.9551537,21.7074,218.13623,41.326088,222.4641,30.914446,21.024208,19.270176,11.887499,1.8372494,7.7456565,84.11238
ENSG00000196090,6.528937,61.610153,12.276676,614.9436,423.64978,5.6982656,532.7984,3.842781,16.933935,908.7282,11.801189,136.40111
ENSG00000196091,1.48485,144.41685,5.395075,1.3494719,2.2513955,6.970814,2.9462526,8.961106,25.842327,0.9123231,4.667599,0.37718654
ENSG00000196092,0.6068493,1.392047,0.75798374,6.9782486,1.1258091,1.0909854,23.403633,0.44739434,1.9400098,1.7114236,0.0,8.836457
ENSG00000196096,1.0449204,1.0006185,0.08162162,1.4422609,0.50513476,0.0,1.5397251,0.0,1.5286458,0.5712463,0.0,4.3102193
ENSG00000196104,1596.7571,77.371445,122.66552,523.7137,399.3504,322.56668,756.01917,95.75224,15.153279,443.7788,19.029919,1085.1787
ENSG00000196109,10.201095,1.0511464,1.0884821,5.7200403,2.975663,2.1393473,5.4331565,6.412672,0.09199717,1.171325,0.0,15.48708
ENSG00000196110,6.6805162,7.5655446,5.9331684,7.184648,8.804075,8.136002,7.217314,7.7671022,7.296937,5.621045,10.211647,8.965925
ENSG00000196116,38.904453,16.258278,92.943344,25.161913,26.129272,50.119507,24.49359,46.65503,13.719502,17.181482,17.670652,29.604963
ENSG00000196118,0.35514447,3.1366234,2.1484072,7.0508227,1.3737226,0.65693396,7.9338713,0.8798126,23.891342,5.745244,0.0,9.860981
ENSG00000196119,0.20625366,0.20074934,0.18041645,2.0418177,0.16526794,0.33480322,1.023869,1.0017463,0.0,0.392186,0.0,0.0
ENSG00000196123,13.212103,30.785658,7.5215573,24.999525,20.675686,6.7811494,25.537104,11.438946,27.559805,15.853128,17.33789,12.782245
ENSG00000196126,0.9626844,2.881669,302.19656,1.3816273,0.8486707,84.731834,2.379337,30.212313,1.8217268,0.8068105,12.365686,0.7543731
ENSG00000196132,0.7971348,3.2319076,1.9238095,30.578947,321.96338,0.6095682,30.560589,0.7950979,1.616613,51.833576,139.85556,26.60755
ENSG00000196139,0.25009298,12.764316,0.49192294,2.9750984,8.349585,38.927223,3.3531282,30.625982,8.322509,3.5521393,3.8728282,0.0
ENSG00000196141,132.56972,214.25284,95.613205,150.11778,164.34776,192.60341,182.21825,294.11896,271.86035,112.23002,79.30472,236.69243
ENSG00000196150,7.1742,11.546494,12.753002,21.413206,15.026785,10.265424,23.348433,11.947464,10.478554,16.806927,24.287315,18.384783
ENSG00000196151,60.695812,70.27309,67.00959,55.783463,69.826324,47.57333,61.400578,39.36516,81.71386,52.471325,83.08526,57.32318
ENSG00000196152,4.454174,5.876505,8.669479,4.325974,4.2149396,7.930133,4.596011,8.636634,7.52933,2.3972356,5.1296086,7.9418106
ENSG00000196154,1.1523578,2.1497052,39.644688,0.20819746,0.12991525,4.4876785,0.17236406,5.8198543,0.6395208,0.39814347,6.7191505,0.0
ENSG00000196155,4.4327917,2.1646347,1.1163462,1.218254,0.034833178,0.34453177,1.364193,2.1598094,1.3812734,0.57892203,0.0,0.37718654
ENSG00000196159,52.315186,25.505835,5.9829717,32.47123,9.959158,333.38153,29.311338,105.896576,19.528997,2.4509664,0.0,91.958374
ENSG00000196166,0.2177853,0.94741225,0.5739089,0.6447275,2.5483754,0.5317111,0.7501135,0.19633351,0.0,1.2886869,0.0,0.37718654
ENSG00000196167,0.26505807,4.7796035,0.051893257,0.92308575,0.93935126,0.2003365,0.8990829,0.5361881,31.651495,0.0,0.0,0.0
ENSG00000196169,30.1629,5.8106384,3.3965676,0.60648996,108.06289,2.6478207,0.7841774,1.2034398,49.21694,0.18414381,6.4413066,0.37718654
ENSG00000196172,4.9895415,3.7267807,5.5865912,11.743651,10.531643,6.145152,12.808885,2.0981724,3.7765574,14.222003,11.801189,9.581562
ENSG00000196177,61.751675,53.464733,26.847979,66.88205,41.862778,24.741503,64.32591,23.691984,41.660072,59.410267,80.72624,60.285824
ENSG00000196182,24.601807,46.200863,55.450462,31.805292,18.442198,39.25906,34.47674,53.245487,50.76316,26.075909,22.957664,49.23997
ENSG00000196187,320.9723,54.228085,64.79612,3.7066698,8.224084,40.014446,3.0759299,47.56053,49.525295,3.481371,33.61337,7.004248
ENSG00000196189,1.4989333,22.268442,6.6079636,24.69179,0.91810036,3.4167473,21.590925,2.7986176,4.5379143,19.24888,2.6160479,17.060762
ENSG00000196196,0.11459768,0.34730816,0.08162162,0.40419003,0.17110956,42.674026,0.2773877,18.208702,2.1931832,0.16144195,6.4413066,0.0
ENSG00000196199,128.2481,105.39271,130.31033,225.7997,132.58488,128.00064,229.90993,129.28197,101.047935,187.48312,156.65121,228.98058
ENSG00000196208,48.617138,63.772327,5.656626,62.11188,19.415094,6.0650997,64.40988,10.721312,13.779783,5.6950736,7.18116,63.142147
ENSG00000196209,0.20941634,1.1032413,117.87259,0.36532497,0.10190637,3.4572136,0.27195445,0.5792506,0.0,0.52847326,1.2567804,0.0
ENSG00000196214,18.784739,17.513426,32.33128,17.293242,15.164762,23.974987,18.181547,17.671003,16.291077,13.542943,5.8218923,18.956373
ENSG00000196218,3.676376,83.22165,300.78778,72.93026,30.576918,4.0934343,73.884575,11.250876,39.202137,57.47978,34.48101,66.48505
ENSG00000196220,202.21315,367.00986,318.10614,369.7703,308.05975,10.641524,387.0886,14.380611,546.1121,485.05475,873.57275,418.1547
ENSG00000196227,44.57044,45.38908,30.859673,50.490707,31.457153,19.796553,56.424137,31.435247,28.193844,57.858253,42.329155,27.048136
ENSG00000196230,55.68694,28.235113,67.592354,120.033516,35.13819,213.75504,136.60689,190.27153,15.827182,71.08954,38.037567,95.386696
ENSG00000196233,315.39383,229.47878,349.8865,208.52861,221.00365,190.96547,227.78033,223.93095,138.37108,293.95163,378.52405,218.58083
ENSG00000196235,43.51334,58.319347,43.4779,49.934444,36.66868,58.18883,50.67061,57.801353,42.1239,43.027157,46.864647,35.7582
ENSG00000196236,56.692604,69.174095,42.031704,35.97083,37.708397,33.439827,31.772026,44.07592,135.40945,31.291698,7.18116,46.40526
ENSG00000196247,26.615812,18.582123,39.34692,10.025733,23.837975,22.814547,12.252209,16.255629,19.268667,12.272931,4.565112,5.1403375
ENSG00000196260,0.3252649,0.4021407,0.03799424,0.044041082,0.6658974,0.0,0.08270809,0.27466476,0.10273205,0.026906991,0.0,0.0
ENSG00000196262,122.66333,38.782074,78.920395,111.430534,66.38911,174.16968,145.15082,214.7525,35.438526,141.67488,78.02852,77.16462
ENSG00000196263,48.612686,38.5527,11.99783,25.217463,29.73686,14.555261,26.22829,25.105572,36.138477,22.590626,11.0539875,32.60003
ENSG00000196267,5.74411,6.740849,9.262188,7.3266616,7.1084213,14.38232,8.217779,8.686321,3.4067504,3.7651858,8.437941,8.0933
ENSG00000196268,40.29625,22.903505,18.700375,34.712116,37.12528,18.4713,35.294846,16.747791,11.679436,29.373632,60.79026,27.374674
ENSG00000196273,0.0,0.0,0.0,0.16945373,0.0,0.0,0.116258785,0.0,0.0,0.0,0.0,0.0
ENSG00000196275,34.401203,32.0685,21.316673,9.486657,21.778383,2.689257,11.058123,19.190474,50.006653,14.230945,5.9243793,5.0441074
ENSG00000196277,17.433882,29.216877,12.85123,1364.6481,1435.0461,9.007228,1090.4542,5.2960086,8.813314,786.53613,0.0,461.93738
ENSG00000196284,262.35135,183.37744,307.4429,403.14902,271.92368,116.60781,390.9548,251.99608,133.76582,334.90216,337.5807,369.46542
ENSG00000196290,7.9342556,4.3699017,9.843682,7.858092,4.032741,4.7108965,8.612812,8.344401,5.4703803,6.9426475,14.981734,4.3859644
ENSG00000196296,3.349871,4.1188526,1.9713929,2.611741,1.3494338,0.8094347,2.0350857,0.5248406,6.3542757,1.8238341,7.6980867,5.1403375
ENSG00000196305,65.770485,65.92404,83.66341,76.94137,62.760143,61.947403,79.65949,77.512314,79.19132,70.98208,96.47891,69.81366
ENSG00000196312,132.23297,110.102196,184.68248,104.178246,106.90037,89.248726,98.26972,84.796455,109.04299,109.73088,103.95587,83.52225
ENSG00000196313,60.493336,62.01322,102.97956,81.00827,58.17086,74.215996,85.178925,100.89175,40.449615,79.48892,89.958954,86.97726
ENSG00000196323,124.17154,63.571835,97.680595,75.40816,74.87815,87.99081,79.35873,96.40735,53.248302,93.404495,141.81662,72.8648
ENSG00000196329,0.053390242,0.03445344,2.7220063,0.0,0.18333808,14.161076,0.0,4.04114,0.0,0.0,0.0,0.0
ENSG00000196335,13.25084,2.3233232,3.742852,4.5768886,5.7093153,1.2530057,5.0394406,2.842969,1.8304234,11.705437,12.263199,2.1448672
ENSG00000196338,44.872166,29.159924,6.186603,22.889778,113.53735,1.4799727,21.246674,1.5957943,7.5034285,17.97012,22.80761,23.860207
ENSG00000196344,0.0212592,0.06376359,0.0,0.0,0.0,0.0,0.08270809,0.27466476,0.0,0.0,0.0,0.0
ENSG00000196345,8.014449,6.739464,4.4194984,6.424565,10.795272,1.021417,7.234404,4.539806,8.06829,10.966421,4.565112,7.834366
ENSG00000196350,0.10437531,0.23643042,0.0,0.51286745,0.0665272,0.0,0.43408918,0.36041394,0.0,0.026906991,0.0,2.3925865
ENSG00000196352,84.29615,8.684169,49.037907,32.114857,11.181463,77.45954,39.77854,23.936531,23.384626,27.44133,47.069626,35.972683
ENSG00000196353,4.6763797,5.823631,13.848303,288.12112,8.509838,4.658439,172.78833,2.8656585,6.4256277,553.09875,0.0,70.89426
ENSG00000196357,110.361885,30.411455,32.939957,39.065628,36.3305,28.167414,40.746117,27.859346,21.545261,33.948765,53.305958,41.620083
ENSG00000196358,37.889416,47.486645,11.481199,18.85024,24.16103,1.3819884,8.72942,15.2395935,30.920795,2.7838833,4.667599,4.892618
ENSG00000196361,337.48352,81.72987,21.924791,206.44606,107.75495,13.338739,228.57794,110.7918,25.097229,338.21497,206.09488,222.53601
ENSG00000196363,22.592402,24.205988,23.105087,28.399529,19.537111,20.525532,26.282293,24.887236,21.171587,19.045877,24.90673,35.682865
ENSG00000196365,26.543932,31.904747,28.128191,27.794386,19.012396,21.548414,36.066097,34.397327,31.764029,31.000286,17.495295,31.381918
ENSG00000196366,0.23833825,0.12698847,0.0,0.2817633,0.091942765,0.5195477,0.31016475,0.0,2.9251819,0.053813983,0.0,1.2610269
ENSG00000196367,99.713036,108.62412,113.4548,94.93338,99.73931,82.482414,92.76401,116.44775,96.59105,98.42036,177.5796,90.37695
ENSG00000196368,0.18394046,1.5009757,0.29874346,12.202856,5.185028,0.3232963,12.332879,1.0697836,1.3231817,5.3953066,0.0,7.5866466
ENSG00000196369,10.468549,16.101503,944.1614,65.606514,35.740765,183.49802,80.21645,84.432755,56.180565,60.51908,259.38895,56.419266
ENSG00000196372,10.178834,13.5502615,11.938464,13.535003,11.908117,7.941837,14.354936,12.131797,9.243175,17.277756,9.335198,11.595424
ENSG00000196376,6.9398403,160.11226,18.75525,440.29114,1513.6593,9.455085,479.13895,58.70505,58.054523,285.6621,35.562435,778.8491
ENSG00000196378,8.409593,5.659994,4.413371,7.605736,6.1415205,3.5621622,8.743458,9.715646,4.458015,8.3927,12.873805,5.3880563
ENSG00000196387,18.501549,14.224551,17.527277,14.425434,16.284859,14.5385065,12.674963,20.010664,11.598185,13.624674,19.316572,15.528458
ENSG00000196388,1.394997,2.8729854,0.5659686,0.88998467,0.75386566,2.395267,1.6933746,1.0828046,3.1005154,0.7032696,0.0,0.0
ENSG00000196391,6.561751,14.680942,0.46889374,16.177593,6.4161067,2.1020062,16.123772,2.1226912,7.1040597,16.454594,31.291656,19.958466
ENSG00000196396,52.209385,42.92306,116.86475,59.81824,48.23892,118.12173,61.151894,113.73321,67.514145,48.95159,56.22947,57.634304
ENSG00000196405,145.87073,61.79163,328.9407,294.23358,156.80908,148.52177,299.85745,115.00777,10.335451,367.1738,234.7686,355.95865
ENSG00000196407,0.0067999517,0.021546518,0.0,0.017587496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000196408,0.16828252,0.63845813,0.19335145,1.1922128,0.4528623,0.0,0.93661684,0.15634999,0.09199717,1.23923,2.0515513,3.2006824
ENSG00000196411,1.4392962,4.1517634,1.1865462,0.55324817,1.1549035,44.657074,0.604349,17.87307,5.2211866,0.5917547,0.0,1.1852821
ENSG00000196415,0.036735907,0.048050348,0.4543068,0.49527347,0.0,0.0,0.5397103,0.0,0.6444222,0.26833537,0.0,0.0
ENSG00000196417,28.034975,13.556886,23.040817,16.646706,15.876193,15.548659,18.963732,20.68253,13.276045,19.113443,41.63687,23.569572
ENSG00000196418,16.389357,12.302418,152.27394,22.577736,32.12885,30.08537,28.417717,27.635962,16.119703,34.2112,17.290321,22.007103
ENSG00000196419,54.79574,39.725246,61.944374,52.025295,43.669346,83.9791,55.97064,112.68882,44.844185,58.96283,62.79121,43.421
ENSG00000196421,1.7843684,2.1866326,0.42906886,2.7730577,1.5603452,2.100159,2.4882762,0.8630639,0.0,3.2873673,2.0515513,0.0
ENSG00000196422,2.5165913,9.066547,5.1998415,10.46693,6.947756,5.8737745,13.436533,6.8156524,13.5672455,7.9615974,0.0,7.059508
ENSG00000196428,123.45171,192.62401,203.69533,103.74102,85.102104,143.86734,113.69646,177.01236,238.30281,108.04897,141.1258,91.34582
ENSG00000196431,0.026464783,0.046416387,1.1773719,0.07958304,0.0,0.0,0.043500926,0.0,0.13175681,0.0,0.0,0.0
ENSG00000196433,0.68448454,0.65460324,0.3685771,1.1125522,0.81986135,0.32798672,0.7807789,0.0,0.6056153,0.4398604,0.0,0.7543731
ENSG00000196436,9.184178,9.548613,7.0258336,7.213562,7.238123,3.9046059,7.752701,3.1117296,5.929765,3.7611554,3.3083317,4.407986
ENSG00000196437,30.302385,24.645704,21.779236,30.717857,23.842592,29.875452,31.541685,21.92389,28.773712,22.99755,20.748709,26.888506
ENSG00000196440,78.69194,83.66264,78.42132,78.69056,108.19961,87.58255,84.31684,109.968216,87.150345,74.195724,45.554413,65.73994
ENSG00000196449,4.2809377,2.3124683,4.3801374,2.5680206,3.1447096,10.201456,4.726029,9.731335,1.5871948,4.5214415,4.667599,1.5624686
ENSG00000196453,8.413604,8.319053,9.433451,13.304489,11.823086,9.264122,14.729782,15.8393955,12.546869,10.968808,4.565112,7.985855
ENSG00000196455,35.090157,28.989595,37.897705,32.540047,27.445057,35.59659,34.428707,34.32934,34.81858,30.021175,24.90673,19.107862
ENSG00000196456,8.909399,5.515195,3.2569413,1.4654619,6.354535,2.7098203,2.367448,7.811476,8.378096,2.515495,0.0,1.2610269
ENSG00000196459,13.6523075,11.265641,17.048744,20.27883,21.10248,15.181864,19.084658,15.168442,20.063887,15.219625,25.471226,15.949689
ENSG00000196460,1.9377713,3.0306525,0.4956043,11.595518,2.153473,2.438796,12.974814,2.298444,7.7695723,3.0679936,1.2567804,5.7007136
ENSG00000196465,7.5105267,22.14329,5.275273,30.050722,19.3976,14.093994,31.948036,15.882172,15.046982,28.568317,26.903362,14.733113
ENSG00000196470,35.663937,26.851727,51.907284,21.000582,32.22315,42.242294,23.365007,41.79736,16.568314,16.92772,46.38469,19.91596
ENSG00000196476,5.76156,22.709206,12.65185,9.126352,4.084295,3.90085,7.585961,6.6641355,97.23211,8.417654,1.2567804,15.001319
ENSG00000196482,192.22388,388.37228,77.241295,291.23798,349.01306,16.545128,385.5867,58.550793,293.7661,298.827,69.47782,210.68384
ENSG00000196497,1.1831254,1.6809497,0.29858658,0.8688089,1.1721042,0.94836634,0.57093376,0.5506966,2.0506277,0.34905633,1.2567804,0.0
ENSG00000196498,151.26544,115.52727,287.23816,108.17283,320.44025,134.46611,108.80219,247.45897,126.09165,70.29655,164.88559,122.99439
ENSG00000196502,7.482103,43.117077,8.825007,52.760387,42.235226,19.45917,52.81306,15.368859,26.662533,49.561134,61.9013,33.903973
ENSG00000196503,1.9060886,1.413264,0.61701405,4.6951265,2.4521112,0.6734282,4.6000648,0.7750337,8.52054,1.5920544,2.5135608,3.1469595
ENSG00000196504,80.236336,83.614494,113.92314,71.989265,69.92358,107.06409,67.14735,105.85517,82.50612,63.900475,111.50098,51.621338
ENSG00000196505,35.483006,40.109962,93.96262,56.238808,44.764072,56.216183,58.460854,48.442955,31.52895,42.650494,54.40084,49.32652
ENSG00000196507,24.933199,13.838459,13.932545,30.333923,18.437704,21.801472,37.320274,16.266167,13.378179,23.856764,19.491928,26.44679
ENSG00000196510,36.902267,26.036598,42.04216,31.087511,34.13914,29.590063,34.869133,41.047104,20.642939,23.827,42.736244,31.456123
ENSG00000196511,46.203995,56.49995,331.63937,77.43771,57.560013,157.5353,82.09583,55.236313,31.52741,43.07606,110.21857,53.671513
ENSG00000196517,83.13898,72.18552,7.113277,5.6287293,18.415155,3.0966866,6.5714965,5.529267,39.3525,6.2117567,4.667599,8.470487
ENSG00000196526,9.749894,11.735439,24.413885,35.650394,206.08592,40.20966,40.75844,48.982433,13.950293,25.927216,19.499277,26.003128
ENSG00000196531,50.35637,41.779354,97.225784,27.346254,48.114502,106.9971,34.40724,112.254875,38.028175,25.6327,58.24259,19.518288
ENSG00000196535,93.655464,49.884823,63.935215,29.738691,35.36941,34.47393,32.04481,35.82891,24.860817,33.84151,54.332462,20.562887
ENSG00000196542,0.17824648,0.40153217,0.19335145,14.147619,3.4850197,7.1249313,13.351239,3.4605296,0.78105974,2.6294084,12.771318,11.595424
ENSG00000196544,4.630994,3.4534452,4.6603174,1.4805024,2.9012213,9.461022,2.3422117,9.617921,2.411705,5.6650076,1.2567804,1.5624686
ENSG00000196547,105.13245,27.977924,18.453352,29.387995,29.510078,27.315937,29.342815,25.66413,19.76319,23.722116,26.16351,38.653236
ENSG00000196549,0.9512095,1.0157324,1.3768086,8.293798,1.3713367,0.18069799,10.747733,0.532622,1.2558496,2.055479,6.4413066,0.37718654
ENSG00000196550,0.15700336,0.09972465,4.3780036,0.37389287,0.17479467,0.87460464,0.35252085,0.23576665,0.0,0.26185614,0.0,0.0
ENSG00000196553,0.8482557,1.1147975,0.8216248,4.5538807,2.4428606,0.5556495,2.3306985,0.31409788,1.5543683,0.8476738,0.0,1.6382135
ENSG00000196557,0.107696645,0.57317597,0.2989359,11.169227,0.59452766,0.31379473,7.6972427,25.711376,1.0161879,0.8699943,0.0,10.981326
ENSG00000196562,1.444264,22.61022,11.45573,33.708843,365.4739,328.6072,29.373137,114.5197,34.776756,8.836128,0.0,27.510744
ENSG00000196566,0.15761289,0.3787842,0.404027,0.077528976,0.30291817,0.1967214,0.16950826,0.841762,0.5126654,0.0,0.0,9.482257
ENSG00000196569,208.39853,145.27667,28.078217,11.364758,16.881102,235.09464,15.245174,2604.7341,97.07222,7.7482314,8.492858,8.243252
ENSG00000196576,3.9491804,80.88609,77.06202,22.539528,18.29503,31.661705,25.077038,60.93234,94.17987,14.021235,103.037735,14.871852
ENSG00000196581,48.975113,8.989478,4.848622,59.013943,132.97527,5.5347958,63.122593,10.285488,7.3510427,32.368404,0.0,163.6023
ENSG00000196584,3.0077798,3.2689238,1.7930537,2.9903839,2.7140515,0.11867028,4.3163896,0.6445454,10.73052,2.059343,3.8728282,2.6515212
ENSG00000196586,443.24158,224.32294,99.08992,169.72816,237.13817,298.6758,172.06398,333.58948,120.978806,168.18591,147.00114,159.55144
ENSG00000196588,154.42609,142.83301,281.90384,144.30438,124.975494,250.16391,125.94924,273.8325,158.7399,157.5826,203.26314,196.48412
ENSG00000196591,44.13837,23.458935,59.34436,44.15857,36.623627,48.83574,38.997765,53.042374,25.530796,35.200787,43.372154,35.09079
ENSG00000196597,81.40211,64.31871,68.13902,69.32463,77.664635,49.432156,76.81314,61.815613,51.82732,84.14892,96.115074,70.298294
ENSG00000196600,0.18952316,0.16610612,0.07670591,0.5906816,0.29160556,0.14259832,0.24281597,0.10968582,0.0,0.15723683,0.0,0.7543731
ENSG00000196604,0.06510734,0.059025582,0.14147194,0.10894628,0.0,0.0,0.16572206,0.16408044,0.5029254,0.026906991,0.0,0.0
ENSG00000196605,20.208982,38.212162,187.78282,39.30955,18.871254,15.850186,39.066944,40.213974,63.1591,21.89819,41.70974,50.769196
ENSG00000196611,0.10708313,0.17280127,0.20426507,0.049780603,0.0,0.0,0.0,0.0,0.0,0.026906991,6.4413066,0.0
ENSG00000196616,0.059915695,0.14645337,0.13721767,0.08840924,0.0,4.880026,0.01038001,61.330917,0.0,0.026906991,0.0,0.0
ENSG00000196620,0.039615095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000196628,694.51874,757.03204,632.063,201.47412,1162.5249,1850.7727,301.1836,1198.0205,795.05896,48.399414,1442.4539,197.73427
ENSG00000196632,28.370302,30.122272,20.54505,43.002842,71.74696,2.2828512,52.567184,14.094787,31.943048,46.395092,8.437941,48.185284
ENSG00000196634,0.02602794,0.05599996,0.0,0.046901584,0.118908376,0.12295981,0.062124025,0.0,0.0,0.09953587,0.0,0.0
ENSG00000196636,21.473288,17.57031,35.04219,13.837775,11.051304,16.849037,13.2497835,15.340118,20.064434,10.634933,2.0515513,19.032118
ENSG00000196639,0.92544365,28.893066,8.945916,12.473952,5.8944135,25.389381,11.586448,5.975371,22.440294,63.10247,1.2567804,3.9330328
ENSG00000196642,75.257866,70.07625,56.21565,96.21247,38.21465,60.43562,100.49321,80.10383,82.41689,75.67626,138.35341,60.933155
ENSG00000196646,9.427833,8.995936,18.1028,9.525014,9.739474,12.363979,11.359647,17.159243,16.045965,7.1744356,23.039343,5.0220857
ENSG00000196652,14.488108,18.265934,12.034043,12.967986,11.947861,11.7143545,15.082519,14.147654,15.258029,19.696346,19.389442,12.608731
ENSG00000196653,4.355721,6.3457537,5.348451,6.7432103,6.49404,5.181731,8.9707575,10.010884,9.651205,7.451413,12.772778,5.0441074
ENSG00000196655,16.361797,8.635591,13.850869,11.733111,12.978252,25.569159,13.066967,26.316841,7.3472886,11.626206,4.667599,5.2918267
ENSG00000196659,2.2627962,3.5427315,0.75336224,2.0647085,2.0187683,1.3910081,1.1479892,1.3420953,12.135827,0.4167591,0.0,1.9396553
ENSG00000196660,4.377285,43.591843,4.3510175,38.091194,10.025692,9.065115,37.156986,641.4175,12.702828,4.0131345,4.1031027,31.135735
ENSG00000196663,253.48125,103.42913,64.3606,66.91269,53.191616,54.583717,56.469826,55.687912,76.29189,44.952454,92.93884,64.20032
ENSG00000196664,0.16651767,0.5577228,69.10289,0.2351504,0.20402522,0.42006424,0.103332,0.0,0.0,0.49767932,0.0,0.8838403
ENSG00000196666,0.0,0.66918,0.5267111,0.008240252,0.05238117,0.0,0.08270809,0.0,0.4001512,0.026906991,0.0,0.0
ENSG00000196670,10.937606,10.270222,17.517109,8.9084835,8.901542,17.501562,9.61959,12.957015,8.395102,11.985418,7.8734436,9.095392
ENSG00000196678,18.931654,23.87124,12.507041,12.889663,14.549438,3.0986822,16.302485,12.525979,18.18747,7.6276293,3.8728282,7.0799923
ENSG00000196683,39.910706,31.470709,37.602627,16.023113,28.944506,76.141426,22.954016,88.47401,24.300787,15.812866,45.423706,12.566224
ENSG00000196684,0.87158066,0.64331365,1.5344583,0.5824354,0.28750756,0.9488124,1.0999767,0.82363075,0.8315328,0.6774018,11.108906,2.3705642
