,Oligodendrocytes,Astrocytes,Microglia,Excitatory,OPCs,Endothelial cells,Inhibitory,Pericytes,Ependymal,GABA,CADPS2+ neurons,DaNs
ENSG00000000003,0.69228905,35.714397,0.81439054,2.4100573,10.239212,11.314964,3.209534,21.921423,32.682198,1.7132629,0.0,2.5220537
ENSG00000000005,0.0,0.08618607,0.0,0.047455076,0.09508209,0.0,0.0,0.0,0.26351362,0.0,0.0,1.5624686
ENSG00000000419,38.33564,41.34329,40.192276,51.14714,33.425278,43.426952,49.439796,42.947403,33.33942,49.350685,48.216568,45.251675
ENSG00000000457,17.928574,26.880713,26.606127,18.628359,24.159801,22.886671,16.54166,18.46256,17.626385,18.319088,11.181776,18.579187
ENSG00000000460,21.873026,15.121578,36.517918,16.256008,12.306085,15.484851,15.671491,13.563343,9.977503,12.384306,26.855793,10.863072
ENSG00000000938,0.26071426,0.48206788,38.358425,0.23170608,0.7986667,123.76285,0.32828963,31.916515,0.0,0.78997284,3.8728282,0.8838403
ENSG00000000971,0.5264032,0.84493786,1.6166135,0.9979908,0.95843434,574.8826,0.73463386,436.7284,2.2582684,0.3425771,0.0,0.8838403
ENSG00000001036,14.730652,11.075669,28.759706,11.489787,5.0144343,6.407953,13.611117,17.969465,7.5452294,10.977218,2.0515513,10.162423
ENSG00000001084,91.89824,101.58408,57.099766,39.55671,51.609524,47.536472,38.669426,60.909523,62.906013,57.047447,30.32299,40.87498
ENSG00000001167,22.83293,13.622259,36.8614,6.9108963,10.889044,32.535072,5.6453476,25.514746,16.1172,6.559175,8.492858,9.450557
ENSG00000001460,26.772186,15.5351715,12.408719,23.42233,11.588867,4.5360117,28.889467,1.873051,66.52879,37.817932,24.90673,19.05414
ENSG00000001461,152.84091,31.68825,51.149326,50.94556,55.183975,18.359901,65.050606,10.770553,28.41034,68.90089,210.11458,78.97286
ENSG00000001497,20.199629,18.43992,16.700527,21.239977,18.167439,14.801365,19.8469,22.343937,17.592224,11.589132,31.960102,11.930103
ENSG00000001561,110.631935,37.93871,20.63189,23.560106,28.210186,42.130398,27.209187,18.160765,40.898884,16.67748,5.9243793,26.69451
ENSG00000001617,0.2685252,0.45155108,1.2286543,11.21631,0.29075736,103.80578,3.6122339,34.78744,0.0,9.532039,0.0,2.3168418
ENSG00000001626,49.42495,4.5552325,14.795706,10.077925,21.554192,6.747612,9.359164,2.6317456,1.931061,5.4152794,3.770341,0.7543731
ENSG00000001629,586.0045,213.90215,214.54073,306.01593,267.11536,194.99037,320.57376,181.94139,126.98248,230.1669,285.53882,349.59787
ENSG00000001630,1.3718688,0.8241654,0.0,0.6176457,0.96046066,0.12136286,0.8898283,0.039433125,0.0,0.37033463,0.0,0.0
ENSG00000001631,124.460175,74.51922,98.23415,93.32351,79.258896,98.9616,104.5675,117.834206,90.52004,85.50642,112.147156,84.914696
ENSG00000002016,44.237778,51.909866,37.907352,41.656384,39.263798,18.16324,44.952213,23.758095,53.784046,31.00607,39.31662,51.103878
ENSG00000002330,18.283495,13.032821,7.9328504,14.652246,11.659381,30.331856,13.825517,43.119354,15.5112095,21.373524,12.771318,9.052886
ENSG00000002549,22.504387,23.87312,107.73327,9.490508,11.287417,115.408806,9.502226,43.326145,17.303934,7.6648126,8.492858,5.032892
ENSG00000002586,1.8928208,125.631615,86.65899,5.1547756,4.8146167,140.48625,2.7750223,119.459694,214.55132,1.6740347,2.0515513,3.0174923
ENSG00000002587,0.28807652,6.0170093,12.666037,12.795707,121.110954,6.633229,10.459217,14.751429,4.8999243,3.8044086,95.7735,9.829281
ENSG00000002726,0.06609864,0.41334188,0.43119457,0.063942775,0.13324785,0.14888567,0.039184902,0.070252694,1.3505424,0.52669317,0.0,0.0
ENSG00000002745,0.15959586,0.129031,0.24652778,0.78456306,0.0,0.089550525,0.44245264,0.7161267,9.395958,0.12644286,0.0,0.0
ENSG00000002746,2.5526338,10.173005,5.0146456,493.39502,470.89462,2.7018964,364.65805,11.734277,1.2080139,19.176916,314.52512,509.01172
ENSG00000002822,73.01356,40.39299,138.65688,38.9499,44.34199,61.416763,36.817207,55.439457,37.82537,34.00544,86.132126,45.467693
ENSG00000002834,8.901839,44.38889,70.90327,35.1536,23.780146,93.131584,38.681698,100.115654,26.275715,60.115192,21.700886,55.37973
ENSG00000002919,12.061794,6.202473,18.324287,6.8526325,4.8531113,11.365695,7.0249906,15.832767,6.7205267,9.720484,5.3598833,10.615354
ENSG00000002933,0.30574965,14.877085,23.16702,1.9536277,5.3499455,2.505253,0.5260318,8.761115,2.1108558,4.1880693,0.0,0.8838403
ENSG00000003056,23.217257,21.72473,61.628357,28.527977,21.843653,35.84348,33.8602,45.66227,25.922073,31.334824,14.952117,25.638695
ENSG00000003096,16.175482,48.837452,3.5269103,82.70676,95.58186,6.5053515,60.86951,50.352787,80.08412,132.08888,5.2320957,149.05939
ENSG00000003137,0.1829576,2.675218,0.34870735,1.1380891,5.5891223,0.3747268,1.0305098,0.7863794,0.13175681,0.026906991,5.8218923,1.1852821
ENSG00000003147,1.3082635,2.4105043,30.51892,123.0458,65.042816,129.81131,119.30781,34.860916,7.7213097,152.00497,122.00982,53.851223
ENSG00000003249,4.67319,6.395546,0.6759973,12.988624,6.780371,3.586122,12.652969,0.40073016,2.6930969,11.7944145,9.002437,7.273989
ENSG00000003393,49.45276,40.32544,35.720703,77.419174,51.176147,68.85459,88.29407,61.88246,83.46248,70.215775,389.8897,91.33039
ENSG00000003400,1.3258132,1.8728799,54.206276,0.61594146,0.78341466,137.07146,0.30500633,40.624214,7.0715523,1.512673,0.0,0.8838403
ENSG00000003402,83.57155,84.232086,276.58072,39.392715,54.81631,636.26306,29.264404,344.88498,143.00748,35.846397,138.32379,32.784756
ENSG00000003436,0.6289683,1.3323065,0.41993234,0.6743852,0.48336974,69.419365,0.5684993,424.1471,10.068262,0.28873533,0.0,0.0
ENSG00000003509,20.02192,19.840683,24.99069,48.42706,25.47628,25.774809,50.925186,21.469824,10.571602,39.94544,47.99364,47.538357
ENSG00000003756,149.11044,113.05917,149.68205,125.38149,138.53177,140.63585,115.41445,162.97192,115.73159,114.09208,141.15396,116.337166
ENSG00000003987,195.79585,12.69941,17.067204,140.35808,114.49333,4.6419706,139.66566,5.036788,13.602165,95.251755,183.13542,111.358
ENSG00000003989,5.8393025,82.7841,2.2931638,5.270197,20.832434,1.4231269,5.330217,5.366389,50.458107,0.13453497,2.6160479,1.7676806
ENSG00000004059,12.828902,11.048072,13.66445,12.289637,14.070129,25.143688,16.325333,29.747046,15.4500675,7.09672,9.232712,5.216082
ENSG00000004139,26.688316,39.959442,27.716076,56.80077,52.899704,15.3299265,54.62637,28.597624,35.416313,54.21682,50.507202,55.759583
ENSG00000004142,12.859686,17.937752,13.967037,18.137363,12.627344,17.886917,22.738495,34.15323,11.318968,15.287268,15.721587,16.58581
ENSG00000004399,70.90661,41.212254,80.09809,1.8762791,2.4506516,103.09304,0.8126791,117.626564,12.779119,0.85516393,0.0,1.5624686
ENSG00000004455,34.920063,31.420427,51.593678,22.253517,31.754152,46.74791,19.943861,39.73488,28.490967,20.346716,20.008856,20.411398
ENSG00000004468,2.47641,119.35123,2.0314937,0.78793335,1.1270508,4.3548517,0.75407225,89.11245,19.492208,0.6267538,0.0,0.0
ENSG00000004478,38.98131,27.154936,34.558662,37.044613,23.498045,80.14366,47.503677,74.82596,29.591503,33.927067,15.054604,27.232864
ENSG00000004487,34.736908,43.787834,53.17435,88.02343,70.30637,56.603428,83.41019,57.912655,60.496407,71.594444,64.3526,84.06061
ENSG00000004534,261.62082,336.6274,434.94827,275.64148,249.03473,333.21133,278.31003,360.6755,389.00882,268.4015,280.56683,288.10706
ENSG00000004660,2.0351298,43.02771,39.47824,45.67197,3.5121582,4.919556,38.08133,4.859586,4.880788,28.69992,60.304413,44.08688
ENSG00000004700,20.596794,12.689722,42.649128,15.22562,10.686204,62.068607,19.156725,47.80023,8.12536,12.554233,23.085453,10.012471
ENSG00000004766,99.27827,73.54986,130.85109,111.983246,94.69919,89.746185,116.8661,89.27868,60.479942,103.737915,105.52599,104.85999
ENSG00000004776,0.30287898,8.064655,0.027798027,0.68589514,0.5348513,3.3204863,0.36954078,4.933421,8.11722,0.0,0.0,0.0
ENSG00000004777,37.002106,12.838443,7.438879,26.075306,22.622679,4.273079,23.23741,10.822823,8.981749,24.317856,11.848759,10.992541
ENSG00000004779,14.928162,15.500637,12.982743,14.363465,13.598931,29.49191,20.404552,33.81283,26.33819,12.559215,20.23913,13.385127
ENSG00000004799,120.792595,181.70514,42.450825,2.1031208,49.183384,81.55029,3.8340735,122.04507,123.84377,1.6684784,2.6160479,6.8542957
ENSG00000004809,0.67808896,0.12862244,0.13333917,0.13438226,0.12747434,0.0,0.21230116,0.0,0.2054641,0.026906991,0.0,0.8838403
ENSG00000004838,3.0745828,4.941781,2.2134993,2.5259573,1.0938423,1.6414524,0.8518097,1.6666487,139.11021,0.13032983,2.0515513,0.0
ENSG00000004846,1.0154389,1.087976,0.6111314,0.96839434,1.0838109,0.7516966,1.597897,0.5792506,0.67925894,0.9583559,3.8728282,0.8838403
ENSG00000004848,0.0,1.4313728,0.091642134,1.4409751,0.07439477,0.0,13.218426,0.0,11.695162,0.0,0.0,1.7676806
ENSG00000004864,585.6148,146.78688,270.1426,72.918365,76.312614,121.11472,85.28594,120.57726,202.51167,94.13453,103.33751,81.35383
ENSG00000004866,67.33087,324.79294,68.85532,212.23407,182.10388,153.01143,220.57542,131.50255,147.61267,109.3136,597.3424,308.0013
ENSG00000004897,125.46868,109.866356,179.00435,169.7047,129.66652,200.68379,168.24892,175.76076,99.90734,157.02519,198.97296,172.92921
ENSG00000004939,0.3504752,0.567544,0.95803475,0.424708,0.1934703,0.55320007,0.6908505,0.16496354,0.09199717,0.18025684,2.5135608,0.0
ENSG00000004948,0.27258965,0.25797695,8.575927,12.588254,0.48459923,0.9488124,24.48687,0.17219457,0.50809395,0.13032983,0.0,2.2631195
ENSG00000004961,1.9688488,2.3682764,3.6149902,3.8622246,2.744641,7.514551,5.5976567,6.905213,1.9903717,2.5974839,2.0515513,4.2139897
ENSG00000004975,15.32599,18.07113,14.630738,13.313262,15.88605,13.602231,14.586616,12.313513,16.926117,16.997122,15.721587,8.0395775
ENSG00000005001,0.0,0.0,0.0,0.06504257,0.0,0.0,0.02076002,0.0,0.0,0.0,0.0,1.1852821
ENSG00000005007,30.8185,24.007017,47.38001,28.890505,19.06726,45.685017,32.34825,36.51334,27.074493,30.80618,39.16656,23.397598
ENSG00000005020,22.40077,30.77361,690.12427,88.391304,4.7498784,144.72006,81.365616,35.529793,6.080792,28.12376,40.62832,92.46697
ENSG00000005022,14.562567,9.775295,14.2253,7.0860577,14.841019,39.898262,17.3988,42.569244,8.509975,11.750851,2.0515513,4.0845222
ENSG00000005059,22.823769,10.902106,59.801773,7.01384,4.940309,17.452644,5.9255147,18.352358,27.297901,3.789611,1.2567804,6.0887074
ENSG00000005075,19.626535,21.349457,14.490704,9.432894,17.037617,33.082916,11.918445,36.4012,21.388687,10.570009,3.3083317,8.318997
ENSG00000005100,9.750156,5.326144,5.6706896,6.163481,6.745804,5.1195316,7.347914,8.132309,3.3720448,7.132982,0.0,4.3322415
ENSG00000005102,0.6114401,0.354188,0.2812176,0.64044183,0.8865023,0.7081196,1.2909355,0.086097285,1.0025498,0.32214934,0.0,0.7543731
ENSG00000005108,23.25483,298.8473,6.7334247,301.71637,361.18835,845.4928,311.0607,230.15138,46.809364,164.48979,1.2567804,313.4867
ENSG00000005156,10.324543,9.757005,11.832351,11.68663,10.3462715,14.463541,12.705691,10.5436735,9.070381,13.824946,18.059792,14.063756
ENSG00000005175,27.178972,26.225452,41.69642,31.686872,20.225502,23.557426,32.231327,16.741188,28.905865,30.886496,33.788727,23.527063
ENSG00000005187,5.0360093,3.5947387,5.3109417,4.286878,3.514981,6.100349,5.2600408,9.302326,3.7434037,2.7238486,0.0,6.2181745
ENSG00000005189,1.0329877,3.4053538,3.2226195,5.1629877,4.841151,0.41873333,6.230037,2.9850924,2.777265,3.081515,4.667599,6.0999227
ENSG00000005194,13.483611,17.716326,13.03617,21.5328,17.335752,13.296378,23.928839,15.88451,10.990351,18.218025,13.622467,27.911493
ENSG00000005206,54.42718,114.50474,24.081726,44.128963,45.88472,24.284052,45.42526,23.803682,84.52812,29.261036,27.650564,39.83038
ENSG00000005238,19.21035,31.344288,20.844578,13.099624,7.9558473,15.931396,15.291032,14.682696,15.291018,8.594523,2.6160479,11.671169
ENSG00000005243,3.3178284,10.588557,1.8400458,0.732672,0.31667784,13.357014,0.6503673,11.476675,2.6715655,0.0,0.0,0.7543731
ENSG00000005249,10.772567,22.973883,5.485238,96.23322,55.978443,15.394398,97.30917,26.095087,26.59441,37.989544,24.724024,145.19621
ENSG00000005302,9.829143,8.718102,39.54622,9.068368,6.637428,39.77893,11.617771,18.099598,8.884494,10.9968,23.269617,11.595424
ENSG00000005339,154.41888,213.72914,283.37784,122.21458,194.88033,218.52153,128.03131,223.35736,197.2775,154.56645,199.30147,119.40106
ENSG00000005379,1.2007264,65.4666,3.1140158,64.284035,57.063717,1.9988055,54.886295,2.3719933,86.2366,101.340096,35.165947,74.8972
ENSG00000005381,0.08723863,0.8770119,0.0,0.31312373,0.22887574,0.031812336,0.48813054,0.0,0.0,0.96745956,0.0,0.0
ENSG00000005421,0.22245726,10.590784,0.103477694,0.57284147,7.4803495,0.6995788,0.5584516,0.4410318,3.830339,0.25571656,1.2567804,0.37718654
ENSG00000005436,80.51862,70.07923,47.383274,71.557304,87.61242,53.076122,71.76227,61.18147,64.22845,40.355755,60.224194,62.85346
ENSG00000005448,3.259417,1.4015721,1.9857688,6.6950526,2.8712425,8.034164,7.2182193,14.2047825,29.648233,3.67796,8.492858,5.345549
ENSG00000005469,14.3720255,21.156746,24.867548,16.393932,20.865583,23.745607,17.164555,25.289522,30.122051,15.218654,12.310768,16.13288
ENSG00000005471,0.2559553,0.19435126,16.69381,2.6716921,0.66677815,14.193867,0.77407545,5.0101795,0.7680609,0.49221882,1.2567804,0.8838403
ENSG00000005483,311.7372,190.10103,363.30975,215.6124,300.1532,499.2744,224.0793,389.3113,165.49005,284.59244,300.96518,210.90651
ENSG00000005486,25.288063,39.796837,13.913692,138.14288,28.114347,36.192883,145.46434,48.450596,70.94684,98.68106,13.622467,73.34635
ENSG00000005513,102.417145,21.290178,12.350458,4.5288815,237.32715,11.384033,2.2716148,5.5651116,6.3582983,1.3882227,2.5135608,1.1852821
ENSG00000005700,181.63225,88.60268,148.8131,118.725784,95.44387,103.64961,119.43073,100.89239,103.556435,88.12816,105.75195,109.22434
ENSG00000005801,38.12859,21.578825,37.393875,34.77415,38.11716,26.478924,41.49573,21.791576,16.40236,46.81994,12.541043,39.236767
ENSG00000005810,273.01077,261.77438,735.2776,572.2443,453.25247,271.68857,625.5135,385.68994,540.38855,448.69116,450.4842,546.37213
ENSG00000005812,59.62134,43.270596,53.839993,37.324074,49.988,61.668358,43.961834,101.41963,40.639687,47.565105,52.83514,34.76579
ENSG00000005844,2.2169473,3.8287337,80.73596,3.7250793,1.3439059,3.593338,3.9854302,3.2955801,4.4558554,0.7322719,5.2320957,2.1448672
ENSG00000005882,15.779803,25.00583,4.212786,22.148235,12.26965,11.899278,24.372503,18.393087,10.159668,21.704317,56.89213,11.994633
ENSG00000005884,0.74286896,23.93095,1.2494732,42.467926,10.455186,15.0485525,44.285275,28.97818,47.835663,20.508303,44.73142,43.23627
ENSG00000005889,45.377136,49.073387,99.391266,34.05748,44.87422,89.22352,33.90817,91.49261,64.119,34.20559,75.106476,28.138725
ENSG00000005893,545.5604,152.36987,118.47949,31.148592,83.18033,73.30411,31.947649,66.23788,84.757545,27.36181,34.94302,37.459408
ENSG00000005961,7.221365,2.3549683,1.3258989,11.018051,9.7100725,2.9148798,12.13269,2.406792,1.6411178,7.772973,12.413256,8.686505
ENSG00000005981,1.8728253,9.87594,0.16926996,1.2265601,3.5570183,0.7464845,0.9964028,2.7436519,4.1146464,0.026906991,0.0,45.2841
ENSG00000006007,37.433277,15.49741,18.289534,14.6733,12.647781,12.190369,16.527212,14.244311,11.9779415,17.044987,11.848759,10.959302
ENSG00000006015,23.02461,18.970055,31.46209,23.855406,16.024576,30.649248,28.475838,43.424675,11.066737,17.864704,10.719767,7.360949
ENSG00000006016,7.5855575,18.649668,8.123053,15.074184,8.604519,7.9960637,16.962551,5.2290816,115.27002,10.5280285,26.11594,5.334334
ENSG00000006025,12.220918,14.172652,13.849807,12.04917,11.528939,17.845575,11.988409,12.987596,7.149541,8.42458,3.8728282,10.054977
ENSG00000006042,200.10806,11.710733,14.670587,2.8107107,7.6432705,4.342825,2.5294497,19.762869,14.592344,8.540682,8.954867,2.7697732
ENSG00000006047,0.0,1.2620022,0.091642134,0.3526026,0.0,0.0,0.023082154,0.086097285,0.0,0.69820213,0.0,0.0
ENSG00000006062,13.4553,95.56755,128.12572,23.480867,27.601713,48.906784,23.840479,36.274227,85.05007,18.383596,12.772778,15.809414
ENSG00000006071,12.46658,36.51555,1.860196,49.862717,111.00662,1.768241,49.527344,8.460154,7.465528,9.303438,120.59087,62.731724
ENSG00000006116,0.9322649,2.231722,0.89003295,43.701454,1.4622096,0.2734424,76.00713,0.31409788,0.2683944,17.00831,2.0515513,117.05831
ENSG00000006118,2.6044915,138.86754,3.1252296,44.507076,17.086857,20.864096,58.176987,17.016098,22.24554,65.047646,15.619101,39.48756
ENSG00000006125,100.70005,99.71411,122.7065,122.80053,105.02288,168.41537,124.109085,167.28603,70.91033,115.65852,121.02915,105.91929
ENSG00000006128,0.8069824,1.5879669,1.2826399,98.66543,0.74216634,0.5741408,65.82518,0.8167688,0.09199717,15.5972595,0.0,26.467997
ENSG00000006194,12.70452,16.534391,36.988533,11.623751,12.396621,20.730698,10.927459,39.05243,11.427011,6.9736657,21.42304,10.35642
ENSG00000006210,0.49733028,22.824257,0.57530326,38.815132,8.789458,53.762753,47.75507,16.297453,12.154208,52.76467,2.5135608,19.08584
ENSG00000006282,3.7913947,23.434198,13.58967,18.500723,10.43044,13.767361,21.132835,8.355099,11.838049,7.666311,13.9003105,16.079155
ENSG00000006283,0.30707487,0.92415565,0.71547467,42.359726,23.189499,0.276135,57.43556,0.43154976,2.1973598,129.15005,2.0515513,38.4511
ENSG00000006327,0.58692586,2.0833182,5.5103283,1.0521767,2.0703628,12.589685,1.868969,16.959793,6.541552,0.026906991,1.2567804,1.1852821
ENSG00000006377,0.021392578,0.04695642,0.0,1.2557687,0.0,0.031812336,4.7523637,0.0,0.0,0.0,0.0,0.0
ENSG00000006432,1.1947918,12.035034,16.060509,73.243454,16.345705,0.38170892,89.671234,0.5869656,20.012463,72.18172,161.19243,108.58515
ENSG00000006451,46.410847,36.365658,55.143444,59.312077,49.425278,81.52941,67.961105,75.82348,38.93973,44.289005,61.385838,86.41842
ENSG00000006453,28.094929,15.972491,71.58797,11.880896,25.908642,164.78493,15.477713,139.53888,25.128046,9.5094385,42.93544,7.2852044
ENSG00000006459,34.755005,51.68837,138.9556,41.067665,35.407425,152.02946,46.72603,78.209404,55.309093,30.096241,38.45347,34.574863
ENSG00000006468,1.5031345,62.75928,9.377557,36.637802,233.25307,3.731021,15.870087,52.841515,11.825693,3.4155965,880.51953,2.6403058
ENSG00000006530,44.544926,38.168747,52.911476,48.075794,39.35401,48.773426,58.20944,36.889397,43.61951,36.028778,61.828434,50.414032
ENSG00000006534,8.283749,1.9127281,12.549618,0.44503105,2.1408253,0.9797602,0.3295498,2.1350121,3.308395,0.25571656,1.2567804,0.0
ENSG00000006555,0.073966905,0.695966,0.027798027,1.3763629,0.0,0.5732681,0.658077,0.070252694,2.2503219,0.0,0.0,0.0
ENSG00000006576,147.23335,41.36877,111.66944,100.94791,105.9344,67.13302,110.18301,48.85528,24.87048,176.56596,114.77812,81.74531
ENSG00000006606,0.053158652,0.12589456,0.03799424,0.056272026,0.03169403,0.095437,0.059931923,1.1512123,0.0,0.0,0.0,0.0
ENSG00000006607,150.39401,55.572876,110.52756,59.753456,134.83704,59.65747,56.21832,112.66088,47.724785,66.735634,82.56099,76.718605
ENSG00000006611,69.400505,33.033188,3.8050292,2.674241,0.94074607,2.432599,1.1386882,1.2335606,12.202287,0.26833537,0.0,0.37718654
ENSG00000006625,3.0080729,5.541876,5.3641834,6.351047,3.1578217,6.6810994,4.867689,6.5592346,5.0336766,5.5928674,6.7191505,6.660299
ENSG00000006634,6.943927,8.689854,11.123292,14.108579,10.531086,15.094013,13.9638,11.855226,6.9564805,8.041401,6.386389,8.6977215
ENSG00000006638,0.43448016,0.48885247,1.2517781,1.1010731,0.33631423,5.87269,1.1881857,28.020147,0.64535344,0.25571656,0.0,0.8838403
ENSG00000006652,44.66734,164.54582,64.798325,36.16302,24.10507,62.462757,34.26918,66.86492,130.0855,29.821064,66.617935,62.28888
ENSG00000006695,23.202839,26.868176,55.970215,34.50153,36.26575,38.39713,36.4422,29.731012,38.726944,44.714943,61.336803,35.98236
ENSG00000006704,95.8862,111.74619,58.69065,129.76637,88.1736,15.5371065,145.54233,20.182644,134.48679,229.34317,47.20622,208.59906
ENSG00000006712,15.2773075,7.7433443,5.475689,5.103564,7.7817836,14.364272,6.104375,14.417096,10.807394,8.154476,4.667599,2.446309
ENSG00000006715,162.6253,99.610664,173.51236,112.30008,113.52658,123.853645,112.09911,106.744095,89.329,97.499084,51.9675,111.56321
ENSG00000006740,17.135113,29.984789,4.3721433,354.15512,70.36036,5.3870125,354.7445,91.76096,75.43199,366.26923,397.21225,359.80847
ENSG00000006744,15.006558,17.006145,15.3791685,16.177946,13.798341,16.968935,14.610202,17.754799,15.113124,10.351603,20.111343,12.070378
ENSG00000006747,0.77736413,3.154198,454.83,4.6383495,0.99346465,1.0298294,2.7679975,1.3845891,89.81209,1.45509,10.464191,2.1448672
ENSG00000006756,1.4609345,19.149366,11.980731,6.497859,9.957469,24.137213,7.507667,18.60156,31.350134,3.4959254,6.4413066,3.1249373
ENSG00000006757,2.7578452,6.8432264,4.6061325,6.2532015,1.5830886,4.0831437,6.880892,3.165795,4.9417286,3.160523,0.0,4.0845222
ENSG00000006788,1.1679575,2.8985672,1.2477149,2.3413908,2.7156467,2.698675,2.4472425,0.4629197,3.2120926,1.8990936,1.2567804,2.5220537
ENSG00000006831,624.516,131.69672,165.35011,50.92833,95.55088,1015.3488,52.406895,302.08978,65.41487,94.01014,39.73106,66.07196
ENSG00000006837,63.154724,83.79693,28.88482,52.82999,44.627266,15.7133,51.868595,33.562073,162.6073,56.240643,32.604816,77.67665
ENSG00000007001,16.878801,112.57454,8.020011,139.91344,161.97804,6.786575,91.46561,11.264785,72.262695,165.06396,52.120586,108.25662
ENSG00000007047,38.651257,85.867,49.17035,87.70703,53.062843,54.130447,88.781975,59.111656,42.56013,129.14168,72.21544,117.42202
ENSG00000007062,0.7731076,2.332984,1.3272592,1.7368919,73.8357,74.968834,1.7636601,18.967813,24.468674,2.206691,2.6160479,1.2610269
ENSG00000007080,20.222063,14.749197,12.622391,14.768247,12.83164,41.7245,17.554447,38.991287,18.77805,18.873302,6.7191505,16.865229
ENSG00000007129,0.19940004,0.23118657,43.777466,7.164114,0.16862701,0.7567117,3.904231,0.17993851,0.7680609,0.0,0.0,14.010033
ENSG00000007168,281.49033,197.02548,282.72217,259.13095,194.19815,229.7068,262.96014,256.41544,170.88306,232.71109,257.27936,280.8354
ENSG00000007171,1.0725213,0.53229004,0.0,0.55702615,0.32329273,0.0,0.87568974,0.66189176,0.13175681,0.080720976,0.0,2.747751
ENSG00000007174,42.006786,47.37521,6.3307343,60.780945,11.203745,7.5428233,35.152733,7.4833283,2538.5305,11.080968,3.8728282,52.613754
ENSG00000007202,28.856468,31.858997,65.43078,33.710403,20.18196,47.56695,40.949093,42.47856,24.213648,27.432514,25.138464,22.027588
ENSG00000007216,0.077520736,0.046416387,0.1444285,0.15232341,0.1650247,0.0,0.033120915,1.5310787,0.0,0.0,0.0,0.0
ENSG00000007237,329.1469,58.400024,195.06068,95.415405,16.305668,10.21527,70.20474,19.639046,275.9934,147.9901,243.16518,21.672424
ENSG00000007255,22.62744,12.082461,10.527759,4.8699284,8.687726,10.089963,4.1818166,12.07326,9.2075405,4.920432,6.4413066,2.0154
ENSG00000007264,0.7466238,1.3558757,4.1567183,26.401014,1.7476252,1.378758,30.979036,0.6109533,14.841299,16.05719,1.2567804,6.8005733
ENSG00000007306,0.032652736,0.0,0.03799424,0.04059329,0.0,0.0,0.025404288,0.0,0.0,0.0,0.0,0.0
ENSG00000007312,0.0,0.1396023,0.836397,0.041863058,0.0,1.5503247,0.0,2.2142112,0.13175681,0.0,0.0,0.0
ENSG00000007314,0.12170872,0.06796291,0.0,0.29788208,0.42918956,0.26034606,0.41779548,0.6767984,0.0,0.0,0.0,0.0
ENSG00000007341,78.48672,78.55991,71.21304,67.82492,79.03442,81.16738,64.67224,79.683846,54.440205,65.648636,88.69483,70.35663
ENSG00000007350,0.2664427,0.55476373,0.8882891,0.36295596,0.31969726,0.089550525,0.14173749,0.10968582,0.46312362,0.855439,0.0,1.1852821
ENSG00000007372,0.6366487,45.035984,0.5098555,2.2671592,3.3891463,0.26555812,4.9468865,0.56392753,35.160027,2.375394,161.06033,1.6382135
ENSG00000007376,3.527997,4.290924,2.6848676,6.165261,3.538423,5.8839874,5.4497156,2.5066764,1.0739496,3.7122364,0.0,4.968363
ENSG00000007384,0.5157028,22.70299,1.1445134,0.7834558,25.551878,24.912096,0.76468205,46.03759,10.8348255,0.053813983,0.0,1.1852821
ENSG00000007392,79.9923,96.564896,93.748116,94.4725,72.52538,79.16379,85.4685,104.19753,85.164055,86.06447,96.60524,100.73844
ENSG00000007402,0.7142935,7.8882427,1.2649219,59.115368,12.315772,1.5224831,93.520515,8.704949,4.8159914,84.69946,23.317186,89.68097
ENSG00000007516,2.4092453,42.083553,3.8364768,173.11984,2.7577722,3.236708,145.12659,5.9183803,243.00888,12.951961,2.0515513,80.3374
ENSG00000007520,15.923644,8.391435,7.763411,3.374212,7.0979238,25.173653,6.017731,31.965704,6.1702642,5.450619,6.4888763,4.0845222
ENSG00000007541,11.409812,30.798761,9.474883,30.943354,14.350387,14.902325,27.53202,18.340267,34.08933,24.187181,5.8218923,36.7924
ENSG00000007545,4.204716,5.453661,6.259479,5.476015,6.9460754,5.1130824,6.1124797,6.9761977,7.7072716,6.6561203,19.269001,6.0999227
ENSG00000007866,0.4388117,16.85684,0.3904044,0.23446207,7.294006,7.400174,0.20912224,37.318054,15.241112,0.20959528,0.0,0.0
ENSG00000007908,0.2949648,0.17863455,0.103477694,0.17126602,0.05238117,33.363182,0.15735537,4.0715313,0.31575117,0.026906991,0.0,0.0
ENSG00000007923,38.464046,37.91829,48.557716,46.409912,36.14952,35.751736,52.534607,38.41124,37.527935,46.978615,43.658806,41.468185
ENSG00000007933,0.079969585,0.23548616,0.027798027,0.07889556,2.913495,4.477489,0.061925806,35.780796,2.597135,0.0,0.0,0.0
ENSG00000007944,61.94579,17.223404,34.006607,9.906753,8.558404,16.928167,11.481068,32.791058,15.915291,5.8173165,10.314135,20.594587
ENSG00000007952,0.49901077,0.97972107,0.4710569,0.4083707,0.5591536,0.5732681,0.34576395,0.35986355,0.439953,0.18922725,0.0,0.37718654
ENSG00000007968,0.029170252,0.09457757,0.5022429,0.03216451,0.05238117,0.0,0.1115199,0.19633351,0.0,0.0,0.0,0.0
ENSG00000008018,65.971634,38.77488,47.63953,34.095833,40.368835,103.3778,39.068527,121.880135,27.978191,40.226646,39.73106,42.710674
ENSG00000008056,2.7201645,4.2575097,2.3691082,115.604836,26.0402,2.726802,138.7337,7.9383607,1.4652836,168.75098,63.21765,58.67004
