library,term,size,anchors,direction,neighbours,shift,p,fwer,fdr,neighbour_median_percentile,top_neighbours
GO:BP,Regulation Of Long-Term Synaptic Potentiation (GO:1900271),16,"LGMN, CALB1, CALB2",up,13,0.04640476448604694,0.34833033393321333,1.0,0.7378152777777778,0.5206332266097474,"NSG1, SQSTM1, APP, FXR1, EIF2AK4, FAM107A"
GO:CC,Plasma Membrane Raft (GO:0044853),23,PRKAR2A,up,22,0.046854583504186434,0.34873025394921014,1.0,0.7378152777777778,0.5308609035930274,"KCNMA1, INSR, EZR, ADD2, MAPK1, HDAC6"
GO:BP,Positive Regulation Of Cell Migration (GO:0030335),81,"CPNE3, GPNMB",up,79,0.04403000600382544,0.35292941411717654,1.0,0.7378152777777778,0.5151191746709356,"GRN, CCAR1, TRIM32, HSPA5, IGF1R, IGF1"
GO:BP,Synaptic Vesicle Endocytosis (GO:0048488),26,SH3GL3,down,25,0.05148190894629806,0.35332933413317336,1.0,0.7378152777777778,0.6111704019921735,"GAK, AP2B1, NLGN3, NLGN1, PICALM, SH3GL1"
GO:BP,Negative Regulation Of Multicellular Organismal Process (GO:0051241),73,GPNMB,up,72,0.04094036768462198,0.35432913417316536,1.0,0.7378152777777778,0.48843827819281393,"STC1, RGS2, GRN, NOVA1, PTPRG, CALR"
GO:BP,Positive Regulation Of NF-kappaB Transcription Factor Activity (GO:0051092),40,CFLAR,up,39,0.04553141305223107,0.35552889422115574,1.0,0.7378152777777778,0.5738171469228033,"PRKCB, CLU, WNT5A, EIF2AK2, TRIM32, RPS6KA5"
GO:BP,protein-DNA Complex Organization (GO:0071824),27,L3MBTL1,up,26,0.037506082095205784,0.3583283343331334,1.0,0.7378152777777778,0.6143721095695482,"HNRNPU, TCF4, SAFB, MTF2, HDAC3, SOX15"
GO:MF,Protein Tyrosine Kinase Binding (GO:1990782),23,CPNE3,down,22,0.035199296925301576,0.35952809438112376,1.0,0.7378152777777778,0.527570259694059,"ACVR1, PTPN11, DUSP3, DOCK4, TOB1, RNF41"
GO:MF,Voltage-Gated Monoatomic Cation Channel Activity (GO:0022843),25,CACNA1A,up,24,0.04361132352399485,0.3623275344931014,1.0,0.7378152777777778,0.5032017075773746,"CACNA2D3, KCNH2, KCNMA1, CACNB1, KCND3, CACNG3"
WikiPathways,MECP2 And Associated Rett Syndrome WP3584,37,FUS,up,36,0.040627814208467804,0.3625274945010998,1.0,0.7378152777777778,0.48577018854500176,"NCOR1, RBFOX1, IGF1R, IGF1, CSRP1, FUT8"
GO:BP,Regulation Of Cell Motility (GO:2000145),41,PLXNC1,up,40,0.042271800944581626,0.36472705458908217,1.0,0.7378152777777778,0.6051227321237993,"TRIM32, ENPP2, SERPINE2, SPOCK2, TMSB10, PLXNA4"
WikiPathways,2Q37 Copy Number Variation Syndrome WP5224,43,CFLAR,up,42,0.03948861851711713,0.36472705458908217,1.0,0.7378152777777778,0.5105834222696549,"BOK, TRAF3, ARL4C, JUN, PDGFA, DGKD"
GO:BP,mRNA Processing (GO:0006397),121,RBM4B,up,120,0.043384853249881415,0.36532693461307736,1.0,0.7378152777777778,0.5626111704019922,"DDX46, CASC3, SF3B1, PABPC1, SCAF11, NOVA1"
Reactome,Regulation Of Necroptotic Cell Death R-HSA-5675482,12,CFLAR,up,11,0.05655020678585226,0.3655268946210758,1.0,0.7378152777777778,0.7488438278192814,"HSP90AA1, UBA52, UBC, BIRC2, XIAP, SDCBP"
GO:BP,Positive Regulation Of Protein Transport (GO:0051222),33,ICE1,up,32,0.047502609028015286,0.3665266946610678,1.0,0.7378152777777778,0.6575951618641054,"PCNT, IGF1, TTN, EZR, ATP2C1, PDCD10"
GO:CC,Euchromatin (GO:0000791),18,ICE1,up,17,0.0397713105468189,0.3669266146770646,1.0,0.7378152777777778,0.4816791177516898,"RUVBL2, JUN, DNMT3A, SETD5, KMT2E, CBX3"
Reactome,Listeria Monocytogenes Entry Into Host Cells R-HSA-8876384,16,SH3GL3,down,15,0.039052955061197284,0.368126374725055,1.0,0.7378152777777778,0.5940946282461758,"HGS, EPS15, RNMT, SH3GL1, CTNNB1, STAM"
GO:BP,"Negative Regulation Of Gene Expression, Epigenetic (GO:0045814)",21,L3MBTL1,up,20,0.045471875835210084,0.369126174765047,1.0,0.7378152777777778,0.6311810743507649,"EPC1, UHRF2, ZNF445, UBR2, CTBP1, TRIM37"
GO:MF,Cell Adhesion Mediator Activity (GO:0098631),14,CNTN4,down,13,0.037249722732947424,0.3707258548290342,1.0,0.7378152777777778,0.6446104589114194,"CD47, EMB, CLSTN3, CNTN6, NFASC, CNTN1"
WikiPathways,EGF EGFR Signaling Pathway WP437,92,SH3GL3,down,91,0.03437539506678029,0.3707258548290342,1.0,0.7378152777777778,0.6118818925649235,"AP2A1, MAP2K1, RAB5A, GAB2, HGS, USP8"
KEGG,Endocytosis,144,SH3GL3,down,143,0.03706457726722518,0.371125774845031,1.0,0.7378152777777778,0.5638562789043045,"TGFBR2, AP2A1, CLTCL1, RAB5A, ACTR3, ARFGAP2"
GO:BP,Negative Regulation Of Protein Serine/Threonine Kinase Activity (GO:0071901),30,PRKAR2A,up,29,0.04408950088866826,0.3729254149170166,1.0,0.7378152777777778,0.5222340803984348,"RGS2, SORL1, SMPD1, DUSP1, HEXIM1, PKIB"
GO:BP,Cell-Cell Adhesion Via Plasma-Membrane Adhesion Molecules (GO:0098742),47,CNTN4,down,46,0.03754346068624569,0.3729254149170166,1.0,0.7378152777777778,0.5682141586623977,"CDH11, CDH8, TGFBR2, PTPRF, CBLN1, EMB"
GO:BP,Positive Regulation Of MAPK Cascade (GO:0043410),76,GPNMB,up,75,0.035450623507301014,0.3733253349330134,1.0,0.7378152777777778,0.5654571326929918,"FGFR1, EIF2AK2, IGF1R, IGF1, PDGFA, CD81"
Reactome,Synthesis Of Very Long-Chain Fatty acyl-CoAs R-HSA-75876,10,ELOVL7,down,9,0.05100941244098875,0.3739252149570086,1.0,0.7378152777777778,0.8098541444325863,"HSD17B12, ELOVL5, ACSL6, ELOVL6, ACSL4, ELOVL4"
KEGG,RNA transport,85,FUS,up,84,0.044923445531388835,0.3745250949810038,1.0,0.7378152777777778,0.5678584133760227,"CASC3, PHAX, PABPC1, PABPC4, EIF3E, EIF3H"
KEGG,Serotonergic synapse,47,CACNA1A,up,46,0.04178629671830846,0.3749250149970006,1.0,0.7378152777777778,0.573550337958022,"PRKCB, MAOB, PLCB4, SLC18A1, GNAO1, DUSP1"
GO:BP,Negative Regulation Of Protein Modification Process (GO:0031400),42,IBTK,down,41,0.03748648880026871,0.3757248550289942,1.0,0.7378152777777778,0.5940946282461758,"CIB1, PTPN13, PPIA, EPHB2, DNAJC10, C9ORF72"
GO:BP,Histone Deubiquitination (GO:0016578),14,TRRAP,up,13,0.037111853392651446,0.3769246150769846,1.0,0.7378152777777778,0.48310209889718964,"KAT2B, SUPT7L, SF3B3, SF3B5, KAT2A, ATXN7"
GO:MF,DNA-binding Transcription Factor Binding (GO:0140297),110,ZMYND8,up,109,0.036091987898043534,0.3775244951009798,1.0,0.7378152777777778,0.49146211312700105,"YY1, CGGBP1, UHRF2, NCOR1, NAAA, NFIA"
GO:BP,Regulation Of Intracellular Protein Transport (GO:0033157),19,ICE1,up,18,0.04841509388966693,0.3787242551489702,1.0,0.7378152777777778,0.6262006403415155,"PCNT, PDCD10, TENM1, GCC2, OAZ1, B3GAT3"
GO:BP,Negative Regulation Of Protein Phosphorylation (GO:0001933),73,IBTK,down,72,0.036625121228603855,0.3787242551489702,1.0,0.7378152777777778,0.5956065457132693,"CIB1, LDLRAD4, PTPN13, PPIA, PDE4D, EPHB2"
GO:BP,Cellular Response To Heat (GO:0034605),16,DNAJB1,up,15,0.04098261060814063,0.3795240951809638,1.0,0.7378152777777778,0.4656705798648168,"BAG3, HSP90AA1, HSBP1, MAPT, FGF1, YWHAE"
Reactome,MHC Class II Antigen Presentation R-HSA-2132295,60,LGMN,down,59,0.03850024665500653,0.3833233353329334,1.0,0.7378152777777778,0.5940946282461758,"CTSF, AP2A1, DCTN5, DYNC1I1, KIF5A, KIFAP3"
Reactome,MAPK6/MAPK4 Signaling R-HSA-5687128,49,DNAJB1,up,48,0.04623501293826848,0.3837232553489302,1.0,0.7378152777777778,0.5170757737459979,"AGO3, JUN, TNRC6B, NCOA3, PSMD5, UBA52"
GO:MF,Methylation-Dependent Protein Binding (GO:0140034),29,"ZMYND8, L3MBTL1",up,27,0.033920469866306695,0.3837232553489302,1.0,0.7378152777777778,0.5281038776236214,"PHF20L1, BPTF, KDM5A, ING4, MSL3, THAP7"
WikiPathways,15Q25 Copy Number Variation WP5408,18,SH3GL3,down,17,0.034206194111474734,0.3867226554689062,1.0,0.7378152777777778,0.45624332977588045,"ITPR1, SPCS3, AP3D1, SPCS1, RNMT, RAF1"
GO:BP,Negative Regulation Of Cell Differentiation (GO:0045596),57,CNTN4,down,56,0.024799786807437028,0.3877224555088982,1.0,0.7378152777777778,0.5816435432230522,"ABCG1, LDLRAD4, ABCA5, BRD9, ENPP1, CCDC85B"
WikiPathways,IL 24 Signaling Pathway WP5413,82,CFLAR,up,81,0.03474207646730873,0.3877224555088982,1.0,0.7378152777777778,0.5506937033084311,"CD200, SF3B1, EIF2AK2, HSPA5, JUN, PIK3CD"
Reactome,Glycerophospholipid Biosynthesis R-HSA-1483206,49,CPNE3,down,48,0.026344921760028228,0.3877224555088982,1.0,0.7378152777777778,0.5916933475631447,"LPGAT1, GPCPD1, DDHD2, PEMT, GPD1L, PRKCSH"
Reactome,"Platelet Activation, Signaling And Aggregation R-HSA-76002",90,MANF,up,89,0.03589030776926306,0.3893221355728854,1.0,0.7378152777777778,0.5850231234436144,"PRKCB, CLU, HSPA5, PHACTR2, IGF1, STXBP3"
GO:BP,RNA Splicing (GO:0008380),58,FUS,up,57,0.03583454296581055,0.3893221355728854,1.0,0.7378152777777778,0.4662041977943792,"SF3B1, SCAF11, NOVA1, ARVCF, HNRNPH3, RSRC1"
Reactome,RIPK1-mediated Regulated Necrosis R-HSA-5213460,13,CFLAR,up,12,0.04554707805315653,0.3955208958208358,1.0,0.7378152777777778,0.7359480611881892,"HSP90AA1, UBA52, UBC, BIRC2, XIAP, SDCBP"
GO:BP,Sphingolipid Biosynthetic Process (GO:0030148),33,ELOVL7,down,32,0.030350185945280828,0.39632073585282945,1.0,0.7378152777777778,0.5904482390608324,"CERS6, OSBP, PPM1L, B4GALT6, ELOVL5, ACER3"
GO:MF,Amyloid-Beta Binding (GO:0001540),35,CACNA1A,up,34,0.03430091129506335,0.39912017596480703,1.0,0.7378152777777778,0.49475275702596944,"CLU, GRIN2A, CRYAB, SORL1, INSR, CST3"
GO:BP,Negative Regulation Of Cell Cycle G1/S Phase Transition (GO:1902807),12,GPNMB,up,11,0.04027990549167788,0.40071985602879423,1.0,0.7378152777777778,0.400213447171825,"PRMT2, JADE1, FHL1, FAM107A, CRLF3, DLG1"
KEGG,"Growth hormone synthesis, secretion and action",59,SSTR1,down,58,0.02558577275867092,0.40311937612477505,1.0,0.7378152777777778,0.5474030594094628,"ITPR1, PIK3R3, ADCY3, MAP2K1, NRAS, MAPK8"
GO:BP,Negative Regulation Of Programmed Cell Death (GO:0043069),142,CFLAR,up,141,0.03021556272003007,0.40351929614077187,1.0,0.7378152777777778,0.5345072927783707,"BAG3, WNT5A, HSPA5, IGF1R, IGF1, CRYAB"
GO:BP,Regulation Of Macromolecule Biosynthetic Process (GO:0010556),25,RBM4B,up,24,0.03229065838483317,0.40571885622875425,1.0,0.7378152777777778,0.5094272500889363,"MITF, PDGFA, JADE1, ATXN2, ING4, GEMIN5"
Reactome,G Alpha (I) Signaling Events R-HSA-418594,64,"PRKAR2A, SSTR1",down,62,0.02176164526627549,0.40631873625274945,1.0,0.7378152777777778,0.5224119530416221,"RGS6, ITPR1, RGS7, PDE4D, CAMK2D, GNA11"
WikiPathways,Hippo Signaling Regulation Pathways WP4540,38,PRKAR2A,up,37,0.03063699759140208,0.40631873625274945,1.0,0.7378152777777778,0.47171824973319104,"PRKCB, CDH2, FGFR1, IGF1R, CDH4, PLCB4"
GO:BP,Regulation Of Extrinsic Apoptotic Signaling Pathway Via Death Domain Receptors (GO:1902041),12,CFLAR,up,11,0.03665823591026393,0.40671865626874626,1.0,0.7378152777777778,0.6673781572394166,"STX4, SFRP1, FEM1B, BCL2L1, FAIM2, RNF34"
GO:BP,Positive Regulation Of I-kappaB kinase/NF-kappaB Signaling (GO:0043123),65,CFLAR,up,64,0.029857733599783387,0.40771845630873826,1.0,0.7378152777777778,0.5384204909284952,"PRKCB, TRIM32, AKAP13, LGALS1, GOLT1B, NUP62"
KEGG,Glutamatergic synapse,55,CACNA1A,up,54,0.02807170404466214,0.4107178564287143,1.0,0.7378152777777778,0.5642120241906795,"PRKCB, GRIN2A, PLCB4, SLC38A2, GNAO1, MAPK1"
KEGG,NF-kappa B signaling pathway,24,CFLAR,up,23,0.025318825050540592,0.4117176564687063,1.0,0.7378152777777778,0.551760939167556,"PRKCB, CSNK2A2, TRAF3, TNFSF13B, RELA, MAP3K7"
GO:BP,Negative Regulation Of G1/S Transition Of Mitotic Cell Cycle (GO:2000134),12,GPNMB,up,11,0.0333526401293718,0.4123175364927015,1.0,0.7378152777777778,0.400213447171825,"PRMT2, JADE1, FHL1, FAM107A, CRLF3, DLG1"
GO:BP,Calcium Ion Transmembrane Transport (GO:0070588),34,CACNA1A,up,33,0.028515416917137125,0.41271745650869823,1.0,0.7378152777777778,0.5289932408395589,"CLU, GRIN2A, SLC25A23, ATP2B1, SLC24A2, CACNB1"
GO:CC,Nuclear Chromosome (GO:0000228),34,TRRAP,up,33,0.031004420735619286,0.41451709658068386,1.0,0.7378152777777778,0.4210245464247599,"EP400, YY1, RUVBL2, TTN, JUN, HNRNPU"
GO:BP,Proteolysis Involved In Protein Catabolic Process (GO:0051603),32,LGMN,down,31,0.02447280558126588,0.41731653669266144,1.0,0.7378152777777778,0.6188189256492351,"UBE2W, CTSF, ATXN3, DDB1, RNF41, YME1L1"
Reactome,Metabolism Of Steroids R-HSA-8957322,59,LGMN,down,58,0.023273511850706637,0.4179164167166567,1.0,0.7378152777777778,0.5554073283528993,"FDX1, UBE2I, FASN, OSBP, HSD17B12, SAR1B"
GO:BP,Regulation Of Cell Migration (GO:0030334),148,"CPNE3, ZMYND8, PLXNC1, GPNMB, SCAI",up,143,0.024713319088853374,0.4185162967406519,1.0,0.7378152777777778,0.5455353966559943,"STC1, GRN, CCAR1, MITF, TRIM32, HSPA5"
GO:BP,Membrane Lipid Biosynthetic Process (GO:0046467),21,ELOVL7,down,20,0.022109243343584238,0.4191161767646471,1.0,0.7378152777777778,0.6318925649235148,"CERS6, PPM1L, ELOVL5, ACER3, ELOVL6, SGMS1"
Reactome,Signaling By ROBO Receptors R-HSA-376176,106,PRKAR2A,up,105,0.03340788350573608,0.42071585682863427,1.0,0.7378152777777778,0.5818214158662398,"CASC3, PABPC1, RPS5, RPL18, UPF2, PSMD5"
GO:BP,Negative Regulation Of Developmental Process (GO:0051093),42,BCL11A,up,41,0.023281568116167696,0.42091581683663265,1.0,0.7378152777777778,0.5096051227321238,"ARID4B, ARID4A, SLC18A1, NFIB, BCL7A, SFRP1"
Reactome,Regulated Necrosis R-HSA-5218859,17,CFLAR,up,16,0.03292867727577686,0.42091581683663265,1.0,0.7378152777777778,0.7359480611881892,"HSP90AA1, UBA52, CHMP7, UBC, CHMP2A, BIRC2"
Reactome,InlB-mediated Entry Of Listeria Monocytogenes Into Host Cell R-HSA-8875360,14,SH3GL3,down,13,0.024443436987124957,0.42131573685262946,1.0,0.7378152777777778,0.44752757025969403,"HGS, EPS15, RNMT, SH3GL1, STAM, SH3GL2"
GO:MF,Protein Serine/Threonine Kinase Activity (GO:0004674),147,CPNE3,down,146,0.01792103589563439,0.4221155768846231,1.0,0.7378152777777778,0.5932942013518321,"ACVR1, TGFBR2, PINK1, CSNK2A1, MAP2K1, CDK14"
GO:BP,Regulation Of I-kappaB kinase/NF-kappaB Signaling (GO:0043122),84,CFLAR,up,83,0.024731975447117204,0.4225154969006199,1.0,0.7378152777777778,0.5231234436143721,"PRKCB, WNT5A, TRAF3, TRIM32, AKAP13, LGALS1"
GO:MF,Hsp70 Protein Binding (GO:0030544),15,DNAJB1,up,14,0.03024252876639366,0.4227154569086183,1.0,0.7378152777777778,0.5531839203130559,"DNAJA1, DNAJB12, DNAJB2, RPS3, ST13, DNAJC8"
Reactome,Leishmania Infection R-HSA-9658195,72,PRKAR2A,up,71,0.0264222474480179,0.42351529694061185,1.0,0.7378152777777778,0.5649235147634294,"WNT5A, JUN, BRK1, CHGA, WIPF2, C3"
Reactome,RHO GTPases Activate Formins R-HSA-5663220,43,SCAI,down,42,0.021558883644285657,0.42391521695660866,1.0,0.7378152777777778,0.5482924226254002,"PPP2R5A, DYNC1I1, PAFAH1B1, PPP2R5B, PPP2R1A, PPP2CA"
KEGG,Protein processing in endoplasmic reticulum,109,DNAJB1,up,108,0.025566763623997017,0.42391521695660866,1.0,0.7378152777777778,0.4764318747776592,"HSPH1, PDIA4, EIF2AK2, UBE2D3, HSPA5, ATF6"
GO:BP,Hemopoiesis (GO:0030097),25,L3MBTL1,up,24,0.026201683542846393,0.4243151369726055,1.0,0.7378152777777778,0.5365528281750267,"CDK13, WNT5A, MKNK2, SFRP1, PBXIP1, KAT6A"
GO:BP,Monoubiquitinated Protein Deubiquitination (GO:0035520),20,TRRAP,up,19,0.024647875492902177,0.4253149370125975,1.0,0.7378152777777778,0.4608680184987549,"KAT2B, USP47, SUPT7L, SF3B3, SF3B5, USP15"
GO:BP,Positive Regulation Of Mitotic Cell Cycle (GO:0045931),11,LGMN,down,10,0.025241892435587943,0.42551489702059586,1.0,0.7378152777777778,0.5225898256848096,"DUSP3, EIF4E, TTL, RPS6KB1, PRKCA, USP22"
GO:BP,ERBB Signaling Pathway (GO:0038127),21,CPNE3,down,20,0.02006545690819621,0.4257148570285943,1.0,0.7378152777777778,0.4915510494485948,"PIK3C2A, PTPN11, SOS1, REPS2, BRAF, IQGAP1"
GO:BP,Positive Regulation Of Intracellular Protein Transport (GO:0090316),69,ICE1,up,68,0.026415181099711096,0.42711457708458306,1.0,0.7378152777777778,0.5365528281750267,"BAG3, PCNT, CSNK2A2, UBE2D3, CD81, SORL1"
GO:BP,Calcium Ion Import Across Plasma Membrane (GO:0098703),15,CACNA1A,up,14,0.028501078619488647,0.42751449710057987,1.0,0.7378152777777778,0.40519388118107436,"CLU, SLC24A2, SCN8A, SLC8A3, SCN7A, SCN9A"
GO:MF,Voltage-Gated Calcium Channel Activity (GO:0005245),19,CACNA1A,up,18,0.024266008882679872,0.4283143371325735,1.0,0.7378152777777778,0.503735325506937,"CACNA2D3, CACNB1, CACNG3, SCN8A, NCS1, SCN7A"
GO:BP,Histone H3 Acetylation (GO:0043966),20,TRRAP,up,19,0.022878090164771204,0.4283143371325735,1.0,0.7378152777777778,0.4574884382781928,"DR1, KAT2B, SUPT7L, MAP3K7, SF3B3, YEATS2"
Reactome,GPER1 Signaling R-HSA-9634597,20,PRKAR2A,up,19,0.02968369492966878,0.4287142571485703,1.0,0.7378152777777778,0.5850231234436144,"GNAI2, GNAI3, GNB5, GNG4, GNAS, PRKAR1B"
GO:BP,Protein Homooligomerization (GO:0051260),48,FUS,up,47,0.022982132403140374,0.43171365726854627,1.0,0.7378152777777778,0.5124510850231234,"CLU, JMJD6, EHD1, CRYZ, CHMP2A, ALAD"
GO:BP,RNA Stabilization (GO:0043489),16,FUS,up,15,0.027172553077495346,0.4321135772845431,1.0,0.7378152777777778,0.49466382070437565,"PHAX, PABPC1, HNRNPU, DKC1, ELAVL1, LARP1"
Reactome,ADORA2B Mediated Anti-Inflammatory Cytokine Production R-HSA-9660821,27,PRKAR2A,up,26,0.02730203799616832,0.4321135772845431,1.0,0.7378152777777778,0.55042689434365,"CHGA, RAMP1, GNAI2, GNAI3, GNB5, GNG4"
GO:CC,Late Endosome (GO:0005770),93,LGMN,down,92,0.017101457747428314,0.4353129374125175,1.0,0.7378152777777778,0.5667022411953042,"LAMTOR1, ABCA5, VPS8, CLTCL1, MAP2K1, AP5S1"
GO:MF,Ubiquitin Protein Ligase Binding (GO:0031625),147,PRKAR2A,up,146,0.023870955732466066,0.4365126974605079,1.0,0.7378152777777778,0.5172536463891854,"CASC3, CLU, TRAF3, UBE2D3, HSPA5, JUN"
KEGG,Spliceosome,81,FUS,up,80,0.021249794628238304,0.43951209758048393,1.0,0.7378152777777778,0.5098719316969049,"DDX46, SF3B1, CDC5L, HNRNPU, SNRNP70, RBM17"
GO:CC,Microbody Lumen (GO:0031907),17,GSTK1,up,16,0.021375048861955293,0.4403119376124775,1.0,0.7378152777777778,0.52045535396656,"GRHPR, HSD17B4, ECH1, MLYCD, PHYH, LONP2"
GO:CC,Axon (GO:0030424),126,"CALB1, CNTN4",down,124,0.014679586315797943,0.4419116176764647,1.0,0.7378152777777778,0.5522945570971185,"CIB1, PINK1, SETX, EMB, ALDH1A1, HCN4"
KEGG,Chemical carcinogenesis,72,"CACNA1A, GSTK1",up,70,0.017974271731717246,0.44571085782843434,1.0,0.7378152777777778,0.505780860903593,"PRKCB, PTGES3, JUN, PIK3CD, HSP90AA1, HSP90B1"
GO:BP,Regulation Of Anatomical Structure Morphogenesis (GO:0022603),63,"ADGRB3, GPNMB",up,61,0.01693025686717058,0.44571085782843434,1.0,0.7378152777777778,0.5003557452863749,"POGLUT1, CDH2, SEMA4D, CFL1, ZRANB1, SFRP1"
GO:BP,Regulation Of Cellular Biosynthetic Process (GO:0031326),31,RBM4B,up,30,0.017884474259335547,0.44631073785242953,1.0,0.7378152777777778,0.485681252223408,"MITF, SIRPA, PDGFA, JADE1, ATXN2, C3"
GO:BP,Negative Regulation Of Signal Transduction (GO:0009968),89,LGMN,down,88,0.009248075035760518,0.4479104179164167,1.0,0.7378152777777778,0.5598541444325863,"ACVR1, CD47, CSNK2A1, MGRN1, HGS, ENPP1"
GO:CC,SAGA-type Complex (GO:0070461),21,TRRAP,up,20,0.016397183900699018,0.4481103779244151,1.0,0.7378152777777778,0.4066168623265741,"DR1, KAT2B, SUPT7L, MAP3K7, SF3B3, YEATS2"
Reactome,Semaphorin Interactions R-HSA-373755,32,PLXNC1,up,31,0.01921952804250102,0.44831033793241354,1.0,0.7378152777777778,0.5688367129135539,"SEMA4D, HSP90AA1, PLXNA4, VPS72, PIP5K1C, MYL6"
GO:BP,Central Nervous System Development (GO:0007417),129,"SOX6, SH3GL3, CNTN4",down,126,0.010610456260601206,0.4511097780443911,1.0,0.7378152777777778,0.5742618285307719,"PCDH18, TGFBR2, ARNT2, CNTNAP2, SLC23A2, TBC1D23"
Reactome,Serotonin Neurotransmitter Release Cycle R-HSA-181429,14,PPFIA4,up,13,0.020133471832825586,0.4511097780443911,1.0,0.7378152777777778,0.5745286374955532,"SYN2, SYN1, SNAP25, RAB3A, PPFIA1, CPLX1"
GO:MF,Tau Protein Binding (GO:0048156),29,LGMN,down,28,0.013940442719363741,0.4521095780843831,1.0,0.7378152777777778,0.5886695126289576,"PPP5C, PPP2CA, PRKAA1, PICALM, GSK3B, MARK1"
GO:BP,Cartilage Development (GO:0051216),11,SOX6,down,10,0.006967608910053968,0.4527094581083783,1.0,0.7378152777777778,0.5347741017431519,"SNX19, ATP7A, FGFR3, SLC39A14, SULF2, DDRGK1"
WikiPathways,Fas Ligand Pathway And Stress Induction Of Heat Shock Proteins WP314,18,CFLAR,up,17,0.01858417974675403,0.4533093381323735,1.0,0.7378152777777778,0.38705087157595164,"JUN, DFFA, SPTAN1, MAP3K7, PAK2, LMNA"
GO:BP,Negative Regulation Of Phosphorylation (GO:0042326),40,IBTK,down,39,0.009500957762774749,0.45350929814037194,1.0,0.7378152777777778,0.4848808253290644,"CIB1, PTPN13, PPIA, EPHB2, DNAJC10, C9ORF72"
KEGG,Biosynthesis of unsaturated fatty acids,13,ELOVL7,down,12,0.013169473095331341,0.4537092581483703,1.0,0.7378152777777778,0.6365172536463891,"HSD17B12, ELOVL5, ELOVL6, SCD5, ELOVL4, SCD"
GO:BP,Regulation Of DNA Metabolic Process (GO:0051052),59,TRRAP,up,58,0.015646656108056677,0.45510897820435914,1.0,0.7378152777777778,0.45731056563500533,"YY1, RUVBL2, PDGFA, SMG1, KAT2B, JADE1"
GO:BP,Regulation Of Rho Protein Signal Transduction (GO:0035023),25,SCAI,down,24,0.009084343745295579,0.4553089382123575,1.0,0.7378152777777778,0.5573639274279616,"ARHGAP35, ARHGEF18, ARRB1, ADGRG1, ABL1, KCTD10"
Reactome,Peroxisomal Protein Import R-HSA-9033241,25,GSTK1,up,24,0.018013036004655685,0.45610877824435114,1.0,0.7378152777777778,0.4702063322660975,"UBE2D3, HSD17B4, UBA52, ZNF260, UBC, ECH1"
GO:BP,Heterochromatin Formation (GO:0031507),13,L3MBTL1,up,12,0.017701968861122925,0.45670865826834633,1.0,0.7378152777777778,0.523834934187122,"UBR2, CTBP1, UBR5, LMNA, CBX3, KMT2D"
GO:BP,Calcium Ion Transport (GO:0006816),38,CACNA1A,up,37,0.014528888139269641,0.4575084983003399,1.0,0.7378152777777778,0.5535396655994308,"CLU, RAMP1, SLC24A2, CACNB1, ATP2C1, ORAI2"
GO:BP,Peptidyl-Lysine Modification (GO:0018205),34,BCL11A,up,33,0.014776507956963596,0.4579084183163367,1.0,0.7378152777777778,0.4791889007470651,"VIPAS39, UHRF2, KAT2B, PLOD1, SENP5, PIAS2"
GO:BP,Supramolecular Fiber Organization (GO:0097435),91,FUS,up,90,0.014520203097102542,0.45810837832433515,1.0,0.7378152777777778,0.5445570971184632,"KLHL24, GFAP, CEP126, SIAH1, ERMN, TARDBP"
KEGG,Hepatitis C,55,CFLAR,up,54,0.01574034987155486,0.45830833833233353,1.0,0.7378152777777778,0.5723941657773035,"TRAF3, EIF2AK2, CD81, PIK3CD, EIF3E, JAK1"
KEGG,Lysosome,60,LGMN,down,59,0.008764734183895891,0.4585082983403319,1.0,0.7378152777777778,0.5375311277125578,"CTSF, ABCB9, CLTCL1, HGSNAT, FUCA2, ATP6V1H"
KEGG,Endocrine and other factor-regulated calcium reabsorption,33,CALB1,up,32,0.015786089046741836,0.45870825834833034,1.0,0.7378152777777778,0.47883315546069016,"PRKCB, PLCB4, ATP2B1, AP2S1, ATP1B3, DNM1"
WikiPathways,mRNA Processing WP411,80,FUS,up,79,0.014391145060322236,0.4589082183563287,1.0,0.7378152777777778,0.5261472785485592,"SF3B1, CPSF2, PRMT2, HNRNPU, SNRNP70, RBM17"
GO:BP,Positive Regulation Of Axonogenesis (GO:0050772),22,PLXNC1,up,21,0.013367580161208198,0.46030793841231754,1.0,0.7378152777777778,0.43792244752757026,"SEMA4D, MAPT, PLXNA4, BDNF, SLIT2, TWF2"
GO:BP,Regulation Of Protein-Containing Complex Assembly (GO:0043254),54,ICE1,up,53,0.011275897378031656,0.46610677864427114,1.0,0.7378152777777778,0.4258271077908218,"CLU, EIF2AK2, HSPA5, GFAP, CRYAB, BRK1"
Reactome,mRNA Splicing R-HSA-72172,126,FUS,up,125,0.01186304160580039,0.46630673865226957,1.0,0.7378152777777778,0.5104944859480612,"DDX46, CASC3, SF3B1, CPSF2, CCAR1, CDC5L"
GO:BP,Positive Regulation Of Cellular Component Biogenesis (GO:0044089),43,ICE1,up,42,0.012463837013845997,0.46790641871625677,1.0,0.7378152777777778,0.48336890786197084,"CLU, BRK1, CHGA, SPIDR, SYNPO2, SNF8"
KEGG,Necroptosis,51,CFLAR,up,50,0.013874368630349637,0.46810637872425515,1.0,0.7378152777777778,0.5879580220562077,"EIF2AK2, SPATA2, JAK1, HSP90AA1, SMPD1, IFNGR2"
