library,term,size,anchors,direction,neighbours,shift,p,fwer,fdr,neighbour_median_percentile,top_neighbours
GO:MF,Sequence-Specific Double-Stranded DNA Binding (GO:1990837),140,SOX6,down,139,-0.03380522101936634,0.6282743451309738,1.0,0.7378152777777778,0.4647812166488794,"ZBTB45, XPA, ARNT2, BHLHE40, EPAS1, FOXK2"
GO:BP,Regulation Of Cell Cycle Process (GO:0010564),56,L3MBTL1,up,55,-0.0333079908085479,0.6282743451309738,1.0,0.7378152777777778,0.40981856990394877,"USP19, BCL7A, ARID2, SFRP1, CUL9, KLHL21"
Reactome,TNF Signaling R-HSA-75893,22,CFLAR,up,21,-0.03850616459801261,0.6296740651869626,1.0,0.7378152777777778,0.512273212379936,"UBA52, UBC, USP25, MAP3K7, NSMAF, RBCK1"
GO:CC,Nuclear Membrane (GO:0031965),98,SCAI,down,97,-0.044844489683848375,0.6306738652269546,1.0,0.7378152777777778,0.39078619708288864,"SCRN1, DPY19L4, CTDNEP1, DCTN5, BRAP, PAK1"
GO:MF,Glutathione Transferase Activity (GO:0004364),10,GSTK1,up,9,-0.04699911880824301,0.6308738252349531,1.0,0.7378152777777778,0.5901814300960512,"GSTM3, MGST3, SH3BGRL3, LANCL1, GSTP1, GSTO1"
WikiPathways,G Protein Signaling Pathways WP35,50,PRKAR2A,up,49,-0.03812027955427766,0.6310737852429514,1.0,0.7378152777777778,0.41141942369263607,"PRKCB, AKAP13, GNAO1, AKAP9, GNAI2, PPP3CA"
KEGG,Autophagy,88,CFLAR,up,87,-0.03838223128997047,0.6324735052989402,1.0,0.7378152777777778,0.40839558875844895,"IGF1R, PIK3CD, ATG12, CTSB, DEPTOR, RAB1A"
Reactome,Signaling By Hedgehog R-HSA-5358351,72,PRKAR2A,up,71,-0.04780547913577093,0.6330733853229354,1.0,0.7378152777777778,0.37246531483457845,"WDR19, PSMD5, UBA52, PSMB1, PSMA7, UBC"
GO:BP,Generation Of Neurons (GO:0048699),60,CFLAR,up,59,-0.03918902657657736,0.6332733453309338,1.0,0.7378152777777778,0.368196371398079,"WNT5A, PTPRD, FGFR1, NRCAM, GPM6A, MYT1L"
GO:BP,Neuron Maturation (GO:0042551),10,ADGRB3,down,9,-0.049226341044737235,0.6342731453709258,1.0,0.7378152777777778,0.3785129847029527,"PICK1, B4GALT6, B4GALT5, ANKS1A, CX3CL1, APP"
GO:BP,DNA Repair (GO:0006281),86,TRRAP,up,85,-0.04126060251694392,0.6346730653869226,1.0,0.7378152777777778,0.43009605122732125,"EP400, EYA3, ASCC1, REXO4, USP47, INIP"
GO:BP,Positive Regulation Of Protein Autophosphorylation (GO:0031954),10,GPNMB,up,9,-0.048964467313554555,0.6356728654269146,1.0,0.7378152777777778,0.5064034151547492,"PDGFA, CALM3, CALM2, RASSF2, DDX3X, NBN"
GO:BP,Anterograde Trans-Synaptic Signaling (GO:0098916),79,CACNA1A,up,78,-0.03428851203539242,0.6362727454509098,1.0,0.7378152777777778,0.42146922803272857,"PTCHD1, GRIN2A, SYN2, EXOC4, CACNB1, AKAP9"
GO:BP,Inorganic Cation Import Across Plasma Membrane (GO:0098659),34,CACNA1A,up,33,-0.04097095023219784,0.640871825634873,1.0,0.7414337182448036,0.403948772678762,"CLU, KCNH2, SLC24A2, ATP1B3, SLC12A5, SCN8A"
GO:BP,Regulation Of ERK1 And ERK2 Cascade (GO:0070372),55,GPNMB,up,54,-0.03344024665205291,0.6482703459308138,1.0,0.7443428571428571,0.4204909284951974,"IGF1, SIRPA, PDGFA, MFHAS1, NTRK3, EZR"
KEGG,Taste transduction,15,CACNA1A,up,14,-0.055810999258288314,0.6494701059788043,1.0,0.7443428571428571,0.3966559943080754,"PLCB4, GABBR2, PLCB1, GRM1, SCN9A, SCN2A"
GO:BP,Regulation Of Axonogenesis (GO:0050770),26,PLXNC1,up,25,-0.04640649542212486,0.6510697860427914,1.0,0.7443428571428571,0.3633938100320171,"CDH2, THY1, PAK3, PLXNA4, SLIT2, PAK2"
GO:BP,Regulation Of Calcium Ion Transmembrane Transporter Activity (GO:1901019),11,CACNA1A,up,10,-0.052072620624676345,0.652869426114777,1.0,0.7443428571428571,0.4109747420846674,"CACNB1, YWHAE, ANK2, CALM2, CACNB2, PRKACA"
GO:BP,Regulation Of Dendrite Development (GO:0050773),20,BCL11A,up,19,-0.05036818569428042,0.6570685862827434,1.0,0.7443428571428571,0.42547136250444684,"COBL, SEMA4D, HECW2, PACSIN1, LRP8, CAMSAP2"
GO:BP,Macromolecule Catabolic Process (GO:0009057),29,LGMN,down,28,-0.05007949438212173,0.6574685062987402,1.0,0.7443428571428571,0.5186766275346852,"SNX25, DIS3, TRIM24, DAB2IP, PPP1R8, SMURF1"
GO:CC,Lysosomal Lumen (GO:0043202),36,LGMN,down,35,-0.048974525263266906,0.6588682263547291,1.0,0.7443428571428571,0.39452152258982565,"NCAN, CTSF, GPC4, SGSH, GNS, SCARB2"
GO:BP,Regulation Of Neuron Differentiation (GO:0045664),32,CNTN4,down,31,-0.04962179857876993,0.6644671065786842,1.0,0.7443428571428571,0.37495553183920316,"GDPD5, SIN3A, NREP, MMD, NLGN1, CDK5R1"
GO:BP,Positive Regulation Of Multicellular Organismal Process (GO:0051240),97,SOX6,down,96,-0.0477292928476345,0.6674665066986603,1.0,0.7443428571428571,0.45651013874066165,"ACVR1, TGFBR2, EPAS1, BRD9, SIN3A, SUDS3"
Reactome,Formation Of beta-catenin:TCF Transactivating Complex R-HSA-201722,12,TRRAP,up,11,-0.04985092461786487,0.6680663867226555,1.0,0.7443428571428571,0.41319815012451083,"TLE1, TLE3, KMT2D, CREBBP, ASH2L, TLE4"
KEGG,Nicotine addiction,17,CACNA1A,up,16,-0.05581184639595449,0.6682663467306539,1.0,0.7443428571428571,0.4268054073283529,"GRIN2A, GABRG2, GRIN1, GRIN3A, GRIA2, GABRB1"
GO:BP,Regulation Of GTPase Activity (GO:0043087),87,PLXNC1,up,86,-0.04732871075637292,0.6694661067786443,1.0,0.7443428571428571,0.41408751334044824,"SEMA4D, RAB3GAP2, TBC1D20, GPR137B, SFRP1, THY1"
Reactome,Ca-dependent Events R-HSA-111996,19,PRKAR2A,up,18,-0.0543714712968924,0.6696660667866426,1.0,0.7443428571428571,0.42226965492707225,"MAPK1, CAMKK2, PRKAR1B, GRK2, CAMKK1, NBEA"
Reactome,Activation Of NMDA Receptors And Postsynaptic Events R-HSA-442755,45,PRKAR2A,up,44,-0.0508840750341981,0.6706658668266346,1.0,0.7443428571428571,0.43116328708644613,"GRIN2A, PPM1F, CASK, MAPK1, MAPT, PDPK1"
WikiPathways,TGF Beta Signaling Pathway WP366,56,PRKAR2A,up,55,-0.047511787136847325,0.6716656668666267,1.0,0.7443428571428571,0.3982568480967627,"JUN, PJA1, JUND, MAP2K3, KLF6, MAPK1"
GO:CC,Condensed Chromosome (GO:0000793),19,L3MBTL1,up,18,-0.04702951076130072,0.671865626874625,1.0,0.7443428571428571,0.37842404838135896,"TTN, BRD4, SMC2, SLF2, LIG4, CBX3"
Reactome,PKA Activation In Glucagon Signaling R-HSA-164378,10,PRKAR2A,up,9,-0.06380312165452375,0.6732653469306139,1.0,0.7443428571428571,0.40839558875844895,"GNAS, PRKAR1B, PRKCA, ADCY9, PRKACB, ADCY2"
GO:BP,Regulation Of Amide Metabolic Process (GO:0034248),16,RBM4B,up,15,-0.0591763581847772,0.6736652669466107,1.0,0.7443428571428571,0.34863038064745644,"ATXN2, GEMIN5, EIF2S1, TSC1, MSI2, ELP2"
GO:MF,Protein Kinase Regulator Activity (GO:0019887),47,PRKAR2A,up,46,-0.05071461816196856,0.674865026994601,1.0,0.7443428571428571,0.3918534329420135,"TAOK3, YWHAB, GPRC5A, MOB2, PRKRIP1, GMFB"
GO:BP,Positive Regulation Of Cell Population Proliferation (GO:0008284),126,LGMN,down,125,-0.050169126235879956,0.6756648670265947,1.0,0.7443428571428571,0.4299181785841337,"CIB1, TGFBR2, CD47, CSNK2A1, BRD9, GAB2"
GO:BP,Negative Regulation Of Neuron Apoptotic Process (GO:0043524),22,LGMN,down,21,-0.058059864899232275,0.675864827034593,1.0,0.7443428571428571,0.319815012451085,"PINK1, PTPRZ1, PRKCI, HIF1A, VSTM2L, CPEB4"
Reactome,Post NMDA Receptor Activation Events R-HSA-438064,36,PRKAR2A,up,35,-0.053768161364964075,0.6760647870425914,1.0,0.7443428571428571,0.40839558875844895,"GRIN2A, MAPK1, MAPT, PDPK1, CAMKK2, GIT1"
GO:BP,Regulation Of T Cell Proliferation (GO:0042129),10,GPNMB,up,9,-0.054787171383698784,0.6778644271145771,1.0,0.7446881578947369,0.4551760939167556,"IL6ST, MYDGF, SDC4, CD46, NCK1, NCK2"
Reactome,PLC Beta Mediated Events R-HSA-112043,25,PRKAR2A,up,24,-0.05552690389837759,0.6810637872425515,1.0,0.7465667396061269,0.4377445748843828,"PLCB4, MAPK1, CAMKK2, PRKAR1B, GNAQ, GRK2"
KEGG,Peroxisome,38,GSTK1,up,37,-0.05973706683269828,0.6826634673065387,1.0,0.7466868995633188,0.3977232301672003,"ACSL1, HSD17B4, HMGCLL1, PEX11B, ECH1, PRDX1"
GO:BP,Cellular Response To Organic Cyclic Compound (GO:0071407),56,SSTR1,down,55,-0.05227434812960299,0.6900619876024795,1.0,0.7494703624733475,0.43045179651369614,"RYR3, ADCY3, HCN4, RORA, RIOK3, RAPGEF1"
GO:MF,Syntaxin Binding (GO:0019905),37,CACNA1A,up,36,-0.0636695469212201,0.6922615476904619,1.0,0.7494703624733475,0.34000355745286376,"STXBP3, VAMP1, SYT13, SNAP25, STX8, DAPK1"
GO:BP,Regulation Of Cation Channel Activity (GO:2001257),21,CACNA1A,up,20,-0.06667801553849131,0.6940611877624475,1.0,0.7494703624733475,0.38518320882248314,"FGF14, CACNB1, HOMER1, ANK2, CALM2, HCN3"
GO:BP,Cell Junction Organization (GO:0034330),32,PPFIA4,up,31,-0.05721483764148528,0.6956608678264347,1.0,0.7494703624733475,0.4445037353255069,"ELFN1, PAK3, MAPT, APP, SLC8A3, PPFIA1"
GO:BP,Cellular Response To Transforming Growth Factor Beta Stimulus (GO:0071560),31,SOX6,down,30,-0.06046483851969242,0.6958608278344331,1.0,0.7494703624733475,0.37139807897545357,"TGFBR2, SMAD5, ZMIZ2, PTK2, USP9X, ZYX"
GO:BP,Regulation Of Trans-Synaptic Signaling (GO:0099177),23,CACNA1A,up,22,-0.05712762356481769,0.6968606278744252,1.0,0.7494703624733475,0.4428139452152259,"BTBD9, PPP3CA, SLC4A8, LRP8, GRIK5, GRIK3"
Reactome,Factors Involved In Megakaryocyte Development And Platelet Production R-HSA-983231,50,PRKAR2A,up,49,-0.06265722678936257,0.6974605078984203,1.0,0.7494703624733475,0.39167556029882605,"PHF21A, KIF5C, EHD1, MAFG, DOCK7, KLC1"
WikiPathways,Metapathway Biotransformation Phase I And II WP702,36,GSTK1,up,35,-0.05189676054620317,0.6982603479304139,1.0,0.7494703624733475,0.45197438633938103,"GSTM3, KCNAB2, COMT, MGST3, NAT9, NAA50"
GO:BP,Positive Regulation Of ATP-dependent Activity (GO:0032781),16,DNAJB1,up,15,-0.07114779651165008,0.6992601479704059,1.0,0.7494703624733475,0.3820704375667022,"HNRNPU, DNAJB2, ATP1B3, SSBP1, PFN2, VMP1"
Reactome,Protein-protein Interactions At Synapses R-HSA-6794362,48,PPFIA4,up,47,-0.058282159050886934,0.7014597080583883,1.0,0.7494703624733475,0.400213447171825,"PTPRD, GRIN2A, NTRK3, CASK, APBA2, PTPRS"
Reactome,Integration Of Energy Metabolism R-HSA-163685,52,"PRKAR2A, CACNA1A",up,50,-0.059500899359118196,0.7016596680663867,1.0,0.7494703624733475,0.4268943436499466,"SNAP25, GNAI2, GNB5, GNG4, TKT, GNAS"
GO:BP,Positive Regulation Of Cysteine-Type Endopeptidase Activity (GO:2001056),17,LGMN,down,16,-0.07234102429356426,0.7086582683463307,1.0,0.7538351694915254,0.4377445748843828,"MAP3K5, ASPH, GRAMD4, GRIN2B, CTSD, DDX3X"
GO:BP,Negative Regulation Of Neuron Projection Development (GO:0010977),29,BCL11A,up,28,-0.062087855102228265,0.7090581883623275,1.0,0.7538351694915254,0.4276947705442903,"THY1, PTPRS, STMN2, LPAR1, DPYSL3, SPOCK1"
GO:BP,Response To Calcium Ion (GO:0051592),42,"CPNE3, LGMN, CACNA1A",down,39,-0.06239945279995505,0.710257948410318,1.0,0.7538351694915254,0.4377445748843828,"RYR3, CAMK2D, PRKAA1, SEC31A, NLGN1, BRAF"
Reactome,Peptide Ligand-Binding Receptors R-HSA-375276,14,"GPNMB, SSTR1",down,12,-0.056773071022083364,0.7146570685862828,1.0,0.7569019027484143,0.32586268231945925,"AGTR1, NTSR2, OPRL1, EDNRB, TAC1, CX3CL1"
Reactome,CaM Pathway R-HSA-111997,18,PRKAR2A,up,17,-0.07265413693590637,0.7178564287142571,1.0,0.757512,0.41141942369263607,"CAMKK2, PRKAR1B, GRK2, CAMKK1, NBEA, PRKCA"
Reactome,PKA Activation R-HSA-163615,10,PRKAR2A,up,9,-0.08404063451517788,0.7182563487302539,1.0,0.757512,0.40839558875844895,"PRKAR1B, NBEA, PRKCA, ADCY9, PRKACB, ADCY2"
WikiPathways,PKC Gamma Calcium Signaling Pathway In Ataxia WP4760,14,CACNA1A,up,13,-0.07641650779316059,0.7200559888022395,1.0,0.7578151260504202,0.47118463180362863,"CA8, PLCB4, GNAQ, PLCB1, GRM1, GRIA2"
GO:BP,Positive Regulation Of Endothelial Cell Migration (GO:0010595),27,LGMN,down,26,-0.062183970012343846,0.7226554689062188,1.0,0.7589572327044025,0.5319281394521522,"HIF1A, AKT3, MAPK14, ABL1, PLCG1, NELL2"
GO:BP,Steroid Metabolic Process (GO:0008202),15,LGMN,down,14,-0.07485743682731741,0.7250549890021996,1.0,0.7598849372384938,0.49368552116684455,"SRD5A1, MSMO1, SCP2, FDFT1, CYP4V2, LSS"
GO:CC,Peroxisome (GO:0005777),55,GSTK1,up,54,-0.07613990265720834,0.729254149170166,1.0,0.7626449064449065,0.4253824261828531,"GRHPR, HSD17B4, KCNIP4, MUL1, PEX11B, ECH1"
GO:BP,Regulation Of Protein Autophosphorylation (GO:0031952),15,GPNMB,up,14,-0.08088460830705506,0.7318536292741452,1.0,0.7626449064449065,0.39381003201707576,"PDGFA, CALM3, CHP1, IMPACT, CALM2, RASSF2"
GO:MF,Nucleosome Binding (GO:0031491),24,L3MBTL1,up,23,-0.07055102215836877,0.732253549290142,1.0,0.7626449064449065,0.35556741373176803,"MBD3, RBBP4, SAP30L, ZNHIT1, HP1BP3, RNF4"
Reactome,GPCR Ligand Binding R-HSA-500792,36,"GPNMB, SSTR1",down,34,-0.06153532090213369,0.737252549490102,1.0,0.7662597510373443,0.3731768054073284,"WNT3, AGTR1, DRD2, NTSR2, CD55, PTCH1"
KEGG,Insulin signaling pathway,68,PRKAR2A,up,67,-0.07111447253750998,0.743251349730054,1.0,0.7708968944099379,0.38438278192813946,"PIK3CD, MKNK2, INSR, PHKB, MAPK1, MKNK1"
Reactome,PKA-mediated Phosphorylation Of CREB R-HSA-111931,11,PRKAR2A,up,10,-0.09373642595019191,0.745250949810038,1.0,0.7713743801652893,0.35556741373176803,"PRKAR1B, NBEA, PRKCA, ADCY9, PRKACB, ADCY2"
GO:MF,Transcription Cis-Regulatory Region Binding (GO:0000976),112,SOX6,down,111,-0.07683784992702573,0.7628474305138973,1.0,0.7879645360824742,0.391675560298826,"SETX, EPAS1, FOXK2, RORA, HIF1A, MNT"
WikiPathways,Involvement Of Secretase In Neurodegenerative Diseases WP5372,14,LGMN,down,13,-0.10968702945571679,0.7764447110577885,1.0,0.8003629629629629,0.21611526147278548,"AKT3, PPP2CB, NTRK2, SRPK2, SNCA, SET"
Reactome,Class A/1 (Rhodopsin-like Receptors) R-HSA-373076,19,"GPNMB, SSTR1",down,17,-0.06813258863985538,0.7786442711457708,1.0,0.8009827515400411,0.2732123799359658,"AGTR1, DRD2, NTSR2, OPRL1, EDNRB, S1PR1"
GO:BP,Connective Tissue Development (GO:0061448),11,SOX6,down,10,-0.0776402004994452,0.7878424315136973,1.0,0.8087864754098361,0.39816791177516897,"ATP7A, DYRK1B, SULF2, DDRGK1, PGRMC2, NAMPT"
KEGG,Glutathione metabolism,23,GSTK1,up,22,-0.1012055126907812,0.8028394321135773,1.0,0.8218032586558045,0.3758448950551405,"GSTM3, GCLM, MGST3, RRM2B, GSTP1, GSTO1"
GO:MF,Transcription Regulatory Region Nucleic Acid Binding (GO:0001067),57,SOX6,down,56,-0.09462377992375488,0.8048390321935612,1.0,0.8218032586558045,0.3831376734258271,"FOXK2, DHX9, ZNF281, TBP, TAF7, CRY2"
WikiPathways,TNF Alpha Signaling Pathway WP231,42,CFLAR,up,41,-0.09738781639352077,0.8054389122175565,1.0,0.8218032586558045,0.2943792244752757,"JUN, HSP90AA1, MAP2K3, MAPK1, MAP3K7, NFKBIA"
Reactome,DAG And IP3 Signaling R-HSA-1489509,21,PRKAR2A,up,20,-0.10330503609729931,0.8110377924415118,1.0,0.8258353658536585,0.4099075062255425,"CAMKK2, PRKAR1B, GRK2, CAMKK1, NBEA, PRKCA"
WikiPathways,Endochondral Ossification WP474,21,SOX6,down,20,-0.09442311823368073,0.8128374325134973,1.0,0.8259894523326572,0.3131447883315546,"ENPP1, TIMP3, PTCH1, VEGFA, KIF3A, CAB39"
KEGG,Antigen processing and presentation,18,LGMN,down,17,-0.13355227965204156,0.8260347930413917,1.0,0.8368218181818182,0.3745997865528282,"PSME1, CREB1, PDIA3, NFYB, CTSL, CANX"
GO:BP,Positive Regulation Of Chemotaxis (GO:0050921),10,LGMN,down,9,-0.14096827742954096,0.8268346330733853,1.0,0.8368218181818182,0.29437922447527576,"VEGFA, CNTN1, MEGF8, ZNF580, STX3, DSCAM"
Reactome,DARPP-32 Events R-HSA-180024,16,PRKAR2A,up,15,-0.1294125635487338,0.8364327134573085,1.0,0.8448314516129033,0.2902881536819637,"PPP3CA, PRKAR1B, PDE4A, PRKCA, PRKACB, PPP2R5D"
WikiPathways,Lipid Metabolism Pathway WP3965,15,PRKAR2A,up,14,-0.12276938797107764,0.8416316736652669,1.0,0.8483734406438631,0.32212735681252225,"PRKAA2, PRKAR1B, ACLY, PDHA1, ACSS2, PRKACB"
Reactome,FCGR3A-mediated IL10 Synthesis R-HSA-9664323,14,PRKAR2A,up,13,-0.12890820993253818,0.8472305538892222,1.0,0.8523036144578313,0.3027392387050872,"PRKAR1B, FYN, PRKCA, AHCYL1, ADCY9, PRKACB"
GO:MF,Calcium-Dependent Phospholipid Binding (GO:0005544),18,CPNE3,down,17,-0.19915936394211123,0.9222155568886222,1.0,0.9258961923847695,0.23852721451440773,"SYT1, SYT11, SYT17, PCLO, SYT9, C2CD5"
GO:BP,Response To Transforming Growth Factor Beta (GO:0071559),12,SOX6,down,11,-0.204813104969534,0.9594081183763248,1.0,0.9613188,0.20259694059053712,"ROCK2, TGFBR1, CRKL, ZFP36L2, NR3C1, ZFP36L1"
GO:BP,Response To Estradiol (GO:0032355),11,SSTR1,down,10,-0.2581153824925423,0.9844031193761248,1.0,0.9843999999999999,0.1294023479188901,"CTNNB1, STRN3, STAT3, ZNF703, STAT5B, SFRP1"
