gene,symbol,g,lineage,agtr1
ENSG00000033122,LRRC7,-0.2803904644032549,-2.5399469009415694,12.2166007987836
ENSG00000033170,FUT8,0.3572783442102283,0.37379792582833155,0.0
ENSG00000033178,UBA6,0.2272384702470228,-0.06121730300299488,0.0
ENSG00000033327,GAB2,-0.4757681108786543,-3.2967564335820105,10.9512247806312
ENSG00000033627,ATP6V0A1,-0.0807934403361744,-2.7051825582224875,7.14702939426668
ENSG00000033867,SLC4A7,0.1085496483081515,0.8696533388207344,0.0
ENSG00000034053,APBA2,0.2605320944594323,0.0,0.0
ENSG00000034152,MAP2K3,0.2633022481103833,-1.8890638001061824,7.556255200424729
ENSG00000034510,TMSB10,0.2401196082203412,-2.1022862079150784,0.0
ENSG00000034677,RNF19A,-0.1477210994419418,0.0,0.0
ENSG00000034713,GABARAPL2,0.0353783589765154,-3.005999414815008,0.0
ENSG00000035115,SH3YL1,0.0662340492635284,-0.8011405468994296,3.31543346122335
ENSG00000035403,VCL,0.1890849600038445,-1.8497913696962573,4.31172386815925
ENSG00000035681,NSMAF,0.188334902438502,0.0631178417006125,0.0
ENSG00000035687,ADSS2,0.0712978265488362,0.0,0.0
ENSG00000035862,TIMP2,0.3849831236430769,1.418172085666615,0.0
ENSG00000035928,RFC1,-0.0773899794758974,-2.634193188779075,0.0
ENSG00000036054,TBC1D23,-0.3637836933848606,0.0,0.0
ENSG00000036257,CUL3,0.0005748654136351,0.0,0.0
ENSG00000036530,CYP46A1,0.0223707814448909,-0.0016578083720600878,0.0
ENSG00000036549,ZZZ3,-0.1897177480409984,-0.5055244202705925,0.0
ENSG00000036565,SLC18A1,0.3783499782140406,8.51584936494209,0.0
ENSG00000037042,TUBG2,0.4787485930757236,0.42536220097405003,0.0
ENSG00000037474,NSUN2,-0.037534780615693,-0.7505799750790725,0.0
ENSG00000037637,FBXO42,0.1731048982935852,-2.191121720385558,6.66384492370124
ENSG00000038219,BOD1L1,0.1079960558180844,-1.331555883039174,0.0
ENSG00000038274,MAT2B,0.2921341065000648,0.0,0.0
ENSG00000038382,TRIO,0.4699084681245926,-1.159776816082809,5.57669795346922
ENSG00000039319,ZFYVE16,-0.0591098508254888,0.095044443793945,0.0
ENSG00000040199,PHLPP2,-0.3025256530470622,0.0,0.0
ENSG00000040341,STAU2,-0.0062852044250956,-3.1183678493281697,8.0802569888548
ENSG00000040731,CDH10,0.1645067571387785,-5.042957141354535,12.2135540096007
ENSG00000040933,INPP4A,-0.1551947771550726,0.22189273635166007,2.58643883850036
ENSG00000041353,RAB27B,0.1336503991245776,0.8582738026388395,7.84720628631641
ENSG00000041357,PSMA4,-0.2279575593010118,-3.624155799859928,0.0
ENSG00000041802,LSG1,-0.066312392278347,-2.71433671938638,0.0
ENSG00000042317,SPATA7,-0.1070440520881954,-0.851829691266226,4.05079212585518
ENSG00000042753,AP2S1,0.309250807117502,-3.417931446906062,0.0
ENSG00000043093,DCUN1D1,-0.2601855212170325,-2.311364180734395,11.2171382083338
ENSG00000043143,JADE2,0.0660914510320654,0.0,0.0
ENSG00000044115,CTNNA1,-0.0780406195605095,0.0,0.0
ENSG00000044574,HSPA5,0.4925408295729339,-3.225531523959055,0.0
ENSG00000046653,GPM6B,0.019139053447703,0.9892090363326285,0.0
ENSG00000047056,WDR37,-0.3044816477588449,-1.0012570833505476,3.8864022597319106
ENSG00000047188,YTHDC2,-0.2087171571831554,-2.706847889941947,9.99745861725316
ENSG00000047249,ATP6V1H,-0.3353960654644746,-1.1352698347270893,3.16121730808669
ENSG00000047315,POLR2B,-0.0769009996525447,0.0,0.0
ENSG00000047410,TPR,-0.0176806749506198,-1.3235400393744532,0.0
ENSG00000047579,DTNBP1,0.2407666724349983,-2.18590627643016,2.97032819763196
ENSG00000047597,XK,0.1315763777511477,0.5440059628850049,0.0
ENSG00000047648,ARHGAP6,-0.0112882939182889,-5.763151946870593,22.296940003845
ENSG00000047849,MAP4,-0.0049714007842177,-2.9515320915924503,7.86454979031732
ENSG00000047932,GOPC,0.217349261324266,0.23624955825076924,0.0
ENSG00000048052,HDAC9,-0.372918364763208,-3.344397872726165,10.0058300003793
ENSG00000048392,RRM2B,0.0876473740269045,0.0,0.0
ENSG00000048471,SNX29,-0.4992144931739266,0.0181030432631585,0.0
ENSG00000048540,LMO3,-0.4288256153569622,-10.095530118367845,27.1417002303032
ENSG00000048544,MRPS10,0.1415797607783794,-1.6086612020814206,0.0
ENSG00000048649,RSF1,0.1198867064450504,-0.02351124591739817,0.0
ENSG00000048707,VPS13D,-0.0809299992462259,-0.5688034567264475,2.27521382690579
ENSG00000048740,CELF2,0.1866556118828938,-2.481702085370414,10.1417525326044
ENSG00000048828,FAM120A,0.0320258840452574,-0.8904931608136701,6.25340073087699
ENSG00000048991,R3HDM1,-0.2839289117210068,-1.953868264161294,9.06301814885993
ENSG00000049245,VAMP3,0.0952631400389594,0.0,0.0
ENSG00000049618,ARID1B,0.0389835941953296,0.0,0.0
ENSG00000049656,CLPTM1L,0.2858279123969304,-1.9771138315365393,0.0
ENSG00000049759,NEDD4L,0.0455568455582765,-3.092816549155304,11.8524592663588
ENSG00000049769,PPP1R3F,-0.3491222143360511,0.0,0.0
ENSG00000049860,HEXB,0.2768017178021564,-0.29433766650325077,0.0
ENSG00000050130,JKAMP,0.020831940989068,-1.544138966388625,0.0
ENSG00000050165,DKK3,0.1629734445700087,-2.224151516419794,1.72948289506597
ENSG00000050393,MCUR1,0.1244005437776708,0.5099437629198,0.0
ENSG00000050426,LETMD1,-0.3446358098409838,0.0,0.0
ENSG00000050438,SLC4A8,0.1714552063772435,0.28200459218674334,0.0
ENSG00000050748,MAPK9,-0.0916874294232201,0.0,0.0
ENSG00000050820,BCAR1,-0.0220347643438829,1.2437721407075617,0.0
ENSG00000051108,HERPUD1,-0.3291655845566736,-3.3599051195096417,0.0
ENSG00000051620,HEBP2,0.032069422102612,-2.667025486507575,0.0
ENSG00000051825,MPHOSPH9,-0.2241576987468293,-2.1687024584083936,4.6457149278891
ENSG00000052126,PLEKHA5,-0.0214044370689583,-2.285260829299424,8.60237670858995
ENSG00000052723,SIKE1,0.129276542779177,0.0,0.0
ENSG00000052749,RRP12,-0.1628677238813987,-1.6311475510903475,0.0
ENSG00000052795,FNIP2,0.2198876029615408,0.0,0.0
ENSG00000052802,MSMO1,-0.0892721711756666,-3.826240341550615,4.15452769957586
ENSG00000052841,TTC17,0.4428615419222558,-2.3909398974350005,6.69255921294959
ENSG00000053254,FOXN3,0.2146841428060197,0.0,0.0
ENSG00000053372,MRTO4,0.0576903794442819,-2.4342207693365,0.0
ENSG00000053501,USE1,0.0263931167071143,-2.0913457055039824,0.0
ENSG00000053524,MCF2L2,-0.1059564987957183,-2.4116310138174866,8.350182838734348
ENSG00000053747,LAMA3,0.3904884463954169,-7.994251331301971,27.7871527641677
ENSG00000053770,AP5M1,-0.0752524713567862,0.0,0.0
ENSG00000053900,ANAPC4,-0.3977969921772244,1.5193264776840318,0.0
ENSG00000054116,TRAPPC3,0.2286834757857372,-1.6011311541609716,0.0
ENSG00000054118,THRAP3,-0.0831357104433293,0.0,0.0
ENSG00000054267,ARID4B,0.4165596432836573,0.4214722770194453,0.0
ENSG00000054282,SDCCAG8,-0.1116742422158024,-0.9117568534649625,3.64702741385985
ENSG00000054356,PTPRN,0.2789850914730422,-1.2112663246984987,0.0
ENSG00000054523,KIF1B,-0.0433915436595114,-0.25163178608715914,0.0
ENSG00000054611,TBC1D22A,-0.5167697480040156,0.44595376087275856,0.0
ENSG00000054690,PLEKHH1,-0.187201045037238,-0.168278539061365,0.0
ENSG00000054793,ATP9A,-0.3249943860625905,-0.9013979708812643,2.1270311302165
ENSG00000054965,FAM168A,-0.5384302423056994,-2.602841053780855,5.89218276255759
ENSG00000054983,GALC,-0.0868167758138471,0.0,0.0
ENSG00000055044,NOP58,0.5118891331592531,-0.22260816970839414,0.0
ENSG00000055118,KCNH2,0.4416681530692972,0.0,0.0
ENSG00000055130,CUL1,-0.474632632282675,0.0,0.0
ENSG00000055147,FAM114A2,-0.0426268352659332,1.5533533119817917,0.0
ENSG00000055163,CYFIP2,0.1985795504151312,-1.6233461747126827,2.15874019177693
ENSG00000055208,TAB2,-0.2203239544878402,-0.07994556462766689,0.0
ENSG00000055211,GINM1,-0.0017295078084666,-0.6404279187028643,0.0
ENSG00000055332,EIF2AK2,0.5145719508054524,0.38249321219509996,0.0
ENSG00000055483,USP36,0.0754413404951096,0.06569181545769415,0.0
ENSG00000055609,KMT2C,0.2389512065654715,-1.07671404514934,2.26408049162276
ENSG00000055917,PUM2,-0.0424860275565007,-0.59946097286189,2.39784389144756
ENSG00000055950,MRPL43,0.2102173470718491,-2.5227375177940266,0.0
ENSG00000056097,ZFR,0.0436455643976345,0.0,0.0
ENSG00000056586,RC3H2,0.15543282499329,-0.226641174067636,0.0
ENSG00000056998,GYG2,-0.2419289747071287,1.387688677547802,0.0
ENSG00000057019,DCBLD2,0.2970207697301416,0.0,0.0
ENSG00000057252,SOAT1,0.2957798411600567,0.0,0.0
ENSG00000057608,GDI2,0.1026570021646922,-2.405822656120272,0.0
ENSG00000057663,ATG5,0.1848601501807534,-0.30111187370532566,2.1113004208355894
ENSG00000057704,TMCC3,0.2554374382795116,-7.6975482363056855,26.9931986158095
ENSG00000057757,PITHD1,0.0429888378435474,-2.78040754187226,0.0
ENSG00000057935,MTA3,-0.0663300109624628,-0.1705100581703891,3.26952741184544
ENSG00000058091,CDK14,-0.3789596503015051,-3.2673345350407303,10.6142907641957
ENSG00000058272,PPP1R12A,0.5048649185697047,-0.3713707721697908,2.71286605577655
ENSG00000058335,RASGRF1,-0.3240066173723713,0.0,0.0
ENSG00000058404,CAMK2B,-0.0367707605343547,-1.5980632950195863,5.49252779559278
ENSG00000058600,POLR3E,0.0561701119526524,0.12392571418468779,2.45468265077381
ENSG00000058729,RIOK2,-0.3677415523452153,-2.1811825481927123,0.0
ENSG00000058799,YIPF1,0.1274940215332692,0.24587073565824166,0.0
ENSG00000059122,FLYWCH1,-0.3789145247447575,-1.4207292531271927,4.710352548342821
ENSG00000059145,UNKL,0.2293351477205869,-1.045292045965035,4.19042211776516
ENSG00000059573,ALDH18A1,-0.4256398903556449,0.28487817897442996,0.0
ENSG00000059691,GATB,0.1416188704923459,0.0,0.0
ENSG00000059728,MXD1,0.4049575276502433,0.3261828276850116,0.0
ENSG00000059804,SLC2A3,0.1159661784047745,-1.23239486253063,0.0
ENSG00000059915,PSD,-0.0141706538476988,-0.11728175884229247,0.0
ENSG00000060237,WNK1,-0.1670105713258672,-0.6450141340703274,2.5800565362813095
ENSG00000060339,CCAR1,0.5422565805555936,-0.0005003150870142026,0.0
ENSG00000060491,OGFR,0.176007945202318,0.30083194774017835,0.0
ENSG00000060656,PTPRU,-0.197679167257411,0.07621345317897577,0.0
ENSG00000060709,RIMBP2,-0.0320658605390751,-3.4582332221922476,14.5872985494063
ENSG00000060718,COL11A1,-0.1357168190047233,-13.002212524324989,29.543602921359
ENSG00000060762,MPC1,0.3010127467569279,0.0,0.0
ENSG00000060982,BCAT1,0.0977944928382604,-1.8528002627791245,7.066272997819049
ENSG00000061676,NCKAP1,-0.2352709361854555,-0.6568727207597626,2.62749088303905
ENSG00000061794,MRPS35,0.4180477461809886,0.5262824732732484,0.0
ENSG00000061936,SFSWAP,-0.3064075798109087,0.0,0.0
ENSG00000061938,TNK2,-0.1352379259407117,-0.3000897287075712,0.0
ENSG00000061987,MON2,0.3022223207362443,0.0412627374976355,0.0
ENSG00000062194,GPBP1,0.3746214125222647,0.0,0.0
